CODGEO;LIBGEO;AU2010;LIBAU2010;CATAEU2010;DEP;REG
10240;Messon;048;Troyes;112;10;44
10241;Metz-Robert;048;Troyes;112;10;44
10242;Meurville;000;Communes isolées hors influence des pôl;400;10;44
10243;Molins-sur-Aube;048;Troyes;112;10;44
10245;Montaulin;048;Troyes;112;10;44
10246;Montceaux-lès-Vaude;048;Troyes;112;10;44
10247;Montfey;997;Multipolarisé des grands pôl;120;10;44
10248;Montgueux;048;Troyes;112;10;44
10249;Montiérame;048;Troyes;112;10;44
10250;Montier-en-l'Isle;397;Bar-sur-Aube;222;10;44
10251;Montigny-les-Monts;048;Troyes;112;10;44
10252;Montmartin-le-Haut;000;Communes isolées hors influence des pôl;400;10;44
10253;Montmorency-Beaufort;998;Autre multipolaris�;300;10;44
10254;Montpothier;998;Autre multipolaris�;300;10;44
10255;Montreuil-sur-Barse;048;Troyes;112;10;44
10256;Montsuzain;048;Troyes;112;10;44
10257;Morembert;998;Autre multipolaris�;300;10;44
10258;Morvilliers;998;Autre multipolaris�;300;10;44
10259;La Motte-Tilly;998;Autre multipolaris�;300;10;44
10260;Moussey;048;Troyes;112;10;44
10261;Mussy-sur-Seine;000;Communes isolées hors influence des pôl;400;10;44
10262;Neuville-sur-Seine;000;Communes isolées hors influence des pôl;400;10;44
10263;Neuville-sur-Vanne;048;Troyes;112;10;44
10264;Noé-les-Mallet;000;Communes isolées hors influence des pôl;400;10;44
10265;Les Noës-près-Troy;048;Troyes;111;10;44
10266;Nogent-en-Othe;997;Multipolarisé des grands pôl;120;10;44
10267;Nogent-sur-Aube;998;Autre multipolaris�;300;10;44
10268;Nogent-sur-Seine;524;Nogent-sur-Seine;221;10;44
10269;Nozay;998;Autre multipolaris�;300;10;44
10270;Onjon;048;Troyes;112;10;44
10271;Origny-le-Sec;998;Autre multipolaris�;300;10;44
10272;Ormes;998;Autre multipolaris�;300;10;44
10273;Ortillon;998;Autre multipolaris�;300;10;44
10274;Orvilliers-Saint-Julien;048;Troyes;112;10;44
10275;Ossey-les-Trois-Maisons;998;Autre multipolaris�;300;10;44
10276;Paisy-Cosdon;997;Multipolarisé des grands pôl;120;10;44
10278;Pargues;000;Communes isolées hors influence des pôl;400;10;44
10279;Pars-lès-Chavange;998;Autre multipolaris�;300;10;44
10280;Pars-lès-Romill;289;Romilly-sur-Seine;211;10;44
10281;Le Pavillon-Sainte-Julie;048;Troyes;112;10;44
10282;Payns;048;Troyes;112;10;44
10283;Pel-et-Der;048;Troyes;112;10;44
10284;Périgny-la-Ros;998;Autre multipolaris�;300;10;44
10285;Perthes-lès-Brienn;654;Brienne-le-Châtea;222;10;44
10286;Petit-Mesnil;998;Autre multipolaris�;300;10;44
10287;Piney;048;Troyes;112;10;44
10288;Plaines-Saint-Lange;000;Communes isolées hors influence des pôl;400;10;44
10289;Plancy-l'Abbaye;000;Communes isolées hors influence des pôl;400;10;44
10290;Planty;998;Autre multipolaris�;300;10;44
10291;Plessis-Barbuise;998;Autre multipolaris�;300;10;44
10293;Poivres;000;Communes isolées hors influence des pôl;400;10;44
10294;Poligny;048;Troyes;112;10;44
10295;Polisot;000;Communes isolées hors influence des pôl;400;10;44
10296;Polisy;000;Communes isolées hors influence des pôl;400;10;44
10297;Pont-Sainte-Marie;048;Troyes;111;10;44
10298;Pont-sur-Seine;998;Autre multipolaris�;300;10;44
10299;Pouan-les-Vallée;998;Autre multipolaris�;300;10;44
10300;Pougy;048;Troyes;112;10;44
10301;Pouy-sur-Vannes;000;Communes isolées hors influence des pôl;400;10;44
10302;Praslin;998;Autre multipolaris�;300;10;44
10303;Précy-Notre-Dam;998;Autre multipolaris�;300;10;44
10304;Précy-Saint-Marti;998;Autre multipolaris�;300;10;44
10305;Prémierfai;048;Troyes;112;10;44
10306;Proverville;397;Bar-sur-Aube;221;10;44
10307;Prugny;048;Troyes;112;10;44
10308;Prunay-Belleville;998;Autre multipolaris�;300;10;44
10309;Prusy;998;Autre multipolaris�;300;10;44
10310;Puits-et-Nuisement;998;Autre multipolaris�;300;10;44
10312;Racines;998;Autre multipolaris�;300;10;44
10313;Radonvilliers;998;Autre multipolaris�;300;10;44
10314;Ramerupt;998;Autre multipolaris�;300;10;44
10315;Rances;998;Autre multipolaris�;300;10;44
10316;Rhège;998;Autre multipolaris�;300;10;44
10317;Les Riceys;000;Communes isolées hors influence des pôl;400;10;44
10318;Rigny-la-Nonneuse;998;Autre multipolaris�;300;10;44
10319;Rigny-le-Ferron;997;Multipolarisé des grands pôl;120;10;44
10320;Rilly-Sainte-Syre;048;Troyes;112;10;44
10321;La Rivière-de-Corp;048;Troyes;111;10;44
10323;Romilly-sur-Seine;289;Romilly-sur-Seine;211;10;44
10324;Roncenay;048;Troyes;112;10;44
10325;Rosières-près-Troy;048;Troyes;111;10;44
10326;Rosnay-l'Hôpita;998;Autre multipolaris�;300;10;44
10327;La Rothièr;000;Communes isolées hors influence des pôl;400;10;44
10328;Rouilly-Sacey;048;Troyes;112;10;44
10329;Rouilly-Saint-Loup;048;Troyes;112;10;44
10330;Rouvres-les-Vignes;998;Autre multipolaris�;300;10;44
10331;Rumilly-lès-Vaude;048;Troyes;112;10;44
10332;Ruvigny;048;Troyes;112;10;44
10333;Saint-André-les-Verger;048;Troyes;111;10;44
10334;Saint-Aubin;998;Autre multipolaris�;300;10;44
10335;Saint-Benoist-sur-Vanne;997;Multipolarisé des grands pôl;120;10;44
10336;Saint-Benoît-sur-Sein;048;Troyes;112;10;44
10337;Saint-Christophe-Dodinicourt;654;Brienne-le-Châtea;222;10;44
10338;Saint-Étienne-sous-Barbuis;048;Troyes;112;10;44
10339;Saint-Flavy;998;Autre multipolaris�;300;10;44
10340;Saint-Germain;048;Troyes;111;10;44
10341;Saint-Hilaire-sous-Romilly;998;Autre multipolaris�;300;10;44
10342;Saint-Jean-de-Bonneval;048;Troyes;112;10;44
10343;Saint-Julien-les-Villas;048;Troyes;111;10;44
10344;Saint-Léger-près-Troy;048;Troyes;112;10;44
10345;Saint-Léger-sous-Brienn;654;Brienne-le-Châtea;222;10;44
10346;Saint-Léger-sous-Margeri;000;Communes isolées hors influence des pôl;400;10;44
10347;Saint-Loup-de-Buffigny;998;Autre multipolaris�;300;10;44
10348;Saint-Lupien;998;Autre multipolaris�;300;10;44
10349;Saint-Ly�;048;Troyes;112;10;44
10350;Saint-Mards-en-Othe;997;Multipolarisé des grands pôl;120;10;44
10351;Saint-Martin-de-Bossenay;998;Autre multipolaris�;300;10;44
10352;Sainte-Maure;048;Troyes;111;10;44
10353;Saint-Mesmin;048;Troyes;112;10;44
10354;Saint-Nabord-sur-Aube;998;Autre multipolaris�;300;10;44
10355;Saint-Nicolas-la-Chapelle;998;Autre multipolaris�;300;10;44
10356;Saint-Oulph;998;Autre multipolaris�;300;10;44
10357;Saint-Parres-aux-Tertres;048;Troyes;111;10;44
10358;Saint-Parres-lès-Vaude;048;Troyes;112;10;44
10359;Saint-Phal;048;Troyes;112;10;44
10360;Saint-Pouange;048;Troyes;112;10;44
10361;Saint-Remy-sous-Barbuise;048;Troyes;112;10;44
10362;Sainte-Savine;048;Troyes;111;10;44
10363;Saint-Thibault;048;Troyes;112;10;44
10364;Saint-Usage;000;Communes isolées hors influence des pôl;400;10;44
10365;Salon;000;Communes isolées hors influence des pôl;400;10;44
10366;Saulcy;000;Communes isolées hors influence des pôl;400;10;44
10367;La Saulsotte;998;Autre multipolaris�;300;10;44
10368;Savière;048;Troyes;112;10;44
10369;Semoine;000;Communes isolées hors influence des pôl;400;10;44
10370;Soligny-les-Étang;998;Autre multipolaris�;300;10;44
10371;Sommeval;048;Troyes;112;10;44
10372;Soulaines-Dhuys;000;Communes isolées hors influence des pôl;400;10;44
10373;Souligny;048;Troyes;112;10;44
10374;Spoy;000;Communes isolées hors influence des pôl;400;10;44
10375;Thennelière;048;Troyes;112;10;44
10376;Thieffrain;000;Communes isolées hors influence des pôl;400;10;44
10377;Thil;998;Autre multipolaris�;300;10;44
10378;Thors;998;Autre multipolaris�;300;10;44
10379;Torcy-le-Grand;721;Arcis-sur-Aube;221;10;44
10380;Torcy-le-Petit;998;Autre multipolaris�;300;10;44
10381;Torvilliers;048;Troyes;112;10;44
10382;Traîne;998;Autre multipolaris�;300;10;44
10383;Trancault;998;Autre multipolaris�;300;10;44
10384;Trannes;998;Autre multipolaris�;300;10;44
10386;Trouans;000;Communes isolées hors influence des pôl;400;10;44
10387;Troyes;048;Troyes;111;10;44
10388;Turgy;998;Autre multipolaris�;300;10;44
10389;Unienville;998;Autre multipolaris�;300;10;44
10390;Urville;000;Communes isolées hors influence des pôl;400;10;44
10391;Vailly;048;Troyes;112;10;44
10392;Vallant-Saint-Georges;048;Troyes;112;10;44
10393;Vallentigny;998;Autre multipolaris�;300;10;44
10394;Vallière;998;Autre multipolaris�;300;10;44
10395;Vanlay;998;Autre multipolaris�;300;10;44
10396;Vauchassis;048;Troyes;112;10;44
10397;Vauchonvilliers;998;Autre multipolaris�;300;10;44
10398;Vaucogne;998;Autre multipolaris�;300;10;44
10399;Vaudes;048;Troyes;112;10;44
10400;Vaupoisson;998;Autre multipolaris�;300;10;44
10401;Vendeuvre-sur-Barse;000;Communes isolées hors influence des pôl;400;10;44
10402;La Vendue-Mignot;048;Troyes;112;10;44
10403;Vernonvilliers;397;Bar-sur-Aube;222;10;44
10404;Verpillières-sur-Ourc;000;Communes isolées hors influence des pôl;400;10;44
10405;Verricourt;048;Troyes;112;10;44
10406;Verrière;048;Troyes;111;10;44
10408;Viâpres-le-Peti;000;Communes isolées hors influence des pôl;400;10;44
10409;Villacerf;048;Troyes;112;10;44
10410;Villadin;048;Troyes;112;10;44
10411;La Ville-aux-Bois;998;Autre multipolaris�;300;10;44
10412;Villechéti;048;Troyes;111;10;44
10414;Villeloup;048;Troyes;112;10;44
10416;Villemereuil;048;Troyes;112;10;44
10417;Villemoiron-en-Othe;048;Troyes;112;10;44
10418;Villemorien;998;Autre multipolaris�;300;10;44
10419;Villemoyenne;048;Troyes;112;10;44
10420;Villenauxe-la-Grande;998;Autre multipolaris�;300;10;44
10421;La Villeneuve-au-Châtelo;998;Autre multipolaris�;300;10;44
10422;Villeneuve-au-Chemin;997;Multipolarisé des grands pôl;120;10;44
10423;La Villeneuve-au-Chên;998;Autre multipolaris�;300;10;44
10424;Villeret;998;Autre multipolaris�;300;10;44
10425;Villery;048;Troyes;112;10;44
10426;Ville-sous-la-Fert�;998;Autre multipolaris�;300;10;44
10427;Ville-sur-Arce;000;Communes isolées hors influence des pôl;400;10;44
10428;Ville-sur-Terre;397;Bar-sur-Aube;222;10;44
10429;Villette-sur-Aube;998;Autre multipolaris�;300;10;44
10430;Villiers-Herbisse;000;Communes isolées hors influence des pôl;400;10;44
10431;Villiers-le-Bois;000;Communes isolées hors influence des pôl;400;10;44
10432;Villiers-sous-Praslin;998;Autre multipolaris�;300;10;44
10433;Villy-en-Trodes;997;Multipolarisé des grands pôl;120;10;44
10434;Villy-le-Bois;048;Troyes;112;10;44
10435;Villy-le-Marécha;048;Troyes;112;10;44
10436;Vinets;998;Autre multipolaris�;300;10;44
10437;Virey-sous-Bar;997;Multipolarisé des grands pôl;120;10;44
10438;Vitry-le-Crois�;000;Communes isolées hors influence des pôl;400;10;44
10439;Viviers-sur-Artaut;000;Communes isolées hors influence des pôl;400;10;44
10440;Voigny;998;Autre multipolaris�;300;10;44
10441;Vosnon;048;Troyes;112;10;44
10442;Vou�;048;Troyes;112;10;44
10443;Vougrey;998;Autre multipolaris�;300;10;44
10444;Vulaines;998;Autre multipolaris�;300;10;44
10445;Yèvres-le-Peti;998;Autre multipolaris�;300;10;44
11001;Aigues-Vives;092;Carcassonne;112;11;76
11002;Airoux;998;Autre multipolaris�;300;11;76
11003;Ajac;296;Limoux;212;11;76
11004;Alaigne;000;Communes isolées hors influence des pôl;400;11;76
11005;Alairac;092;Carcassonne;112;11;76
11006;Albas;000;Communes isolées hors influence des pôl;400;11;76
11007;Albière;000;Communes isolées hors influence des pôl;400;11;76
11008;Alet-les-Bains;998;Autre multipolaris�;300;11;76
11009;Alzonne;092;Carcassonne;112;11;76
11010;Antugnac;000;Communes isolées hors influence des pôl;400;11;76
11011;Aragon;092;Carcassonne;112;11;76
11012;Argeliers;997;Multipolarisé des grands pôl;120;11;76
11013;Argens-Minervois;998;Autre multipolaris�;300;11;76
11014;Armissan;101;Narbonne;112;11;76
11015;Arques;000;Communes isolées hors influence des pôl;400;11;76
11016;Arquettes-en-Val;000;Communes isolées hors influence des pôl;400;11;76
11017;Artigues;000;Communes isolées hors influence des pôl;400;11;76
11018;Arzens;092;Carcassonne;112;11;76
11019;Aunat;000;Communes isolées hors influence des pôl;400;11;76
11020;Auriac;000;Communes isolées hors influence des pôl;400;11;76
11021;Axat;000;Communes isolées hors influence des pôl;400;11;76
11022;Azille;000;Communes isolées hors influence des pôl;400;11;76
11023;Badens;092;Carcassonne;112;11;76
11024;Bages;101;Narbonne;112;11;76
11025;Bagnoles;092;Carcassonne;112;11;76
11026;Baraigne;004;Toulouse;112;11;76
11027;Barbaira;092;Carcassonne;112;11;76
11028;Belcaire;000;Communes isolées hors influence des pôl;400;11;76
11029;Belcastel-et-Buc;998;Autre multipolaris�;300;11;76
11030;Belflou;004;Toulouse;112;11;76
11031;Belfort-sur-Rebenty;000;Communes isolées hors influence des pôl;400;11;76
11032;Bellegarde-du-Razè;998;Autre multipolaris�;300;11;76
11033;Belpech;000;Communes isolées hors influence des pôl;400;11;76
11034;Belvèze-du-Raz�;998;Autre multipolaris�;300;11;76
11035;Belvianes-et-Cavirac;000;Communes isolées hors influence des pôl;400;11;76
11036;Belvis;000;Communes isolées hors influence des pôl;400;11;76
11037;Berriac;092;Carcassonne;111;11;76
11038;Bessède-de-Saul;000;Communes isolées hors influence des pôl;400;11;76
11039;La Bezole;296;Limoux;212;11;76
11040;Bizanet;101;Narbonne;112;11;76
11041;Bize-Minervois;997;Multipolarisé des grands pôl;120;11;76
11042;Blomac;092;Carcassonne;112;11;76
11043;Bouilhonnac;092;Carcassonne;112;11;76
11044;Bouisse;000;Communes isolées hors influence des pôl;400;11;76
11045;Bourièg;000;Communes isolées hors influence des pôl;400;11;76
11046;Bourigeole;000;Communes isolées hors influence des pôl;400;11;76
11047;Le Bousquet;000;Communes isolées hors influence des pôl;400;11;76
11048;Boutenac;998;Autre multipolaris�;300;11;76
11049;Bram;998;Autre multipolaris�;300;11;76
11051;Brézilha;000;Communes isolées hors influence des pôl;400;11;76
11052;Brousses-et-Villaret;092;Carcassonne;112;11;76
11053;Brugairolles;998;Autre multipolaris�;300;11;76
11054;Les Brunels;998;Autre multipolaris�;300;11;76
11055;Bugarach;000;Communes isolées hors influence des pôl;400;11;76
11056;Cabrespine;997;Multipolarisé des grands pôl;120;11;76
11057;Cahuzac;000;Communes isolées hors influence des pôl;400;11;76
11058;Cailhau;998;Autre multipolaris�;300;11;76
11059;Cailhavel;998;Autre multipolaris�;300;11;76
11060;Cailla;000;Communes isolées hors influence des pôl;400;11;76
11061;Cambieure;998;Autre multipolaris�;300;11;76
11062;Campagna-de-Sault;000;Communes isolées hors influence des pôl;400;11;76
11063;Campagne-sur-Aude;000;Communes isolées hors influence des pôl;400;11;76
11064;Camplong-d'Aude;998;Autre multipolaris�;300;11;76
11065;Camps-sur-l'Agly;000;Communes isolées hors influence des pôl;400;11;76
11066;Camurac;000;Communes isolées hors influence des pôl;400;11;76
11067;Canet;101;Narbonne;112;11;76
11068;Capendu;997;Multipolarisé des grands pôl;120;11;76
11069;Carcassonne;092;Carcassonne;111;11;76
11070;Carlipa;998;Autre multipolaris�;300;11;76
11071;Cascastel-des-Corbière;000;Communes isolées hors influence des pôl;400;11;76
11072;La Cassaigne;998;Autre multipolaris�;300;11;76
11073;Cassaignes;000;Communes isolées hors influence des pôl;400;11;76
11074;Les Cassé;004;Toulouse;112;11;76
11075;Castans;997;Multipolarisé des grands pôl;120;11;76
11076;Castelnaudary;248;Castelnaudary;211;11;76
11077;Castelnau-d'Aude;998;Autre multipolaris�;300;11;76
11078;Castelreng;296;Limoux;212;11;76
11079;Caudebronde;092;Carcassonne;112;11;76
11080;Val de Lambronne;000;Communes isolées hors influence des pôl;400;11;76
11081;Caunes-Minervois;997;Multipolarisé des grands pôl;120;11;76
11082;Caunette-sur-Lauquet;000;Communes isolées hors influence des pôl;400;11;76
11083;Caunettes-en-Val;000;Communes isolées hors influence des pôl;400;11;76
11084;Caux-et-Sauzens;092;Carcassonne;112;11;76
11085;Cavanac;092;Carcassonne;112;11;76
11086;Caves;000;Communes isolées hors influence des pôl;400;11;76
11087;Cazalrenoux;998;Autre multipolaris�;300;11;76
11088;Cazilhac;092;Carcassonne;111;11;76
11089;Cenne-Monestié;998;Autre multipolaris�;300;11;76
11090;Cépi;296;Limoux;212;11;76
11091;Chalabre;000;Communes isolées hors influence des pôl;400;11;76
11092;Citou;000;Communes isolées hors influence des pôl;400;11;76
11093;Le Clat;000;Communes isolées hors influence des pôl;400;11;76
11094;Clermont-sur-Lauquet;000;Communes isolées hors influence des pôl;400;11;76
11095;Comigne;998;Autre multipolaris�;300;11;76
11096;Comus;000;Communes isolées hors influence des pôl;400;11;76
11098;Conilhac-Corbière;998;Autre multipolaris�;300;11;76
11099;Conques-sur-Orbiel;092;Carcassonne;112;11;76
11100;Corbière;000;Communes isolées hors influence des pôl;400;11;76
11101;Coudons;000;Communes isolées hors influence des pôl;400;11;76
11102;Couffoulens;092;Carcassonne;112;11;76
11103;Couiza;000;Communes isolées hors influence des pôl;400;11;76
11104;Counozouls;000;Communes isolées hors influence des pôl;400;11;76
11105;Cournanel;296;Limoux;211;11;76
11106;Coursan;101;Narbonne;112;11;76
11107;Courtauly;000;Communes isolées hors influence des pôl;400;11;76
11108;La Courtèt;998;Autre multipolaris�;300;11;76
11109;Coustaussa;000;Communes isolées hors influence des pôl;400;11;76
11110;Coustouge;000;Communes isolées hors influence des pôl;400;11;76
11111;Cruscades;997;Multipolarisé des grands pôl;120;11;76
11112;Cubières-sur-Cinobl;000;Communes isolées hors influence des pôl;400;11;76
11113;Cucugnan;000;Communes isolées hors influence des pôl;400;11;76
11114;Cumiè;997;Multipolarisé des grands pôl;120;11;76
11115;Cuxac-Cabardè;997;Multipolarisé des grands pôl;120;11;76
11116;Cuxac-d'Aude;101;Narbonne;112;11;76
11117;Davejean;000;Communes isolées hors influence des pôl;400;11;76
11118;Dernacueillette;000;Communes isolées hors influence des pôl;400;11;76
11119;La Digne-d'Amont;296;Limoux;212;11;76
11120;La Digne-d'Aval;296;Limoux;211;11;76
11121;Donazac;998;Autre multipolaris�;300;11;76
11122;Douzens;000;Communes isolées hors influence des pôl;400;11;76
11123;Duilhac-sous-Peyrepertuse;000;Communes isolées hors influence des pôl;400;11;76
11124;Durban-Corbière;000;Communes isolées hors influence des pôl;400;11;76
11125;Embres-et-Castelmaure;000;Communes isolées hors influence des pôl;400;11;76
11126;Escales;998;Autre multipolaris�;300;11;76
11127;Escouloubre;000;Communes isolées hors influence des pôl;400;11;76
11128;Escueillens-et-Saint-Just-de-Bélengar;000;Communes isolées hors influence des pôl;400;11;76
11129;Espéraz;000;Communes isolées hors influence des pôl;400;11;76
11130;Espezel;000;Communes isolées hors influence des pôl;400;11;76
11131;Val-du-Faby;000;Communes isolées hors influence des pôl;400;11;76
11132;Fabrezan;998;Autre multipolaris�;300;11;76
11133;Fajac-en-Val;998;Autre multipolaris�;300;11;76
11134;Fajac-la-Relenque;004;Toulouse;112;11;76
11135;La Fajolle;000;Communes isolées hors influence des pôl;400;11;76
11136;Fanjeaux;998;Autre multipolaris�;300;11;76
11137;Félines-Termen�;000;Communes isolées hors influence des pôl;400;11;76
11138;Fendeille;248;Castelnaudary;212;11;76
11139;Fenouillet-du-Razè;000;Communes isolées hors influence des pôl;400;11;76
11140;Ferrals-les-Corbière;998;Autre multipolaris�;300;11;76
11141;Ferran;998;Autre multipolaris�;300;11;76
11142;Festes-et-Saint-Andr�;000;Communes isolées hors influence des pôl;400;11;76
11143;Feuilla;000;Communes isolées hors influence des pôl;400;11;76
11144;Fitou;998;Autre multipolaris�;300;11;76
11145;Fleury;997;Multipolarisé des grands pôl;120;11;76
11146;Floure;092;Carcassonne;112;11;76
11147;Fontanès-de-Saul;000;Communes isolées hors influence des pôl;400;11;76
11148;Fontcouverte;998;Autre multipolaris�;300;11;76
11149;Fonters-du-Razè;998;Autre multipolaris�;300;11;76
11150;Fontiers-Cabardè;092;Carcassonne;112;11;76
11151;Fontiès-d'Aud;092;Carcassonne;112;11;76
11152;Fontjoncouse;000;Communes isolées hors influence des pôl;400;11;76
11153;La Force;998;Autre multipolaris�;300;11;76
11154;Fournes-Cabardè;092;Carcassonne;112;11;76
11155;Fourtou;000;Communes isolées hors influence des pôl;400;11;76
11156;Fraisse-Cabardè;092;Carcassonne;112;11;76
11157;Fraissé-des-Corbièr;000;Communes isolées hors influence des pôl;400;11;76
11158;Gaja-et-Villedieu;296;Limoux;212;11;76
11159;Gaja-la-Selve;000;Communes isolées hors influence des pôl;400;11;76
11160;Galinagues;000;Communes isolées hors influence des pôl;400;11;76
11161;Gardie;998;Autre multipolaris�;300;11;76
11162;Generville;000;Communes isolées hors influence des pôl;400;11;76
11163;Gincla;000;Communes isolées hors influence des pôl;400;11;76
11164;Ginestas;101;Narbonne;112;11;76
11165;Ginoles;000;Communes isolées hors influence des pôl;400;11;76
11166;Gourvieille;004;Toulouse;112;11;76
11167;Gramazie;000;Communes isolées hors influence des pôl;400;11;76
11168;Granè;000;Communes isolées hors influence des pôl;400;11;76
11169;Greffeil;092;Carcassonne;112;11;76
11170;Gruissan;997;Multipolarisé des grands pôl;120;11;76
11172;Homps;000;Communes isolées hors influence des pôl;400;11;76
11173;Hounoux;998;Autre multipolaris�;300;11;76
11174;Les Ilhes;092;Carcassonne;112;11;76
11175;Issel;248;Castelnaudary;212;11;76
11176;Jonquière;000;Communes isolées hors influence des pôl;400;11;76
11177;Joucou;000;Communes isolées hors influence des pôl;400;11;76
11178;Labastide-d'Anjou;998;Autre multipolaris�;300;11;76
11179;Labastide-en-Val;998;Autre multipolaris�;300;11;76
11180;Labastide-Esparbairenque;092;Carcassonne;112;11;76
11181;Labécède-Lauraga;248;Castelnaudary;212;11;76
11182;Lacombe;997;Multipolarisé des grands pôl;120;11;76
11183;Ladern-sur-Lauquet;092;Carcassonne;112;11;76
11184;Lafage;000;Communes isolées hors influence des pôl;400;11;76
11185;Lagrasse;000;Communes isolées hors influence des pôl;400;11;76
11186;Lairièr;000;Communes isolées hors influence des pôl;400;11;76
11187;Lanet;000;Communes isolées hors influence des pôl;400;11;76
11188;La Palme;998;Autre multipolaris�;300;11;76
11189;Laprade;997;Multipolarisé des grands pôl;120;11;76
11190;La Redorte;000;Communes isolées hors influence des pôl;400;11;76
11191;Laroque-de-Fa;000;Communes isolées hors influence des pôl;400;11;76
11192;Lasbordes;248;Castelnaudary;212;11;76
11193;Lasserre-de-Prouille;997;Multipolarisé des grands pôl;120;11;76
11194;Lastours;092;Carcassonne;112;11;76
11195;Laurabuc;248;Castelnaudary;212;11;76
11196;Laurac;998;Autre multipolaris�;300;11;76
11197;Lauraguel;998;Autre multipolaris�;300;11;76
11198;Laure-Minervois;998;Autre multipolaris�;300;11;76
11199;Lavalette;092;Carcassonne;112;11;76
11200;Lespinassièr;998;Autre multipolaris�;300;11;76
11201;Leuc;092;Carcassonne;112;11;76
11202;Leucate;000;Communes isolées hors influence des pôl;400;11;76
11203;Lézignan-Corbièr;378;Lézignan-Corbièr;221;11;76
11204;Lignairolles;000;Communes isolées hors influence des pôl;400;11;76
11205;Limousis;092;Carcassonne;112;11;76
11206;Limoux;296;Limoux;211;11;76
11207;Loupia;998;Autre multipolaris�;300;11;76
11208;La Louvière-Lauragai;004;Toulouse;112;11;76
11209;Luc-sur-Aude;000;Communes isolées hors influence des pôl;400;11;76
11210;Luc-sur-Orbieu;998;Autre multipolaris�;300;11;76
11211;Magrie;296;Limoux;211;11;76
11212;Mailhac;997;Multipolarisé des grands pôl;120;11;76
11213;Maisons;000;Communes isolées hors influence des pôl;400;11;76
11214;Malras;296;Limoux;212;11;76
11215;Malves-en-Minervois;092;Carcassonne;112;11;76
11216;Malviè;998;Autre multipolaris�;300;11;76
11217;Marcorignan;101;Narbonne;112;11;76
11218;Marquein;004;Toulouse;112;11;76
11219;Marsa;000;Communes isolées hors influence des pôl;400;11;76
11220;Marseillette;092;Carcassonne;112;11;76
11221;Les Martys;998;Autre multipolaris�;300;11;76
11222;Mas-Cabardè;092;Carcassonne;112;11;76
11223;Mas-des-Cours;092;Carcassonne;112;11;76
11224;Massac;000;Communes isolées hors influence des pôl;400;11;76
11225;Mas-Saintes-Puelles;248;Castelnaudary;212;11;76
11226;Mayreville;000;Communes isolées hors influence des pôl;400;11;76
11227;Mayronnes;000;Communes isolées hors influence des pôl;400;11;76
11228;Mazerolles-du-Razè;000;Communes isolées hors influence des pôl;400;11;76
11229;Mazuby;000;Communes isolées hors influence des pôl;400;11;76
11230;Méria;000;Communes isolées hors influence des pôl;400;11;76
11231;Mézervill;998;Autre multipolaris�;300;11;76
11232;Miraval-Cabardè;092;Carcassonne;112;11;76
11233;Mirepeisset;101;Narbonne;112;11;76
11234;Mireval-Lauragais;248;Castelnaudary;212;11;76
11235;Missègr;000;Communes isolées hors influence des pôl;400;11;76
11236;Molandier;998;Autre multipolaris�;300;11;76
11238;Molleville;004;Toulouse;112;11;76
11239;Montauriol;998;Autre multipolaris�;300;11;76
11240;Montazels;000;Communes isolées hors influence des pôl;400;11;76
11241;Montbrun-des-Corbière;998;Autre multipolaris�;300;11;76
11242;Montclar;092;Carcassonne;112;11;76
11243;Montferrand;004;Toulouse;112;11;76
11244;Montfort-sur-Boulzane;000;Communes isolées hors influence des pôl;400;11;76
11245;Montgaillard;000;Communes isolées hors influence des pôl;400;11;76
11246;Montgradail;000;Communes isolées hors influence des pôl;400;11;76
11247;Monthaut;000;Communes isolées hors influence des pôl;400;11;76
11248;Montirat;092;Carcassonne;112;11;76
11249;Montjardin;000;Communes isolées hors influence des pôl;400;11;76
11250;Montjoi;000;Communes isolées hors influence des pôl;400;11;76
11251;Val-de-Dagne;092;Carcassonne;112;11;76
11252;Montmaur;998;Autre multipolaris�;300;11;76
11253;Montolieu;092;Carcassonne;112;11;76
11254;Montréa;997;Multipolarisé des grands pôl;120;11;76
11255;Montredon-des-Corbière;101;Narbonne;112;11;76
11256;Montsére;997;Multipolarisé des grands pôl;120;11;76
11257;Monze;092;Carcassonne;112;11;76
11258;Moussan;101;Narbonne;112;11;76
11259;Moussoulens;092;Carcassonne;112;11;76
11260;Mouthoumet;000;Communes isolées hors influence des pôl;400;11;76
11261;Moux;998;Autre multipolaris�;300;11;76
11262;Narbonne;101;Narbonne;111;11;76
11263;Nébia;000;Communes isolées hors influence des pôl;400;11;76
11264;Névia;101;Narbonne;112;11;76
11265;Niort-de-Sault;000;Communes isolées hors influence des pôl;400;11;76
11266;Port-la-Nouvelle;563;Port-la-Nouvelle;221;11;76
11267;Ornaisons;997;Multipolarisé des grands pôl;120;11;76
11268;Orsans;998;Autre multipolaris�;300;11;76
11269;Ouveillan;101;Narbonne;112;11;76
11270;Padern;000;Communes isolées hors influence des pôl;400;11;76
11271;Palairac;000;Communes isolées hors influence des pôl;400;11;76
11272;Palaja;092;Carcassonne;112;11;76
11273;Paraza;997;Multipolarisé des grands pôl;120;11;76
11274;Pauligne;296;Limoux;212;11;76
11275;Payra-sur-l'Hers;998;Autre multipolaris�;300;11;76
11276;Paziols;000;Communes isolées hors influence des pôl;400;11;76
11277;Pécharic-et-le-P;000;Communes isolées hors influence des pôl;400;11;76
