"Postcode","Rural.urban"
57126,"Rural"
56655,"Rural"
56637,"Rural"
56626,"Rural"
57250,"Rural"
57128,"Rural"
56621,"Rural"
56623,"Rural"
56650,"Rural"
57439,"Rural"
57218,"Rural"
56620,"Rural"
57124,"Rural"
57219,"Rural"
57442,"Rural"
57437,"Rural"
56643,"Rural"
57129,"Rural"
56624,"Rural"
57443,"Rural"
56627,"Rural"
57221,"Rural"
57531,"Rural"
56628,"Rural"
57532,"Rural"
56629,"Rural"
57240,"Rural"
57540,"Rural"
57220,"Rural"
57135,"Rural"
57127,"Rural"
56633,"Rural"
56662,"Rural"
57138,"Rural"
57555,"Rural"
57533,"Rural"
57139,"Rural"
57444,"Rural"
57280,"Rural"
57534,"Rural"
57433,"Rural"
57133,"Rural"
57460,"Rural"
57530,"Rural"
57142,"Rural"
56653,"Rural"
57143,"Rural"
56631,"Rural"
57144,"Rural"
57543,"Rural"
57523,"Rural"
57165,"Rural"
57107,"Rural"
56618,"Rural"
57204,"Rural"
56632,"Rural"
57145,"Rural"
56640,"Rural"
57447,"Rural"
57430,"Rural"
57115,"Rural"
57120,"Rural"
57146,"Rural"
56610,"Rural"
57436,"Rural"
57451,"Rural"
57281,"Rural"
56634,"Rural"
57449,"Rural"
57226,"Rural"
57535,"Rural"
57147,"Rural"
57452,"Rural"
56645,"Rural"
57515,"Rural"
57536,"Rural"
57263,"Rural"
57228,"Rural"
57455,"Rural"
57110,"Rural"
57171,"Rural"
57441,"Rural"
57456,"Rural"
57537,"Rural"
57151,"Rural"
57229,"Rural"
56635,"Rural"
57401,"Urban"
57210,"Urban"
57113,"Urban"
57232,"Urban"
57150,"Rural"
57134,"Rural"
57203,"Rural"
57205,"Rural"
57223,"Rural"
56625,"Rural"
57418,"Rural"
57419,"Rural"
57244,"Rural"
57233,"Rural"
57136,"Rural"
57243,"Rural"
57242,"Rural"
57236,"Rural"
57427,"Rural"
57272,"Rural"
57119,"Rural"
57148,"Rural"
57130,"Rural"
57217,"Rural"
57160,"Rural"
57216,"Rural"
57227,"Rural"
57448,"Rural"
57141,"Rural"
57106,"Rural"
57149,"Rural"
55201,"Urban"
55202,"Urban"
55203,"Urban"
55207,"Urban"
55209,"Urban"
55210,"Urban"
55213,"Urban"
55214,"Urban"
55353,"Rural"
56316,"Rural"
55152,"Rural"
55247,"Rural"
55114,"Rural"
56311,"Rural"
55325,"Rural"
56340,"Rural"
56314,"Rural"
55251,"Rural"
56313,"Rural"
55220,"Rural"
55241,"Rural"
55347,"Rural"
55313,"Rural"
55150,"Rural"
55130,"Rural"
56317,"Rural"
55224,"Rural"
56320,"Rural"
55314,"Rural"
55327,"Rural"
55320,"Rural"
55351,"Rural"
55227,"Rural"
55271,"Rural"
55151,"Rural"
55123,"Rural"
56331,"Rural"
55225,"Rural"
56312,"Rural"
55240,"Rural"
56318,"Rural"
55248,"Rural"
55315,"Rural"
55276,"Rural"
56319,"Rural"
55275,"Rural"
55332,"Rural"
56330,"Rural"
56325,"Rural"
55233,"Rural"
55231,"Rural"
56321,"Rural"
55263,"Rural"
55230,"Rural"
56339,"Rural"
55262,"Rural"
55319,"Rural"
55121,"Rural"
56324,"Rural"
56326,"Rural"
55105,"Rural"
55261,"Rural"
55260,"Rural"
56309,"Rural"
55228,"Rural"
55120,"Rural"
55250,"Rural"
55249,"Rural"
55113,"Rural"
55242,"Rural"
55273,"Rural"
55324,"Rural"
55110,"Rural"
56327,"Rural"
55117,"Rural"
56328,"Rural"
55122,"Rural"
55352,"Rural"
56329,"Rural"
55223,"Rural"
55118,"Rural"
56333,"Rural"
55109,"Rural"
55237,"Rural"
55317,"Rural"
55265,"Rural"
56332,"Rural"
55321,"Rural"
56334,"Rural"
55323,"Rural"
56335,"Rural"
55318,"Rural"
56315,"Rural"
56336,"Rural"
56341,"Rural"
55252,"Rural"
55350,"Rural"
55124,"Rural"
55326,"Rural"
56337,"Rural"
55111,"Rural"
55333,"Rural"
55266,"Rural"
55236,"Rural"
56323,"Rural"
55264,"Rural"
55311,"Rural"
55270,"Rural"
55322,"Rural"
55312,"Rural"
55254,"Rural"
55142,"Rural"
55330,"Rural"
55243,"Rural"
56310,"Rural"
55269,"Rural"
55125,"Rural"
55253,"Rural"
55221,"Rural"
55267,"Rural"
55274,"Rural"
55278,"Rural"
55244,"Rural"
56338,"Rural"
55131,"Rural"
55132,"Rural"
55140,"Rural"
56322,"Rural"
56342,"Rural"
55234,"Rural"
55235,"Rural"
55255,"Rural"
56343,"Rural"
55329,"Rural"
56344,"Rural"
55301,"Urban"
56301,"Urban"
55340,"Urban"
55101,"Urban"
55104,"Urban"
55222,"Urban"
55246,"Rural"
55245,"Rural"
55272,"Rural"
55115,"Rural"
55310,"Rural"
55232,"Rural"
55116,"Rural"
55316,"Rural"
55119,"Rural"
55239,"Rural"
55277,"Rural"
55112,"Rural"
67300,"Urban"
67233,"Rural"
67042,"Rural"
67320,"Rural"
67021,"Rural"
67321,"Rural"
67040,"Rural"
66850,"Rural"
67334,"Rural"
67201,"Rural"
67230,"Rural"
66853,"Rural"
67231,"Rural"
67056,"Rural"
67236,"Rural"
67027,"Rural"
67252,"Rural"
66821,"Rural"
67251,"Rural"
66838,"Rural"
66823,"Rural"
67011,"Rural"
67224,"Rural"
67134,"Rural"
67256,"Rural"
67028,"Rural"
67326,"Rural"
67319,"Rural"
67315,"Rural"
66846,"Rural"
67341,"Rural"
67509,"Rural"
67339,"Rural"
66813,"Rural"
67350,"Rural"
67227,"Rural"
66824,"Rural"
67133,"Rural"
67138,"Rural"
66869,"Rural"
67038,"Rural"
67223,"Rural"
67353,"Rural"
67328,"Rural"
67312,"Rural"
67222,"Rural"
67026,"Rural"
66835,"Rural"
67346,"Rural"
67347,"Rural"
67004,"Rural"
67237,"Rural"
67053,"Rural"
66855,"Rural"
67045,"Rural"
67313,"Rural"
67301,"Rural"
67363,"Rural"
66836,"Rural"
67354,"Rural"
67211,"Rural"
66839,"Rural"
67366,"Rural"
67023,"Rural"
66801,"Rural"
67514,"Rural"
67221,"Rural"
67515,"Rural"
67012,"Rural"
67348,"Rural"
66861,"Rural"
67019,"Rural"
66827,"Rural"
67208,"Rural"
67033,"Rural"
67220,"Rural"
66825,"Rural"
67349,"Rural"
66865,"Rural"
67336,"Rural"
67327,"Rural"
66870,"Rural"
66854,"Rural"
67337,"Rural"
67309,"Rural"
67512,"Rural"
67302,"Rural"
67020,"Rural"
66837,"Rural"
67216,"Rural"
66840,"Rural"
67229,"Rural"
66820,"Rural"
67136,"Rural"
67333,"Rural"
66817,"Rural"
66862,"Rural"
67046,"Rural"
67209,"Rural"
67139,"Rural"
67034,"Rural"
66814,"Rural"
67345,"Rural"
67238,"Rural"
66826,"Rural"
66810,"Rural"
67311,"Rural"
67314,"Rural"
67210,"Rural"
67008,"Rural"
67022,"Rural"
67323,"Rural"
67257,"Rural"
67057,"Rural"
67225,"Rural"
67502,"Rural"
66857,"Rural"
66831,"Rural"
67306,"Rural"
67025,"Rural"
66847,"Rural"
66863,"Rural"
67340,"Rural"
67511,"Rural"
66809,"Rural"
66864,"Rural"
67030,"Rural"
67332,"Rural"
67035,"Rural"
66851,"Rural"
67330,"Rural"
66872,"Rural"
67018,"Rural"
66871,"Rural"
66802,"Rural"
67357,"Rural"
67516,"Rural"
66848,"Rural"
67010,"Rural"
67338,"Rural"
66841,"Rural"
67361,"Rural"
67014,"Rural"
67039,"Rural"
67051,"Rural"
67362,"Rural"
66860,"Rural"
67029,"Rural"
66803,"Rural"
67132,"Rural"
66867,"Rural"
66832,"Rural"
67234,"Rural"
67202,"Rural"
66868,"Rural"
67329,"Rural"
67307,"Rural"
67324,"Rural"
66852,"Rural"
67041,"Rural"
67253,"Rural"
67360,"Rural"
67344,"Rural"
66828,"Rural"
67358,"Rural"
67232,"Rural"
67342,"Rural"
67510,"Rural"
67217,"Rural"
66873,"Rural"
66874,"Rural"
67054,"Rural"
66829,"Rural"
67024,"Rural"
66834,"Rural"
67226,"Rural"
66877,"Rural"
67005,"Rural"
67359,"Rural"
67322,"Rural"
67003,"Rural"
66875,"Rural"
66833,"Rural"
67351,"Rural"
67050,"Rural"
66818,"Rural"
67009,"Rural"
67364,"Rural"
67235,"Rural"
67355,"Rural"
67218,"Rural"
66858,"Rural"
67343,"Rural"
67242,"Rural"
67365,"Rural"
67032,"Rural"
67048,"Rural"
67137,"Rural"
67015,"Rural"
67356,"Rural"
67239,"Rural"
67335,"Rural"
67305,"Rural"
66822,"Rural"
66830,"Rural"
67352,"Rural"
67316,"Rural"
67052,"Rural"
67055,"Rural"
67331,"Rural"
67255,"Rural"
67219,"Rural"
67325,"Rural"
67145,"Rural"
67317,"Rural"
66859,"Rural"
66849,"Rural"
67310,"Rural"
67200,"Urban"
67000,"Urban"
67240,"Urban"
67212,"Urban"
67308,"Urban"
66800,"Urban"
67701,"Urban"
67703,"Urban"
67704,"Urban"
67707,"Urban"
67708,"Urban"
68100,"Urban"
67710,"Rural"
67788,"Rural"
67790,"Rural"
67742,"Rural"
68162,"Rural"
68123,"Rural"
68111,"Rural"
68161,"Rural"
67702,"Rural"
67771,"Rural"
68130,"Rural"
68221,"Rural"
67789,"Rural"
68112,"Rural"
67755,"Rural"
68230,"Rural"
67762,"Rural"
68264,"Rural"
68164,"Rural"
67735,"Rural"
68165,"Rural"
67711,"Rural"
67752,"Rural"
67753,"Rural"
68131,"Rural"
67796,"Rural"
67720,"Rural"
68113,"Rural"
67746,"Rural"
67725,"Rural"
68110,"Rural"
68150,"Rural"
67763,"Rural"
68253,"Rural"
68152,"Rural"
68241,"Rural"
68143,"Rural"
67767,"Rural"
67745,"Rural"
68251,"Rural"
68225,"Rural"
67740,"Rural"
67844,"Rural"
67733,"Rural"
68245,"Rural"
67797,"Rural"
68265,"Rural"
68133,"Rural"
67734,"Rural"
68243,"Rural"
67722,"Rural"
68261,"Rural"
67793,"Rural"
68163,"Rural"
68141,"Rural"
68151,"Rural"
67760,"Rural"
68153,"Rural"
67794,"Rural"
68244,"Rural"
68223,"Rural"
68252,"Rural"
68210,"Rural"
68271,"Rural"
67751,"Rural"
67744,"Rural"
68220,"Rural"
68246,"Rural"
68224,"Rural"
68122,"Rural"
68226,"Rural"
68101,"Rural"
68227,"Rural"
67724,"Rural"
67756,"Rural"
68154,"Rural"
68167,"Rural"
68144,"Rural"
68250,"Rural"
68532,"Rural"
67761,"Rural"
67732,"Rural"
68211,"Rural"
67754,"Rural"
67741,"Rural"
68232,"Rural"
67706,"Rural"
67765,"Rural"
67787,"Rural"
67795,"Rural"
67792,"Rural"
68142,"Rural"
68214,"Rural"
68132,"Rural"
68262,"Rural"
67743,"Rural"
68240,"Rural"
68156,"Rural"
67766,"Rural"
67721,"Rural"
67749,"Rural"
68166,"Rural"
67712,"Rural"
68231,"Rural"
67750,"Rural"
68215,"Rural"
68263,"Rural"
67791,"Rural"
68121,"Rural"
67723,"Rural"
67730,"Rural"
68212,"Rural"
68120,"Rural"
67798,"Rural"
68140,"Rural"
68145,"Rural"
68160,"Rural"
68242,"Rural"
68213,"Rural"
68209,"Rural"
68157,"Rural"
67781,"Rural"
67709,"Rural"
67726,"Rural"
67770,"Rural"
67764,"Rural"
68260,"Rural"
67772,"Urban"
68200,"Urban"
67780,"Urban"
68222,"Rural"
67776,"Rural"
68401,"Urban"
68402,"Urban"
68404,"Urban"
68702,"Urban"
68750,"Rural"
68518,"Rural"
68537,"Rural"
68415,"Rural"
68752,"Rural"
68544,"Rural"
68420,"Rural"
68452,"Rural"
68550,"Rural"
68733,"Rural"
68722,"Rural"
68511,"Rural"
68412,"Rural"
68556,"Rural"
68741,"Rural"
68514,"Rural"
68411,"Rural"
68528,"Rural"
68531,"Rural"
68501,"Rural"
68434,"Rural"
68724,"Rural"
68712,"Rural"
68431,"Rural"
68710,"Rural"
68451,"Rural"
68515,"Rural"
68538,"Rural"
68546,"Rural"
68433,"Rural"
68731,"Rural"
68449,"Rural"
68526,"Rural"
68521,"Rural"
68723,"Rural"
68441,"Rural"
68751,"Rural"
68743,"Rural"
68552,"Rural"
68742,"Rural"
68519,"Rural"
68720,"Rural"
68534,"Rural"
68530,"Rural"
68516,"Rural"
68551,"Rural"
68554,"Rural"
68508,"Rural"
68535,"Rural"
68413,"Rural"
68454,"Rural"
68525,"Rural"
68430,"Rural"
68512,"Rural"
68410,"Rural"
68711,"Rural"
68423,"Rural"
68682,"Rural"
68432,"Rural"
68536,"Rural"
68509,"Rural"
68506,"Rural"
68740,"Rural"
68713,"Rural"
68507,"Rural"
68721,"Rural"
68450,"Rural"
68545,"Rural"
68510,"Rural"
68513,"Rural"
68524,"Rural"
68502,"Rural"
68517,"Rural"
68453,"Rural"
68440,"Rural"
68555,"Rural"
68529,"Rural"
68547,"Rural"
68424,"Rural"
68422,"Rural"
68527,"Rural"
68523,"Rural"
68520,"Rural"
68730,"Rural"
68421,"Rural"
68739,"Rural"
68443,"Rural"
68558,"Rural"
68533,"Rural"
68553,"Rural"
68542,"Urban"
68540,"Urban"
68522,"Urban"
68500,"Urban"
68414,"Rural"
68355,"Urban"
68601,"Urban"
68602,"Urban"
68603,"Urban"
68604,"Urban"
68606,"Urban"
68607,"Urban"
68609,"Urban"
68610,"Urban"
68612,"Urban"
68301,"Urban"
68302,"Urban"
68303,"Urban"
68802,"Urban"
68803,"Urban"
68671,"Rural"
68663,"Rural"
68323,"Rural"
68341,"Rural"
68330,"Rural"
68810,"Rural"
68681,"Rural"
68642,"Rural"
68643,"Rural"
68650,"Rural"
68655,"Rural"
68653,"Rural"
68820,"Rural"
68662,"Rural"
68811,"Rural"
68354,"Rural"
68644,"Rural"
68664,"Rural"
68334,"Rural"
68340,"Rural"
68652,"Rural"
68821,"Rural"
68661,"Rural"
68651,"Rural"
68641,"Rural"
68646,"Rural"
68342,"Rural"
68320,"Rural"
68830,"Rural"
68660,"Rural"
68831,"Rural"
68442,"Rural"
68654,"Rural"
68822,"Rural"
68333,"Rural"
68350,"Rural"
68312,"Rural"
68670,"Rural"
68672,"Rural"
68310,"Rural"
68331,"Rural"
68645,"Rural"
68321,"Rural"
68322,"Rural"
68332,"Rural"
68640,"Urban"
68315,"Rural"
68311,"Rural"
67601,"Urban"
67602,"Urban"
65001,"Urban"
65003,"Urban"
65004,"Urban"
65005,"Urban"
65006,"Urban"
65007,"Urban"
65008,"Urban"
65009,"Urban"
65011,"Urban"
65012,"Urban"
65014,"Urban"
65015,"Urban"
65016,"Urban"
65018,"Urban"
65019,"Urban"
65020,"Urban"
65021,"Urban"
65022,"Urban"
65023,"Urban"
65024,"Urban"
65025,"Urban"
65026,"Urban"
65027,"Urban"
65028,"Urban"
65029,"Urban"
65030,"Urban"
65031,"Urban"
65032,"Urban"
65033,"Urban"
65034,"Urban"
65035,"Urban"
65036,"Urban"
65037,"Urban"
65038,"Urban"
65039,"Urban"
65040,"Urban"
65042,"Urban"
65043,"Urban"
65044,"Urban"
65045,"Urban"
65046,"Urban"
65047,"Urban"
65048,"Urban"
65049,"Urban"
65050,"Urban"
65051,"Urban"
65054,"Urban"
65058,"Urban"
65059,"Urban"
65062,"Urban"
65065,"Urban"
65069,"Urban"
65074,"Urban"
65076,"Urban"
65078,"Urban"
65080,"Urban"
65082,"Urban"
65085,"Urban"
65086,"Urban"
65088,"Urban"
65091,"Urban"
65092,"Urban"
65096,"Urban"
65098,"Urban"
65101,"Urban"
65102,"Urban"
65104,"Urban"
65110,"Urban"
65111,"Urban"
65113,"Urban"
65114,"Urban"
65119,"Urban"
65120,"Urban"
65121,"Urban"
65122,"Urban"
65123,"Urban"
65125,"Urban"
67804,"Urban"
65490,"Urban"
68001,"Urban"
68003,"Urban"
68004,"Urban"
65481,"Urban"
65482,"Urban"
67632,"Rural"
67659,"Rural"
65498,"Rural"
67841,"Rural"
67637,"Rural"
67622,"Rural"
67537,"Rural"
67471,"Rural"
67248,"Rural"
67551,"Rural"
68094,"Rural"
67536,"Rural"
67626,"Rural"
67585,"Rural"
67613,"Rural"
67662,"Rural"
67668,"Rural"
67523,"Rural"
67620,"Rural"
67543,"Rural"
67503,"Rural"
67556,"Rural"
67554,"Rural"
67640,"Rural"
67846,"Rural"
67553,"Rural"
67842,"Rural"
67624,"Rural"
67625,"Rural"
67532,"Rural"
67655,"Rural"
67834,"Rural"
67470,"Rural"
67475,"Rural"
67501,"Rural"
67545,"Rural"
67618,"Rural"
67542,"Rural"
67582,"Rural"
67630,"Rural"
67811,"Rural"
67614,"Rural"
67815,"Rural"
67530,"Rural"
67610,"Rural"
67518,"Rural"
67546,"Rural"
67629,"Rural"
67531,"Rural"
67583,"Rural"
67581,"Rural"
67560,"Rural"
67540,"Rural"
67562,"Rural"
67561,"Rural"
67627,"Rural"
67633,"Rural"
67803,"Rural"
67816,"Rural"
67228,"Rural"
67586,"Rural"
67650,"Rural"
67473,"Rural"
68093,"Rural"
67631,"Rural"
67831,"Rural"
67533,"Rural"
67654,"Rural"
67813,"Rural"
67652,"Rural"
67615,"Rural"
67547,"Rural"
67840,"Rural"
67812,"Rural"
67661,"Rural"
67548,"Rural"
67822,"Rural"
67572,"Rural"
67638,"Rural"
67539,"Rural"
67244,"Rural"
67830,"Rural"
67563,"Rural"
67476,"Rural"
67513,"Rural"
67521,"Rural"
67243,"Rural"
67621,"Rural"
67587,"Rural"
67541,"Rural"
67623,"Rural"
67810,"Rural"
67651,"Rural"
67504,"Rural"
67820,"Rural"
67643,"Rural"
67534,"Rural"
67588,"Rural"
67843,"Rural"
67851,"Rural"
67611,"Rural"
67555,"Rural"
67246,"Rural"
67619,"Rural"
67519,"Rural"
67639,"Rural"
67522,"Rural"
67549,"Rural"
67821,"Rural"
67535,"Rural"
67635,"Rural"
67641,"Rural"
67520,"Rural"
67731,"Rural"
67506,"Rural"
67663,"Rural"
67571,"Rural"
67573,"Rural"
67660,"Rural"
67474,"Rural"
67538,"Rural"
67612,"Rural"
67644,"Rural"
67636,"Rural"
67247,"Rural"
67505,"Rural"
67653,"Rural"
67529,"Rural"
67524,"Rural"
67642,"Rural"
67806,"Urban"
67832,"Urban"
67500,"Urban"
67550,"Urban"
67801,"Urban"
67802,"Urban"
68091,"Urban"
65496,"Urban"
67667,"Urban"
67570,"Urban"
67845,"Rural"
67671,"Rural"
67584,"Rural"
67672,"Rural"
67634,"Rural"
67673,"Rural"
67669,"Rural"
67517,"Rural"
67493,"Rural"
67544,"Rural"
67664,"Rural"
66401,"Urban"
66101,"Urban"
66000,"Urban"
66302,"Urban"
66304,"Urban"
66305,"Urban"
66548,"Rural"
66528,"Rural"
66529,"Rural"
66163,"Rural"
66449,"Rural"
66422,"Rural"
66308,"Rural"
66151,"Rural"
66524,"Rural"
67941,"Rural"
67931,"Rural"
66534,"Rural"
66214,"Rural"
66412,"Rural"
66230,"Rural"
66010,"Rural"
66150,"Rural"
66146,"Rural"
66161,"Rural"
66235,"Rural"
66443,"Rural"
66533,"Rural"
66531,"Rural"
66553,"Rural"
66542,"Rural"
66444,"Rural"
66126,"Rural"
66320,"Rural"
66361,"Rural"
66452,"Rural"
67958,"Rural"
66022,"Rural"
67245,"Rural"
67947,"Rural"
66525,"Rural"
66568,"Rural"
66309,"Rural"
66543,"Rural"
66329,"Rural"
66323,"Rural"
66429,"Rural"
66426,"Rural"
66382,"Rural"
67955,"Rural"
66356,"Rural"
66503,"Rural"
66164,"Rural"
66221,"Rural"
66115,"Rural"
66526,"Rural"
67966,"Rural"
67904,"Rural"
67912,"Rural"
67928,"Rural"
66428,"Rural"
66520,"Rural"
66519,"Rural"
66111,"Rural"
66317,"Rural"
66205,"Rural"
66324,"Rural"
66224,"Rural"
66343,"Rural"
66154,"Rural"
66325,"Rural"
66318,"Rural"
67924,"Rural"
66030,"Rural"
66807,"Rural"
66364,"Rural"
66357,"Rural"
66812,"Rural"
67950,"Rural"
66541,"Rural"
67948,"Rural"
66354,"Rural"
67913,"Rural"
66557,"Rural"
67956,"Rural"
67930,"Rural"
66442,"Rural"
66331,"Rural"
66425,"Rural"
66220,"Rural"
66236,"Rural"
67933,"Rural"
66142,"Rural"
66358,"Rural"
66410,"Rural"
66012,"Rural"
66545,"Rural"
66327,"Rural"
66145,"Rural"
66319,"Rural"
67968,"Rural"
66523,"Rural"
66020,"Rural"
67935,"Rural"
66231,"Rural"
66353,"Rural"
66445,"Rural"
67949,"Rural"
66210,"Rural"
66815,"Rural"
66233,"Rural"
66141,"Rural"
66561,"Rural"
66370,"Rural"
66359,"Rural"
66054,"Rural"
66330,"Rural"
66131,"Rural"
66435,"Rural"
66558,"Rural"
66565,"Rural"
66211,"Rural"
66130,"Rural"
66344,"Rural"
66346,"Rural"
66440,"Rural"
66430,"Rural"
66448,"Rural"
66116,"Rural"
66121,"Rural"
66530,"Rural"
66042,"Rural"
66350,"Rural"
66033,"Rural"
67944,"Rural"
66352,"Rural"
66004,"Rural"
66127,"Rural"
66340,"Rural"
66563,"Rural"
66372,"Rural"
66310,"Rural"
66328,"Rural"
66051,"Rural"
67932,"Rural"
66349,"Rural"
66383,"Rural"
66373,"Rural"
67943,"Rural"
66345,"Rural"
66326,"Rural"
66144,"Rural"
66569,"Rural"
66411,"Rural"
66147,"Rural"
66341,"Rural"
67967,"Rural"
66232,"Rural"
66153,"Rural"
67953,"Rural"
66332,"Rural"
67905,"Rural"
66335,"Rural"
66366,"Rural"
66506,"Rural"
66420,"Rural"
66438,"Rural"
66436,"Rural"
66551,"Rural"
67921,"Rural"
67945,"Rural"
66434,"Rural"
66567,"Rural"
66114,"Rural"
67959,"Rural"
67942,"Rural"
66360,"Rural"
66446,"Rural"
66540,"Rural"
67946,"Rural"
66566,"Rural"
66140,"Rural"
66311,"Rural"
67929,"Rural"
66044,"Rural"
66504,"Rural"
66811,"Rural"
67969,"Rural"
66351,"Rural"
66013,"Rural"
66342,"Rural"
66143,"Rural"
67937,"Rural"
66215,"Rural"
66226,"Rural"
66338,"Rural"
66132,"Rural"
66162,"Rural"
66447,"Rural"
66124,"Rural"
66152,"Rural"
66374,"Rural"
66040,"Rural"
66165,"Rural"
66371,"Rural"
66544,"Rural"
66549,"Rural"
66021,"Rural"
66031,"Rural"
66110,"Rural"
67960,"Rural"
66133,"Rural"
66514,"Rural"
66511,"Rural"
66562,"Rural"
66223,"Rural"
66312,"Rural"
66053,"Rural"
66112,"Rural"
66122,"Rural"
67952,"Rural"
66339,"Rural"
67939,"Rural"
66433,"Rural"
66336,"Rural"
66113,"Rural"
67909,"Rural"
67954,"Rural"
67927,"Rural"
66123,"Rural"
66427,"Rural"
66043,"Rural"
66148,"Rural"
66011,"Rural"
66507,"Rural"
66032,"Rural"
66554,"Rural"
66160,"Rural"
66222,"Rural"
66023,"Rural"
66381,"Rural"
66521,"Rural"
66355,"Rural"
67940,"Rural"
66333,"Rural"
66334,"Rural"
66316,"Rural"
67923,"Rural"
66041,"Rural"
66234,"Rural"
66451,"Rural"
66052,"Rural"
67934,"Rural"
67910,"Rural"
66375,"Rural"
66413,"Rural"
67951,"Rural"
66560,"Rural"
66816,"Rural"
67957,"Rural"
67936,"Rural"
66005,"Rural"
66363,"Rural"
67965,"Rural"
67961,"Rural"
67920,"Rural"
67903,"Rural"
66808,"Rural"
66166,"Rural"
67922,"Rural"
66527,"Rural"
66559,"Rural"
66555,"Rural"
66552,"Rural"
66125,"Rural"
67911,"Rural"
66564,"Rural"
66437,"Rural"
66431,"Rural"
66034,"Rural"
66432,"Rural"
66556,"Rural"
66522,"Rural"
66120,"Rural"
66128,"Rural"
66532,"Rural"
66505,"Rural"
66510,"Rural"
66512,"Rural"
66337,"Rural"
66513,"Urban"
66502,"Urban"
67900,"Urban"
66200,"Urban"
66050,"Urban"
66321,"Rural"
66201,"Rural"
67901,"Rural"
67938,"Rural"
66362,"Rural"
67400,"Urban"
67458,"Rural"
67463,"Rural"
66741,"Rural"
67435,"Rural"
67180,"Rural"
67118,"Rural"
67401,"Rural"
66707,"Rural"
67429,"Rural"
67119,"Rural"
67440,"Rural"
66721,"Rural"
67460,"Rural"
67449,"Rural"
67445,"Rural"
67454,"Rural"
67477,"Rural"
67443,"Rural"
67461,"Rural"
67102,"Rural"
67478,"Rural"
67402,"Rural"
67108,"Rural"
66730,"Rural"
67114,"Rural"
67140,"Rural"
67403,"Rural"
66745,"Rural"
67419,"Rural"
67472,"Rural"
67482,"Rural"
67123,"Rural"
67124,"Rural"
66744,"Rural"
66751,"Rural"
67433,"Rural"
67411,"Rural"
66843,"Rural"
66746,"Rural"
67404,"Rural"
67125,"Rural"
66708,"Rural"
67156,"Rural"
66737,"Rural"
67144,"Rural"
67106,"Rural"
66709,"Rural"
67161,"Rural"
66714,"Rural"
67105,"Rural"
67127,"Rural"
66747,"Rural"
67101,"Rural"
66702,"Rural"
67442,"Rural"
67183,"Rural"
67437,"Rural"
66728,"Rural"
66748,"Rural"
67162,"Rural"
67164,"Rural"
66752,"Rural"
67104,"Rural"
67434,"Rural"
67128,"Rural"
66731,"Rural"
67464,"Rural"
67432,"Rural"
67406,"Rural"
66711,"Rural"
67157,"Rural"
67466,"Rural"
67446,"Rural"
67146,"Rural"
67159,"Rural"
67111,"Rural"
67423,"Rural"
66712,"Rural"
66742,"Rural"
66718,"Rural"
67465,"Rural"
67109,"Rural"
67450,"Rural"
67439,"Rural"
67483,"Rural"
66705,"Rural"
66729,"Rural"
67147,"Rural"
66753,"Rural"
67131,"Rural"
67129,"Rural"
67410,"Rural"
67154,"Rural"
66710,"Rural"
67407,"Rural"
67166,"Rural"
67151,"Rural"
67490,"Rural"
67467,"Rural"
67107,"Rural"
67424,"Rural"
67160,"Rural"
66845,"Rural"
66749,"Rural"
66713,"Rural"
67468,"Rural"
67416,"Rural"
67425,"Rural"
67115,"Rural"
67481,"Rural"
67148,"Rural"
67121,"Rural"
67491,"Rural"
67486,"Rural"
67479,"Rural"
66725,"Rural"
67414,"Rural"
67485,"Rural"
66719,"Rural"
67112,"Rural"
67167,"Rural"
66703,"Rural"
67103,"Rural"
67168,"Rural"
67143,"Rural"
67150,"Rural"
67175,"Rural"
67413,"Rural"
67469,"Rural"
67441,"Rural"
67181,"Rural"
67447,"Rural"
67169,"Rural"
66715,"Rural"
67135,"Rural"
66722,"Rural"
67149,"Rural"
67484,"Rural"
66733,"Rural"
66736,"Rural"
67426,"Rural"
66716,"Rural"
66720,"Rural"
66723,"Rural"
66726,"Rural"
67492,"Rural"
67165,"Rural"
66717,"Rural"
67408,"Rural"
67409,"Rural"
67415,"Rural"
67116,"Rural"
67178,"Rural"
67436,"Rural"
67120,"Rural"
67153,"Rural"
67422,"Rural"
67170,"Rural"
67438,"Rural"
67171,"Rural"
67179,"Rural"
67176,"Rural"
67172,"Rural"
67173,"Rural"
67418,"Rural"
66706,"Rural"
66754,"Rural"
66732,"Rural"
66842,"Rural"
66750,"Rural"
67427,"Rural"
67142,"Rural"
67177,"Rural"
67110,"Rural"
67444,"Rural"
67420,"Rural"
67430,"Rural"
67451,"Rural"
67113,"Rural"
66704,"Rural"
67428,"Rural"
66743,"Rural"
67158,"Rural"
67141,"Rural"
67117,"Rural"
67417,"Rural"
67431,"Rural"
67155,"Rural"
67174,"Rural"
66735,"Rural"
66727,"Rural"
67126,"Rural"
66734,"Rural"
67421,"Rural"
67448,"Rural"
67459,"Rural"
67462,"Rural"
67182,"Rural"
67412,"Rural"
67100,"Urban"
66740,"Urban"
66700,"Urban"
67452,"Urban"
67130,"Urban"
67405,"Rural"
67163,"Rural"
39000,"Urban"
39001,"Urban"
39801,"Urban"
39802,"Urban"
39803,"Urban"
39600,"Urban"
39601,"Urban"
39603,"Urban"
39605,"Urban"
39610,"Urban"
39611,"Urban"
39618,"Urban"
39619,"Urban"
39621,"Urban"
39622,"Urban"
