"Postcode","Region","Rural.urban"
47116,"West","Rural"
47048,"West","Rural"
47049,"West","Rural"
47151,"West","Rural"
47414,"West","Rural"
47070,"West","Rural"
47145,"West","Rural"
47032,"West","Rural"
47152,"West","Rural"
47458,"West","Rural"
47422,"West","Rural"
47420,"West","Rural"
47313,"West","Urban"
47501,"West","Urban"
47502,"West","Urban"
47302,"West","Urban"
47201,"West","Urban"
48000,"West","Urban"
47851,"West","Urban"
48101,"West","Urban"
46001,"West","Urban"
46002,"West","Urban"
46003,"West","Urban"
46004,"West","Urban"
46005,"West","Urban"
46006,"West","Urban"
46007,"West","Urban"
46008,"West","Urban"
46009,"West","Urban"
46011,"West","Urban"
46012,"West","Urban"
46013,"West","Urban"
46016,"West","Urban"
46018,"West","Urban"
46020,"West","Urban"
46021,"West","Urban"
46022,"West","Urban"
46023,"West","Urban"
46024,"West","Urban"
46025,"West","Urban"
46027,"West","Urban"
46400,"West","Urban"
47610,"West","Rural"
47714,"West","Rural"
47743,"West","Rural"
48110,"West","Rural"
47305,"West","Rural"
47561,"West","Rural"
47711,"West","Rural"
47518,"West","Rural"
47690,"West","Rural"
48117,"West","Rural"
47227,"West","Rural"
48118,"West","Rural"
47238,"West","Rural"
47613,"West","Rural"
47707,"West","Rural"
47286,"West","Rural"
47236,"West","Rural"
47228,"West","Rural"
48014,"West","Rural"
47746,"West","Rural"
47512,"West","Rural"
47239,"West","Rural"
47260,"West","Rural"
47832,"West","Rural"
47535,"West","Rural"
48032,"West","Rural"
47381,"West","Rural"
48106,"West","Rural"
48015,"West","Rural"
47623,"West","Rural"
47615,"West","Rural"
48116,"West","Rural"
47730,"West","Rural"
48040,"West","Rural"
48126,"West","Rural"
47731,"West","Rural"
47620,"West","Rural"
47703,"West","Rural"
47660,"West","Rural"
47722,"West","Rural"
47514,"West","Rural"
48022,"West","Rural"
48155,"West","Rural"
47309,"West","Rural"
47254,"West","Rural"
47616,"West","Rural"
47614,"West","Rural"
47617,"West","Rural"
47281,"West","Rural"
47317,"West","Rural"
48119,"West","Rural"
48142,"West","Rural"
47362,"West","Rural"
47673,"West","Rural"
47681,"West","Rural"
47526,"West","Rural"
47297,"West","Rural"
47244,"West","Rural"
47224,"West","Rural"
47541,"West","Rural"
48025,"West","Rural"
47259,"West","Rural"
47519,"West","Rural"
48171,"West","Rural"
47824,"West","Rural"
47263,"West","Rural"
47718,"West","Rural"
47231,"West","Rural"
47232,"West","Rural"
47716,"West","Rural"
48140,"West","Rural"
47527,"West","Rural"
48016,"West","Rural"
47841,"West","Rural"
47221,"West","Rural"
48121,"West","Rural"
47682,"West","Rural"
47528,"West","Rural"
48136,"West","Rural"
47611,"West","Rural"
47318,"West","Rural"
47255,"West","Rural"
47820,"West","Rural"
47815,"West","Rural"
48034,"West","Rural"
47332,"West","Rural"
47272,"West","Rural"
48024,"West","Rural"
48041,"West","Rural"
47816,"West","Rural"
47817,"West","Rural"
48128,"West","Rural"
47618,"West","Rural"
47373,"West","Rural"
47237,"West","Rural"
47633,"West","Rural"
47854,"West","Rural"
47246,"West","Rural"
47749,"West","Rural"
47339,"West","Rural"
47223,"West","Rural"
48172,"West","Rural"
47529,"West","Rural"
47847,"West","Rural"
47267,"West","Rural"
48146,"West","Rural"
47532,"West","Rural"
47627,"West","Rural"
48123,"West","Rural"
47537,"West","Rural"
47651,"West","Rural"
48173,"West","Rural"
47643,"West","Rural"
47756,"West","Rural"
47367,"West","Rural"
47538,"West","Rural"
47344,"West","Rural"
47245,"West","Rural"
47683,"West","Rural"
47341,"West","Rural"
47363,"West","Rural"
48160,"West","Rural"
47708,"West","Rural"
48163,"West","Rural"
47752,"West","Rural"
47833,"West","Rural"
47723,"West","Rural"
47619,"West","Rural"
47702,"West","Rural"
47539,"West","Rural"
47282,"West","Rural"
47843,"West","Rural"
47540,"West","Rural"
47515,"West","Rural"
47268,"West","Rural"
47624,"West","Rural"
47726,"West","Rural"
48023,"West","Rural"
48043,"West","Rural"
47211,"West","Rural"
48125,"West","Rural"
48174,"West","Rural"
47625,"West","Rural"
47306,"West","Rural"
47565,"West","Rural"
48143,"West","Rural"
47343,"West","Rural"
47871,"West","Rural"
47243,"West","Rural"
47333,"West","Rural"
47355,"West","Rural"
47727,"West","Rural"
48026,"West","Rural"
47759,"West","Rural"
48175,"West","Rural"
48027,"West","Rural"
48129,"West","Rural"
47653,"West","Rural"
48115,"West","Rural"
47626,"West","Rural"
48138,"West","Rural"
47855,"West","Rural"
48137,"West","Rural"
47251,"West","Rural"
47340,"West","Rural"
47229,"West","Rural"
47753,"West","Rural"
47719,"West","Rural"
47345,"West","Rural"
47701,"West","Rural"
48134,"West","Rural"
47663,"West","Rural"
47628,"West","Rural"
47735,"West","Rural"
47273,"West","Rural"
47240,"West","Rural"
47271,"West","Rural"
47270,"West","Rural"
47672,"West","Rural"
48139,"West","Rural"
47840,"West","Rural"
47354,"West","Rural"
47350,"West","Rural"
47431,"West","Rural"
47852,"West","Rural"
47548,"West","Rural"
47374,"West","Rural"
47750,"West","Rural"
47830,"West","Rural"
47818,"West","Rural"
47250,"West","Rural"
47334,"West","Rural"
48164,"West","Rural"
47745,"West","Rural"
47642,"West","Rural"
47819,"West","Rural"
47280,"West","Rural"
47844,"West","Rural"
47335,"West","Rural"
47549,"West","Rural"
48122,"West","Rural"
47612,"West","Rural"
47214,"West","Rural"
47215,"West","Rural"
47825,"West","Rural"
47738,"West","Rural"
47542,"West","Rural"
48141,"West","Rural"
47822,"West","Rural"
47709,"West","Rural"
47216,"West","Rural"
47550,"West","Rural"
47351,"West","Rural"
47368,"West","Rural"
47670,"West","Rural"
47872,"West","Rural"
48158,"West","Rural"
48135,"West","Rural"
47217,"West","Rural"
47218,"West","Rural"
47662,"West","Rural"
47266,"West","Rural"
47757,"West","Rural"
47516,"West","Rural"
47522,"West","Rural"
47551,"West","Rural"
47247,"West","Rural"
48124,"West","Rural"
47517,"West","Rural"
48153,"West","Rural"
48035,"West","Rural"
47810,"West","Rural"
48030,"West","Rural"
47369,"West","Rural"
47543,"West","Rural"
47530,"West","Rural"
47812,"West","Rural"
48149,"West","Rural"
47706,"West","Rural"
47256,"West","Rural"
48133,"West","Rural"
47747,"West","Rural"
47850,"West","Rural"
47629,"West","Rural"
47372,"West","Rural"
47325,"West","Rural"
47621,"West","Rural"
47253,"West","Rural"
47326,"West","Rural"
47741,"West","Rural"
48157,"West","Rural"
48148,"West","Rural"
47220,"West","Rural"
47736,"West","Rural"
47873,"West","Rural"
47634,"West","Rural"
47248,"West","Rural"
47525,"West","Rural"
47233,"West","Rural"
48010,"West","Rural"
47733,"West","Rural"
47826,"West","Rural"
47856,"West","Rural"
48017,"West","Rural"
47732,"West","Rural"
48159,"West","Rural"
47242,"West","Rural"
47635,"West","Rural"
47839,"West","Rural"
48039,"West","Rural"
47552,"West","Rural"
47257,"West","Rural"
48011,"West","Rural"
47329,"West","Rural"
47269,"West","Rural"
47235,"West","Rural"
48161,"West","Rural"
47553,"West","Rural"
47544,"West","Rural"
48113,"West","Rural"
48176,"West","Rural"
47513,"West","Rural"
47734,"West","Rural"
47276,"West","Rural"
47277,"West","Rural"
47361,"West","Rural"
47278,"West","Rural"
48165,"West","Rural"
47555,"West","Rural"
48152,"West","Rural"
47811,"West","Rural"
47337,"West","Rural"
47342,"West","Rural"
47874,"West","Rural"
48012,"West","Rural"
48033,"West","Rural"
47249,"West","Rural"
47827,"West","Rural"
47264,"West","Rural"
47279,"West","Rural"
47641,"West","Rural"
47385,"West","Rural"
47226,"West","Rural"
47338,"West","Rural"
47853,"West","Rural"
48104,"West","Rural"
47861,"West","Rural"
47262,"West","Rural"
47728,"West","Rural"
48107,"West","Rural"
47377,"West","Rural"
47556,"West","Rural"
47821,"West","Rural"
47210,"West","Rural"
47848,"West","Rural"
48036,"West","Rural"
48166,"West","Rural"
47828,"West","Rural"
47222,"West","Rural"
47720,"West","Rural"
47557,"West","Rural"
47212,"West","Rural"
47523,"West","Rural"
47287,"West","Rural"
48150,"West","Rural"
48168,"West","Rural"
47751,"West","Rural"
47558,"West","Rural"
48169,"West","Rural"
47209,"West","Rural"
48177,"West","Rural"
47258,"West","Rural"
47241,"West","Rural"
47559,"West","Rural"
47636,"West","Rural"
47650,"West","Rural"
47704,"West","Rural"
47274,"West","Rural"
47860,"West","Rural"
47630,"West","Rural"
47875,"West","Rural"
47857,"West","Rural"
48013,"West","Rural"
47545,"West","Rural"
47546,"West","Rural"
47684,"West","Rural"
47560,"West","Rural"
47524,"West","Rural"
47721,"West","Rural"
47283,"West","Rural"
47829,"West","Rural"
47748,"West","Rural"
47506,"West","Rural"
48170,"West","Rural"
47230,"West","Rural"
47511,"West","Rural"
47284,"West","Rural"
47348,"West","Rural"
47531,"West","Rural"
48178,"West","Rural"
47520,"West","Rural"
47858,"West","Rural"
47288,"West","Rural"
47353,"West","Rural"
47715,"West","Rural"
48151,"West","Rural"
47375,"West","Rural"
47837,"West","Rural"
47637,"West","Rural"
48029,"West","Rural"
48180,"West","Rural"
47533,"West","Rural"
48108,"West","Rural"
48111,"West","Rural"
47638,"West","Rural"
47729,"West","Rural"
47289,"West","Rural"
48028,"West","Rural"
47213,"West","Rural"
47352,"West","Rural"
47349,"West","Rural"
47290,"West","Rural"
48021,"West","Rural"
47744,"West","Rural"
47814,"West","Rural"
47291,"West","Rural"
47632,"West","Rural"
48181,"West","Rural"
47536,"West","Rural"
47717,"West","Rural"
47737,"West","Rural"
47713,"West","Rural"
48182,"West","Rural"
48114,"West","Rural"
48018,"West","Rural"
48132,"West","Rural"
48112,"West","Rural"
48144,"West","Rural"
48179,"West","Rural"
48042,"West","Rural"
47386,"West","Rural"
48037,"West","Rural"
47845,"West","Rural"
47834,"West","Rural"
47754,"West","Rural"
48019,"West","Rural"
47547,"West","Rural"
47371,"West","Rural"
48127,"West","Rural"
47755,"West","Rural"
47836,"West","Rural"
47876,"West","Rural"
48131,"West","Rural"
47356,"West","Rural"
47863,"West","Rural"
47622,"West","Rural"
47859,"West","Rural"
47739,"West","Rural"
47652,"West","Rural"
47813,"West","Rural"
47742,"West","Rural"
47823,"West","Rural"
47387,"West","Rural"
47292,"West","Rural"
47225,"West","Rural"
47534,"West","Rural"
47862,"West","Rural"
47293,"West","Rural"
48147,"West","Rural"
48020,"West","Rural"
47639,"West","Rural"
47510,"West","Rural"
47864,"West","Rural"
47294,"West","Rural"
47758,"West","Rural"
47842,"West","Rural"
48145,"West","Rural"
47358,"West","Rural"
47295,"West","Rural"
47865,"West","Rural"
47644,"West","Rural"
47645,"West","Rural"
47296,"West","Rural"
47265,"West","Rural"
47640,"West","Rural"
47275,"West","Rural"
47646,"West","Rural"
47359,"West","Rural"
48038,"West","Rural"
47562,"West","Rural"
47712,"West","Rural"
47877,"West","Rural"
47252,"West","Rural"
47370,"West","Rural"
47365,"West","Rural"
47705,"West","Rural"
47285,"West","Rural"
47219,"West","Rural"
47301,"West","Rural"
47366,"West","Rural"
47563,"West","Rural"
47866,"West","Rural"
47870,"West","Rural"
47521,"West","Rural"
47360,"West","Rural"
47457,"West","Rural"
47336,"West","Rural"
47710,"West","Rural"
48031,"West","Rural"
47835,"West","Rural"
47671,"West","Rural"
48045,"West","Rural"
48044,"West","Rural"
47298,"West","Rural"
47261,"West","Rural"
47564,"West","Rural"
47661,"West","Rural"
47299,"West","Rural"
47724,"West","Urban"
47725,"West","Urban"
47740,"West","Urban"
48130,"West","Urban"
47234,"West","Urban"
47631,"West","Urban"
47601,"West","Urban"
47602,"West","Urban"
48120,"West","Urban"
47801,"West","Urban"
48701,"West","Urban"
48702,"West","Urban"
48402,"West","Urban"
48403,"West","Urban"
48601,"West","Urban"
48260,"West","Urban"
48301,"West","Urban"
48241,"West","Urban"
48242,"West","Urban"
48501,"West","Urban"
48505,"West","Urban"
48614,"West","Rural"
48518,"West","Rural"
48744,"West","Rural"
48533,"West","Rural"
48424,"West","Rural"
48651,"West","Rural"
48721,"West","Rural"
48464,"West","Rural"
48669,"West","Rural"
48325,"West","Rural"
48512,"West","Rural"
48514,"West","Rural"
48519,"West","Rural"
48211,"West","Rural"
48761,"West","Rural"
48530,"West","Rural"
48733,"West","Rural"
48471,"West","Rural"
48644,"West","Rural"
48344,"West","Rural"
48472,"West","Rural"
48205,"West","Rural"
48762,"West","Rural"
48556,"West","Rural"
48468,"West","Rural"
48154,"West","Rural"
48715,"West","Rural"
48671,"West","Rural"
48209,"West","Rural"
48527,"West","Rural"
48257,"West","Rural"
48351,"West","Rural"
48162,"West","Rural"
48524,"West","Rural"
48725,"West","Rural"
48360,"West","Rural"
48425,"West","Rural"
48244,"West","Rural"
48763,"West","Rural"
48220,"West","Rural"
48608,"West","Rural"
48758,"West","Rural"
48672,"West","Rural"
48660,"West","Rural"
48764,"West","Rural"
48312,"West","Rural"
48217,"West","Rural"
48254,"West","Rural"
48754,"West","Rural"
48371,"West","Rural"
48724,"West","Rural"
48456,"West","Rural"
48239,"West","Rural"
48640,"West","Rural"
48273,"West","Rural"
48742,"West","Rural"
48641,"West","Rural"
48731,"West","Rural"
48216,"West","Rural"
48645,"West","Rural"
48615,"West","Rural"
48632,"West","Rural"
48332,"West","Rural"
48372,"West","Rural"
48515,"West","Rural"
48315,"West","Rural"
48237,"West","Rural"
48673,"West","Rural"
48311,"West","Rural"
48756,"West","Rural"
48717,"West","Rural"
48331,"West","Rural"
48324,"West","Rural"
48466,"West","Rural"
48714,"West","Rural"
48722,"West","Rural"
48553,"West","Rural"
48531,"West","Rural"
48571,"West","Rural"
48759,"West","Rural"
48650,"West","Rural"
48755,"West","Rural"
48385,"West","Rural"
48757,"West","Rural"
48674,"West","Rural"
48321,"West","Rural"
48410,"West","Rural"
48572,"West","Rural"
48621,"West","Rural"
48350,"West","Rural"
48718,"West","Rural"
48473,"West","Rural"
48661,"West","Rural"
48607,"West","Rural"
48261,"West","Rural"
48221,"West","Rural"
48432,"West","Rural"
48719,"West","Rural"
48474,"West","Rural"
48573,"West","Rural"
48313,"West","Rural"
48752,"West","Rural"
48340,"West","Rural"
48561,"West","Rural"
48745,"West","Rural"
48353,"West","Rural"
48469,"West","Rural"
48739,"West","Rural"
48475,"West","Rural"
48316,"West","Rural"
48354,"West","Rural"
48772,"West","Rural"
48749,"West","Rural"
48421,"West","Rural"
48510,"West","Rural"
48528,"West","Rural"
48476,"West","Rural"
48773,"West","Rural"
48230,"West","Rural"
48675,"West","Rural"
48664,"West","Rural"
48441,"West","Rural"
48676,"West","Rural"
48748,"West","Rural"
48723,"West","Rural"
48233,"West","Rural"
48529,"West","Rural"
48564,"West","Rural"
48281,"West","Rural"
48653,"West","Rural"
48415,"West","Rural"
48246,"West","Rural"
48322,"West","Rural"
48708,"West","Rural"
48223,"West","Rural"
48218,"West","Rural"
48552,"West","Rural"
48662,"West","Rural"
48352,"West","Rural"
48709,"West","Rural"
48317,"West","Rural"
48736,"West","Rural"
48629,"West","Rural"
48511,"West","Rural"
48454,"West","Rural"
48463,"West","Rural"
48270,"West","Rural"
48271,"West","Rural"
48526,"West","Rural"
48612,"West","Rural"
48334,"West","Rural"
48231,"West","Rural"
48522,"West","Rural"
48574,"West","Rural"
48741,"West","Rural"
48381,"West","Rural"
48256,"West","Rural"
48222,"West","Rural"
48750,"West","Rural"
48665,"West","Rural"
48419,"West","Rural"
48224,"West","Rural"
48342,"West","Rural"
48716,"West","Rural"
48774,"West","Rural"
48212,"West","Rural"
48677,"West","Rural"
48631,"West","Rural"
48678,"West","Rural"
48253,"West","Rural"
48442,"West","Rural"
48710,"West","Rural"
48345,"West","Rural"
48343,"West","Rural"
48534,"West","Rural"
48267,"West","Rural"
48215,"West","Rural"
48156,"West","Rural"
48234,"West","Rural"
48525,"West","Rural"
48382,"West","Rural"
48416,"West","Rural"
48409,"West","Rural"
48477,"West","Rural"
48346,"West","Rural"
48465,"West","Rural"
48563,"West","Rural"
48765,"West","Rural"
48775,"West","Rural"
48679,"West","Rural"
48449,"West","Rural"
48248,"West","Rural"
48735,"West","Rural"
48575,"West","Rural"
48738,"West","Rural"
48766,"West","Rural"
48453,"West","Rural"
48680,"West","Rural"
48740,"West","Rural"
48255,"West","Rural"
48387,"West","Rural"
48633,"West","Rural"
48318,"West","Rural"
48411,"West","Rural"
48461,"West","Rural"
48654,"West","Rural"
48225,"West","Rural"
48478,"West","Rural"
48422,"West","Rural"
48711,"West","Rural"
48767,"West","Rural"
48732,"West","Rural"
48213,"West","Rural"
48323,"West","Rural"
48272,"West","Rural"
48412,"West","Rural"
48229,"West","Rural"
48532,"West","Rural"
48753,"West","Rural"
48167,"West","Rural"
48545,"West","Rural"
48420,"West","Rural"
48460,"West","Rural"
48245,"West","Rural"
48546,"West","Rural"
48616,"West","Rural"
48713,"West","Rural"
48746,"West","Rural"
48414,"West","Rural"
48430,"West","Rural"
48768,"West","Rural"
48423,"West","Rural"
48310,"West","Rural"
48426,"West","Rural"
48727,"West","Rural"
48214,"West","Rural"
48613,"West","Rural"
48459,"West","Rural"
48576,"West","Rural"
48434,"West","Rural"
48681,"West","Rural"
48443,"West","Rural"
48236,"West","Rural"
48520,"West","Rural"
48445,"West","Rural"
48235,"West","Rural"
48577,"West","Rural"
48319,"West","Rural"
48433,"West","Rural"
48635,"West","Rural"
48578,"West","Rural"
48560,"West","Rural"
48452,"West","Rural"
48264,"West","Rural"
48418,"West","Rural"
48446,"West","Rural"
48320,"West","Rural"
48226,"West","Rural"
48326,"West","Rural"
48622,"West","Rural"
48361,"West","Rural"
48251,"West","Rural"
48769,"West","Rural"
48670,"West","Rural"
48544,"West","Rural"
48374,"West","Rural"
48547,"West","Rural"
48347,"West","Rural"
48208,"West","Rural"
48663,"West","Rural"
48737,"West","Rural"
48462,"West","Rural"
48569,"West","Rural"
48513,"West","Rural"
48611,"West","Rural"
48770,"West","Rural"
48455,"West","Rural"
48548,"West","Rural"
48470,"West","Rural"
48444,"West","Rural"
