"Postcode","Region","Rural.urban"
56635,"South","Rural"
57401,"South","Urban"
57210,"South","Urban"
57113,"South","Urban"
57232,"South","Urban"
57150,"South","Rural"
57134,"South","Rural"
57203,"South","Rural"
57205,"South","Rural"
57223,"South","Rural"
56625,"South","Rural"
57418,"South","Rural"
57419,"South","Rural"
57244,"South","Rural"
57233,"South","Rural"
57136,"South","Rural"
57243,"South","Rural"
57242,"South","Rural"
57236,"South","Rural"
57427,"South","Rural"
57272,"South","Rural"
57119,"South","Rural"
57148,"South","Rural"
57130,"South","Rural"
57217,"South","Rural"
57160,"South","Rural"
57216,"South","Rural"
57227,"South","Rural"
57448,"South","Rural"
57141,"South","Rural"
57106,"South","Rural"
57149,"South","Rural"
55201,"South","Urban"
55202,"South","Urban"
55203,"South","Urban"
55207,"South","Urban"
55209,"South","Urban"
55210,"South","Urban"
55213,"South","Urban"
55214,"South","Urban"
55353,"South","Rural"
56316,"South","Rural"
55152,"South","Rural"
55247,"South","Rural"
55114,"South","Rural"
56311,"South","Rural"
55325,"South","Rural"
56340,"South","Rural"
56314,"South","Rural"
55251,"South","Rural"
56313,"South","Rural"
55220,"South","Rural"
55241,"South","Rural"
55347,"South","Rural"
55313,"South","Rural"
55150,"South","Rural"
55130,"South","Rural"
56317,"South","Rural"
55224,"South","Rural"
56320,"South","Rural"
55314,"South","Rural"
55327,"South","Rural"
55320,"South","Rural"
55351,"South","Rural"
55227,"South","Rural"
55271,"South","Rural"
55151,"South","Rural"
55123,"South","Rural"
56331,"South","Rural"
55225,"South","Rural"
56312,"South","Rural"
55240,"South","Rural"
56318,"South","Rural"
55248,"South","Rural"
55315,"South","Rural"
55276,"South","Rural"
56319,"South","Rural"
55275,"South","Rural"
55332,"South","Rural"
56330,"South","Rural"
56325,"South","Rural"
55233,"South","Rural"
55231,"South","Rural"
56321,"South","Rural"
55263,"South","Rural"
55230,"South","Rural"
56339,"South","Rural"
55262,"South","Rural"
55319,"South","Rural"
55121,"South","Rural"
56324,"South","Rural"
56326,"South","Rural"
55105,"South","Rural"
55261,"South","Rural"
55260,"South","Rural"
56309,"South","Rural"
55228,"South","Rural"
55120,"South","Rural"
55250,"South","Rural"
55249,"South","Rural"
55113,"South","Rural"
55242,"South","Rural"
55273,"South","Rural"
55324,"South","Rural"
55110,"South","Rural"
56327,"South","Rural"
55117,"South","Rural"
56328,"South","Rural"
55122,"South","Rural"
55352,"South","Rural"
56329,"South","Rural"
55223,"South","Rural"
55118,"South","Rural"
56333,"South","Rural"
55109,"South","Rural"
55237,"South","Rural"
55317,"South","Rural"
55265,"South","Rural"
56332,"South","Rural"
55321,"South","Rural"
56334,"South","Rural"
55323,"South","Rural"
56335,"South","Rural"
55318,"South","Rural"
56315,"South","Rural"
56336,"South","Rural"
56341,"South","Rural"
55252,"South","Rural"
55350,"South","Rural"
55124,"South","Rural"
55326,"South","Rural"
56337,"South","Rural"
55111,"South","Rural"
55333,"South","Rural"
55266,"South","Rural"
55236,"South","Rural"
56323,"South","Rural"
55264,"South","Rural"
55311,"South","Rural"
55270,"South","Rural"
55322,"South","Rural"
55312,"South","Rural"
55254,"South","Rural"
55142,"South","Rural"
55330,"South","Rural"
55243,"South","Rural"
56310,"South","Rural"
55269,"South","Rural"
55125,"South","Rural"
55253,"South","Rural"
55221,"South","Rural"
55267,"South","Rural"
55274,"South","Rural"
55278,"South","Rural"
55244,"South","Rural"
56338,"South","Rural"
55131,"South","Rural"
55132,"South","Rural"
55140,"South","Rural"
56322,"South","Rural"
56342,"South","Rural"
55234,"South","Rural"
55235,"South","Rural"
55255,"South","Rural"
56343,"South","Rural"
55329,"South","Rural"
56344,"South","Rural"
55301,"South","Urban"
56301,"South","Urban"
55340,"South","Urban"
55101,"South","Urban"
55104,"South","Urban"
55222,"South","Urban"
55246,"South","Rural"
55245,"South","Rural"
55272,"South","Rural"
55115,"South","Rural"
55310,"South","Rural"
55232,"South","Rural"
55116,"South","Rural"
55316,"South","Rural"
55119,"South","Rural"
55239,"South","Rural"
55277,"South","Rural"
55112,"South","Rural"
67300,"South","Urban"
67233,"South","Rural"
67042,"South","Rural"
67320,"South","Rural"
67021,"South","Rural"
67321,"South","Rural"
67040,"South","Rural"
66850,"South","Rural"
67334,"South","Rural"
67201,"South","Rural"
67230,"South","Rural"
66853,"South","Rural"
67231,"South","Rural"
67056,"South","Rural"
67236,"South","Rural"
67027,"South","Rural"
67252,"South","Rural"
66821,"South","Rural"
67251,"South","Rural"
66838,"South","Rural"
66823,"South","Rural"
67011,"South","Rural"
67224,"South","Rural"
67134,"South","Rural"
67256,"South","Rural"
67028,"South","Rural"
67326,"South","Rural"
67319,"South","Rural"
67315,"South","Rural"
66846,"South","Rural"
67341,"South","Rural"
67509,"South","Rural"
67339,"South","Rural"
66813,"South","Rural"
67350,"South","Rural"
67227,"South","Rural"
66824,"South","Rural"
67133,"South","Rural"
67138,"South","Rural"
66869,"South","Rural"
67038,"South","Rural"
67223,"South","Rural"
67353,"South","Rural"
67328,"South","Rural"
67312,"South","Rural"
67222,"South","Rural"
67026,"South","Rural"
66835,"South","Rural"
67346,"South","Rural"
67347,"South","Rural"
67004,"South","Rural"
67237,"South","Rural"
67053,"South","Rural"
66855,"South","Rural"
67045,"South","Rural"
67313,"South","Rural"
67301,"South","Rural"
67363,"South","Rural"
66836,"South","Rural"
67354,"South","Rural"
67211,"South","Rural"
66839,"South","Rural"
67366,"South","Rural"
67023,"South","Rural"
66801,"South","Rural"
67514,"South","Rural"
67221,"South","Rural"
67515,"South","Rural"
67012,"South","Rural"
67348,"South","Rural"
66861,"South","Rural"
67019,"South","Rural"
66827,"South","Rural"
67208,"South","Rural"
67033,"South","Rural"
67220,"South","Rural"
66825,"South","Rural"
67349,"South","Rural"
66865,"South","Rural"
67336,"South","Rural"
67327,"South","Rural"
66870,"South","Rural"
66854,"South","Rural"
67337,"South","Rural"
67309,"South","Rural"
67512,"South","Rural"
67302,"South","Rural"
67020,"South","Rural"
66837,"South","Rural"
67216,"South","Rural"
66840,"South","Rural"
67229,"South","Rural"
66820,"South","Rural"
67136,"South","Rural"
67333,"South","Rural"
66817,"South","Rural"
66862,"South","Rural"
67046,"South","Rural"
67209,"South","Rural"
67139,"South","Rural"
67034,"South","Rural"
66814,"South","Rural"
67345,"South","Rural"
67238,"South","Rural"
66826,"South","Rural"
66810,"South","Rural"
67311,"South","Rural"
67314,"South","Rural"
67210,"South","Rural"
67008,"South","Rural"
67022,"South","Rural"
67323,"South","Rural"
67257,"South","Rural"
67057,"South","Rural"
67225,"South","Rural"
67502,"South","Rural"
66857,"South","Rural"
66831,"South","Rural"
67306,"South","Rural"
67025,"South","Rural"
66847,"South","Rural"
66863,"South","Rural"
67340,"South","Rural"
67511,"South","Rural"
66809,"South","Rural"
66864,"South","Rural"
67030,"South","Rural"
67332,"South","Rural"
67035,"South","Rural"
66851,"South","Rural"
67330,"South","Rural"
66872,"South","Rural"
67018,"South","Rural"
66871,"South","Rural"
66802,"South","Rural"
67357,"South","Rural"
67516,"South","Rural"
66848,"South","Rural"
67010,"South","Rural"
67338,"South","Rural"
66841,"South","Rural"
67361,"South","Rural"
67014,"South","Rural"
67039,"South","Rural"
67051,"South","Rural"
67362,"South","Rural"
66860,"South","Rural"
67029,"South","Rural"
66803,"South","Rural"
67132,"South","Rural"
66867,"South","Rural"
66832,"South","Rural"
67234,"South","Rural"
67202,"South","Rural"
66868,"South","Rural"
67329,"South","Rural"
67307,"South","Rural"
67324,"South","Rural"
66852,"South","Rural"
67041,"South","Rural"
67253,"South","Rural"
67360,"South","Rural"
67344,"South","Rural"
66828,"South","Rural"
67358,"South","Rural"
67232,"South","Rural"
67342,"South","Rural"
67510,"South","Rural"
67217,"South","Rural"
66873,"South","Rural"
66874,"South","Rural"
67054,"South","Rural"
66829,"South","Rural"
67024,"South","Rural"
66834,"South","Rural"
67226,"South","Rural"
66877,"South","Rural"
67005,"South","Rural"
67359,"South","Rural"
67322,"South","Rural"
67003,"South","Rural"
66875,"South","Rural"
66833,"South","Rural"
67351,"South","Rural"
67050,"South","Rural"
66818,"South","Rural"
67009,"South","Rural"
67364,"South","Rural"
67235,"South","Rural"
67355,"South","Rural"
67218,"South","Rural"
66858,"South","Rural"
67343,"South","Rural"
67242,"South","Rural"
67365,"South","Rural"
67032,"South","Rural"
67048,"South","Rural"
67137,"South","Rural"
67015,"South","Rural"
67356,"South","Rural"
67239,"South","Rural"
67335,"South","Rural"
67305,"South","Rural"
66822,"South","Rural"
66830,"South","Rural"
67352,"South","Rural"
67316,"South","Rural"
67052,"South","Rural"
67055,"South","Rural"
67331,"South","Rural"
67255,"South","Rural"
67219,"South","Rural"
67325,"South","Rural"
67145,"South","Rural"
67317,"South","Rural"
66859,"South","Rural"
66849,"South","Rural"
67310,"South","Rural"
67200,"South","Urban"
67000,"South","Urban"
67240,"South","Urban"
67212,"South","Urban"
67308,"South","Urban"
66800,"South","Urban"
67701,"South","Urban"
67703,"South","Urban"
67704,"South","Urban"
67707,"South","Urban"
67708,"South","Urban"
68100,"South","Urban"
67710,"South","Rural"
67788,"South","Rural"
67790,"South","Rural"
67742,"South","Rural"
68162,"South","Rural"
68123,"South","Rural"
68111,"South","Rural"
68161,"South","Rural"
67702,"South","Rural"
67771,"South","Rural"
68130,"South","Rural"
68221,"South","Rural"
67789,"South","Rural"
68112,"South","Rural"
67755,"South","Rural"
68230,"South","Rural"
67762,"South","Rural"
68264,"South","Rural"
68164,"South","Rural"
67735,"South","Rural"
68165,"South","Rural"
67711,"South","Rural"
67752,"South","Rural"
67753,"South","Rural"
68131,"South","Rural"
67796,"South","Rural"
67720,"South","Rural"
68113,"South","Rural"
67746,"South","Rural"
67725,"South","Rural"
68110,"South","Rural"
68150,"South","Rural"
67763,"South","Rural"
68253,"South","Rural"
68152,"South","Rural"
68241,"South","Rural"
68143,"South","Rural"
67767,"South","Rural"
67745,"South","Rural"
68251,"South","Rural"
68225,"South","Rural"
67740,"South","Rural"
67844,"South","Rural"
67733,"South","Rural"
68245,"South","Rural"
67797,"South","Rural"
68265,"South","Rural"
68133,"South","Rural"
67734,"South","Rural"
68243,"South","Rural"
67722,"South","Rural"
68261,"South","Rural"
67793,"South","Rural"
68163,"South","Rural"
68141,"South","Rural"
68151,"South","Rural"
67760,"South","Rural"
68153,"South","Rural"
67794,"South","Rural"
68244,"South","Rural"
68223,"South","Rural"
68252,"South","Rural"
68210,"South","Rural"
68271,"South","Rural"
67751,"South","Rural"
67744,"South","Rural"
68220,"South","Rural"
68246,"South","Rural"
68224,"South","Rural"
68122,"South","Rural"
68226,"South","Rural"
68101,"South","Rural"
68227,"South","Rural"
67724,"South","Rural"
67756,"South","Rural"
68154,"South","Rural"
68167,"South","Rural"
68144,"South","Rural"
68250,"South","Rural"
68532,"South","Rural"
67761,"South","Rural"
67732,"South","Rural"
68211,"South","Rural"
67754,"South","Rural"
67741,"South","Rural"
68232,"South","Rural"
67706,"South","Rural"
67765,"South","Rural"
67787,"South","Rural"
67795,"South","Rural"
67792,"South","Rural"
68142,"South","Rural"
68214,"South","Rural"
68132,"South","Rural"
68262,"South","Rural"
67743,"South","Rural"
68240,"South","Rural"
68156,"South","Rural"
67766,"South","Rural"
67721,"South","Rural"
67749,"South","Rural"
68166,"South","Rural"
67712,"South","Rural"
68231,"South","Rural"
67750,"South","Rural"
68215,"South","Rural"
68263,"South","Rural"
67791,"South","Rural"
68121,"South","Rural"
67723,"South","Rural"
67730,"South","Rural"
68212,"South","Rural"
68120,"South","Rural"
67798,"South","Rural"
68140,"South","Rural"
68145,"South","Rural"
68160,"South","Rural"
68242,"South","Rural"
68213,"South","Rural"
68209,"South","Rural"
68157,"South","Rural"
67781,"South","Rural"
67709,"South","Rural"
67726,"South","Rural"
67770,"South","Rural"
67764,"South","Rural"
68260,"South","Rural"
67772,"South","Urban"
68200,"South","Urban"
67780,"South","Urban"
68222,"South","Rural"
67776,"South","Rural"
68401,"South","Urban"
68402,"South","Urban"
68404,"South","Urban"
68702,"South","Urban"
68750,"South","Rural"
68518,"South","Rural"
68537,"South","Rural"
68415,"South","Rural"
68752,"South","Rural"
68544,"South","Rural"
68420,"South","Rural"
68452,"South","Rural"
68550,"South","Rural"
68733,"South","Rural"
68722,"South","Rural"
68511,"South","Rural"
68412,"South","Rural"
68556,"South","Rural"
68741,"South","Rural"
68514,"South","Rural"
68411,"South","Rural"
68528,"South","Rural"
68531,"South","Rural"
68501,"South","Rural"
68434,"South","Rural"
68724,"South","Rural"
68712,"South","Rural"
68431,"South","Rural"
68710,"South","Rural"
68451,"South","Rural"
68515,"South","Rural"
68538,"South","Rural"
68546,"South","Rural"
68433,"South","Rural"
68731,"South","Rural"
68449,"South","Rural"
68526,"South","Rural"
68521,"South","Rural"
68723,"South","Rural"
68441,"South","Rural"
68751,"South","Rural"
68743,"South","Rural"
68552,"South","Rural"
68742,"South","Rural"
68519,"South","Rural"
68720,"South","Rural"
68534,"South","Rural"
68530,"South","Rural"
68516,"South","Rural"
68551,"South","Rural"
68554,"South","Rural"
68508,"South","Rural"
68535,"South","Rural"
68413,"South","Rural"
68454,"South","Rural"
68525,"South","Rural"
68430,"South","Rural"
68512,"South","Rural"
68410,"South","Rural"
68711,"South","Rural"
68423,"South","Rural"
68682,"South","Rural"
68432,"South","Rural"
68536,"South","Rural"
68509,"South","Rural"
68506,"South","Rural"
68740,"South","Rural"
68713,"South","Rural"
68507,"South","Rural"
68721,"South","Rural"
68450,"South","Rural"
68545,"South","Rural"
68510,"South","Rural"
68513,"South","Rural"
68524,"South","Rural"
68502,"South","Rural"
68517,"South","Rural"
68453,"South","Rural"
68440,"South","Rural"
68555,"South","Rural"
68529,"South","Rural"
68547,"South","Rural"
68424,"South","Rural"
68422,"South","Rural"
68527,"South","Rural"
68523,"South","Rural"
68520,"South","Rural"
68730,"South","Rural"
68421,"South","Rural"
68739,"South","Rural"
68443,"South","Rural"
68558,"South","Rural"
68533,"South","Rural"
68553,"South","Rural"
68542,"South","Urban"
68540,"South","Urban"
68522,"South","Urban"
68500,"South","Urban"
68414,"South","Rural"
68355,"South","Urban"
68601,"South","Urban"
68602,"South","Urban"
68603,"South","Urban"
68604,"South","Urban"
68606,"South","Urban"
68607,"South","Urban"
68609,"South","Urban"
68610,"South","Urban"
68612,"South","Urban"
68301,"South","Urban"
68302,"South","Urban"
68303,"South","Urban"
68802,"South","Urban"
68803,"South","Urban"
68671,"South","Rural"
68663,"South","Rural"
68323,"South","Rural"
68341,"South","Rural"
68330,"South","Rural"
68810,"South","Rural"
68681,"South","Rural"
68642,"South","Rural"
68643,"South","Rural"
68650,"South","Rural"
68655,"South","Rural"
68653,"South","Rural"
68820,"South","Rural"
68662,"South","Rural"
68811,"South","Rural"
68354,"South","Rural"
68644,"South","Rural"
68664,"South","Rural"
68334,"South","Rural"
68340,"South","Rural"
68652,"South","Rural"
68821,"South","Rural"
68661,"South","Rural"
68651,"South","Rural"
68641,"South","Rural"
68646,"South","Rural"
68342,"South","Rural"
68320,"South","Rural"
68830,"South","Rural"
68660,"South","Rural"
68831,"South","Rural"
68442,"South","Rural"
68654,"South","Rural"
68822,"South","Rural"
68333,"South","Rural"
68350,"South","Rural"
68312,"South","Rural"
68670,"South","Rural"
68672,"South","Rural"
68310,"South","Rural"
68331,"South","Rural"
68645,"South","Rural"
68321,"South","Rural"
68322,"South","Rural"
68332,"South","Rural"
68640,"South","Urban"
68315,"South","Rural"
68311,"South","Rural"
67601,"South","Urban"
67602,"South","Urban"
65001,"South","Urban"
65003,"South","Urban"
65004,"South","Urban"
65005,"South","Urban"
65006,"South","Urban"
65007,"South","Urban"
65008,"South","Urban"
65009,"South","Urban"
65011,"South","Urban"
65012,"South","Urban"
65014,"South","Urban"
65015,"South","Urban"
65016,"South","Urban"
65018,"South","Urban"
65019,"South","Urban"
65020,"South","Urban"
65021,"South","Urban"
65022,"South","Urban"
65023,"South","Urban"
65024,"South","Urban"
65025,"South","Urban"
65026,"South","Urban"
65027,"South","Urban"
65028,"South","Urban"
65029,"South","Urban"
65030,"South","Urban"
65031,"South","Urban"
65032,"South","Urban"
65033,"South","Urban"
65034,"South","Urban"
65035,"South","Urban"
65036,"South","Urban"
65037,"South","Urban"
65038,"South","Urban"
65039,"South","Urban"
65040,"South","Urban"
65042,"South","Urban"
65043,"South","Urban"
65044,"South","Urban"
65045,"South","Urban"
65046,"South","Urban"
65047,"South","Urban"
65048,"South","Urban"
65049,"South","Urban"
65050,"South","Urban"
65051,"South","Urban"
65054,"South","Urban"
65058,"South","Urban"
65059,"South","Urban"
65062,"South","Urban"
65065,"South","Urban"
65069,"South","Urban"
65074,"South","Urban"
65076,"South","Urban"
65078,"South","Urban"
65080,"South","Urban"
65082,"South","Urban"
65085,"South","Urban"
65086,"South","Urban"
65088,"South","Urban"
65091,"South","Urban"
65092,"South","Urban"
65096,"South","Urban"
65098,"South","Urban"
65101,"South","Urban"
65102,"South","Urban"
65104,"South","Urban"
65110,"South","Urban"
65111,"South","Urban"
65113,"South","Urban"
65114,"South","Urban"
65119,"South","Urban"
65120,"South","Urban"
65121,"South","Urban"
65122,"South","Urban"
65123,"South","Urban"
65125,"South","Urban"
67804,"South","Urban"
65490,"South","Urban"
68001,"South","Urban"
68003,"South","Urban"
68004,"South","Urban"
65481,"South","Urban"
65482,"South","Urban"
67632,"South","Rural"
67659,"South","Rural"
65498,"South","Rural"
67841,"South","Rural"
67637,"South","Rural"
67622,"South","Rural"
67537,"South","Rural"
67471,"South","Rural"
67248,"South","Rural"
67551,"South","Rural"
68094,"South","Rural"
67536,"South","Rural"
67626,"South","Rural"
67585,"South","Rural"
67613,"South","Rural"
67662,"South","Rural"
67668,"South","Rural"
67523,"South","Rural"
67620,"South","Rural"
67543,"South","Rural"
67503,"South","Rural"
67556,"South","Rural"
67554,"South","Rural"
67640,"South","Rural"
67846,"South","Rural"
67553,"South","Rural"
67842,"South","Rural"
67624,"South","Rural"
67625,"South","Rural"
67532,"South","Rural"
67655,"South","Rural"
67834,"South","Rural"
67470,"South","Rural"
67475,"South","Rural"
67501,"South","Rural"
67545,"South","Rural"
67618,"South","Rural"
67542,"South","Rural"
67582,"South","Rural"
67630,"South","Rural"
67811,"South","Rural"
67614,"South","Rural"
67815,"South","Rural"
67530,"South","Rural"
67610,"South","Rural"
67518,"South","Rural"
67546,"South","Rural"
67629,"South","Rural"
67531,"South","Rural"
67583,"South","Rural"
67581,"South","Rural"
67560,"South","Rural"
67540,"South","Rural"
67562,"South","Rural"
67561,"South","Rural"
67627,"South","Rural"
67633,"South","Rural"
67803,"South","Rural"
67816,"South","Rural"
67228,"South","Rural"
67586,"South","Rural"
67650,"South","Rural"
67473,"South","Rural"
68093,"South","Rural"
67631,"South","Rural"
67831,"South","Rural"
67533,"South","Rural"
67654,"South","Rural"
67813,"South","Rural"
67652,"South","Rural"
67615,"South","Rural"
67547,"South","Rural"
67840,"South","Rural"
67812,"South","Rural"
67661,"South","Rural"
67548,"South","Rural"
67822,"South","Rural"
67572,"South","Rural"
67638,"South","Rural"
67539,"South","Rural"
67244,"South","Rural"
67830,"South","Rural"
67563,"South","Rural"
67476,"South","Rural"
67513,"South","Rural"
67521,"South","Rural"
67243,"South","Rural"
67621,"South","Rural"
67587,"South","Rural"
67541,"South","Rural"
67623,"South","Rural"
67810,"South","Rural"
67651,"South","Rural"
67504,"South","Rural"
67820,"South","Rural"
67643,"South","Rural"
67534,"South","Rural"
67588,"South","Rural"
67843,"South","Rural"
67851,"South","Rural"
67611,"South","Rural"
67555,"South","Rural"
67246,"South","Rural"
67619,"South","Rural"
67519,"South","Rural"
67639,"South","Rural"
67522,"South","Rural"
67549,"South","Rural"
67821,"South","Rural"
67535,"South","Rural"
67635,"South","Rural"
67641,"South","Rural"
67520,"South","Rural"
67731,"South","Rural"
67506,"South","Rural"
67663,"South","Rural"
67571,"South","Rural"
67573,"South","Rural"
67660,"South","Rural"
67474,"South","Rural"
67538,"South","Rural"
67612,"South","Rural"
67644,"South","Rural"
67636,"South","Rural"
67247,"South","Rural"
67505,"South","Rural"
67653,"South","Rural"
67529,"South","Rural"
67524,"South","Rural"
67642,"South","Rural"
67806,"South","Urban"
67832,"South","Urban"
67500,"South","Urban"
67550,"South","Urban"
67801,"South","Urban"
67802,"South","Urban"
68091,"South","Urban"
65496,"South","Urban"
67667,"South","Urban"
67570,"South","Urban"
67845,"South","Rural"
67671,"South","Rural"
67584,"South","Rural"
67672,"South","Rural"
67634,"South","Rural"
67673,"South","Rural"
67669,"South","Rural"
67517,"South","Rural"
67493,"South","Rural"
67544,"South","Rural"
67664,"South","Rural"
66401,"South","Urban"
66101,"South","Urban"
66000,"South","Urban"
66302,"South","Urban"
66304,"South","Urban"
66305,"South","Urban"
66548,"South","Rural"
66528,"South","Rural"
66529,"South","Rural"
66163,"South","Rural"
66449,"South","Rural"
66422,"South","Rural"
66308,"South","Rural"
66151,"South","Rural"
66524,"South","Rural"
67941,"South","Rural"
67931,"South","Rural"
66534,"South","Rural"
66214,"South","Rural"
66412,"South","Rural"
66230,"South","Rural"
66010,"South","Rural"
66150,"South","Rural"
66146,"South","Rural"
66161,"South","Rural"
66235,"South","Rural"
66443,"South","Rural"
66533,"South","Rural"
66531,"South","Rural"
66553,"South","Rural"
66542,"South","Rural"
66444,"South","Rural"
66126,"South","Rural"
66320,"South","Rural"
66361,"South","Rural"
66452,"South","Rural"
67958,"South","Rural"
66022,"South","Rural"
67245,"South","Rural"
67947,"South","Rural"
66525,"South","Rural"
66568,"South","Rural"
66309,"South","Rural"
66543,"South","Rural"
66329,"South","Rural"
66323,"South","Rural"
66429,"South","Rural"
66426,"South","Rural"
66382,"South","Rural"
67955,"South","Rural"
66356,"South","Rural"
66503,"South","Rural"
66164,"South","Rural"
66221,"South","Rural"
66115,"South","Rural"
66526,"South","Rural"
67966,"South","Rural"
67904,"South","Rural"
67912,"South","Rural"
67928,"South","Rural"
66428,"South","Rural"
66520,"South","Rural"
66519,"South","Rural"
66111,"South","Rural"
66317,"South","Rural"
66205,"South","Rural"
66324,"South","Rural"
66224,"South","Rural"
66343,"South","Rural"
66154,"South","Rural"
66325,"South","Rural"
66318,"South","Rural"
67924,"South","Rural"
66030,"South","Rural"
66807,"South","Rural"
66364,"South","Rural"
66357,"South","Rural"
66812,"South","Rural"
67950,"South","Rural"
66541,"South","Rural"
67948,"South","Rural"
66354,"South","Rural"
67913,"South","Rural"
66557,"South","Rural"
67956,"South","Rural"
67930,"South","Rural"
66442,"South","Rural"
66331,"South","Rural"
66425,"South","Rural"
66220,"South","Rural"
66236,"South","Rural"
67933,"South","Rural"
66142,"South","Rural"
66358,"South","Rural"
66410,"South","Rural"
66012,"South","Rural"
66545,"South","Rural"
66327,"South","Rural"
66145,"South","Rural"
66319,"South","Rural"
67968,"South","Rural"
66523,"South","Rural"
66020,"South","Rural"
67935,"South","Rural"
66231,"South","Rural"
66353,"South","Rural"
66445,"South","Rural"
67949,"South","Rural"
66210,"South","Rural"
66815,"South","Rural"
66233,"South","Rural"
66141,"South","Rural"
66561,"South","Rural"
66370,"South","Rural"
66359,"South","Rural"
66054,"South","Rural"
66330,"South","Rural"
66131,"South","Rural"
66435,"South","Rural"
66558,"South","Rural"
66565,"South","Rural"
66211,"South","Rural"
66130,"South","Rural"
66344,"South","Rural"
66346,"South","Rural"
66440,"South","Rural"
66430,"South","Rural"
66448,"South","Rural"
66116,"South","Rural"
66121,"South","Rural"
66530,"South","Rural"
66042,"South","Rural"
66350,"South","Rural"
66033,"South","Rural"
67944,"South","Rural"
66352,"South","Rural"
66004,"South","Rural"
66127,"South","Rural"
66340,"South","Rural"
66563,"South","Rural"
66372,"South","Rural"
66310,"South","Rural"
66328,"South","Rural"
66051,"South","Rural"
67932,"South","Rural"
66349,"South","Rural"
66383,"South","Rural"
66373,"South","Rural"
67943,"South","Rural"
66345,"South","Rural"
66326,"South","Rural"
66144,"South","Rural"
66569,"South","Rural"
66411,"South","Rural"
66147,"South","Rural"
66341,"South","Rural"
67967,"South","Rural"
66232,"South","Rural"
66153,"South","Rural"
67953,"South","Rural"
66332,"South","Rural"
67905,"South","Rural"
66335,"South","Rural"
66366,"South","Rural"
66506,"South","Rural"
66420,"South","Rural"
66438,"South","Rural"
66436,"South","Rural"
66551,"South","Rural"
67921,"South","Rural"
67945,"South","Rural"
66434,"South","Rural"
66567,"South","Rural"
66114,"South","Rural"
67959,"South","Rural"
67942,"South","Rural"
66360,"South","Rural"
66446,"South","Rural"
66540,"South","Rural"
67946,"South","Rural"
66566,"South","Rural"
66140,"South","Rural"
66311,"South","Rural"
67929,"South","Rural"
66044,"South","Rural"
66504,"South","Rural"
66811,"South","Rural"
67969,"South","Rural"
66351,"South","Rural"
66013,"South","Rural"
66342,"South","Rural"
66143,"South","Rural"
67937,"South","Rural"
66215,"South","Rural"
66226,"South","Rural"
66338,"South","Rural"
66132,"South","Rural"
66162,"South","Rural"
66447,"South","Rural"
66124,"South","Rural"
66152,"South","Rural"
66374,"South","Rural"
66040,"South","Rural"
66165,"South","Rural"
66371,"South","Rural"
66544,"South","Rural"
66549,"South","Rural"
66021,"South","Rural"
66031,"South","Rural"
66110,"South","Rural"
67960,"South","Rural"
66133,"South","Rural"
66514,"South","Rural"
66511,"South","Rural"
66562,"South","Rural"
66223,"South","Rural"
66312,"South","Rural"
66053,"South","Rural"
66112,"South","Rural"
66122,"South","Rural"
67952,"South","Rural"
66339,"South","Rural"
67939,"South","Rural"
66433,"South","Rural"
66336,"South","Rural"
66113,"South","Rural"
67909,"South","Rural"
67954,"South","Rural"
67927,"South","Rural"
66123,"South","Rural"
66427,"South","Rural"
66043,"South","Rural"
66148,"South","Rural"
66011,"South","Rural"
66507,"South","Rural"
66032,"South","Rural"
66554,"South","Rural"
66160,"South","Rural"
66222,"South","Rural"
66023,"South","Rural"
66381,"South","Rural"
66521,"South","Rural"
66355,"South","Rural"
67940,"South","Rural"
66333,"South","Rural"
66334,"South","Rural"
66316,"South","Rural"
67923,"South","Rural"
66041,"South","Rural"
66234,"South","Rural"
66451,"South","Rural"
66052,"South","Rural"
67934,"South","Rural"
67910,"South","Rural"
66375,"South","Rural"
66413,"South","Rural"
67951,"South","Rural"
66560,"South","Rural"
66816,"South","Rural"
67957,"South","Rural"
67936,"South","Rural"
66005,"South","Rural"
66363,"South","Rural"
67965,"South","Rural"
67961,"South","Rural"
67920,"South","Rural"
67903,"South","Rural"
66808,"South","Rural"
66166,"South","Rural"
67922,"South","Rural"
66527,"South","Rural"
66559,"South","Rural"
66555,"South","Rural"
66552,"South","Rural"
66125,"South","Rural"
67911,"South","Rural"
66564,"South","Rural"
66437,"South","Rural"
66431,"South","Rural"
66034,"South","Rural"
66432,"South","Rural"
66556,"South","Rural"
66522,"South","Rural"
66120,"South","Rural"
66128,"South","Rural"
66532,"South","Rural"
66505,"South","Rural"
66510,"South","Rural"
66512,"South","Rural"
66337,"South","Rural"
66513,"South","Urban"
66502,"South","Urban"
67900,"South","Urban"
66200,"South","Urban"
66050,"South","Urban"
66321,"South","Rural"
66201,"South","Rural"
67901,"South","Rural"
67938,"South","Rural"
66362,"South","Rural"
67400,"South","Urban"
67458,"South","Rural"
67463,"South","Rural"
66741,"South","Rural"
67435,"South","Rural"
67180,"South","Rural"
67118,"South","Rural"
67401,"South","Rural"
66707,"South","Rural"
67429,"South","Rural"
67119,"South","Rural"
67440,"South","Rural"
66721,"South","Rural"
67460,"South","Rural"
67449,"South","Rural"
67445,"South","Rural"
67454,"South","Rural"
67477,"South","Rural"
67443,"South","Rural"
67461,"South","Rural"
67102,"South","Rural"
67478,"South","Rural"
67402,"South","Rural"
67108,"South","Rural"
66730,"South","Rural"
