"zip","region"
10991,"Western Java"
10992,"Western Java"
10993,"Western Java"
10994,"Western Java"
10995,"Western Java"
10996,"Western Java"
10997,"Western Java"
10998,"Western Java"
10999,"Western Java"
11000,"Western Java"
11001,"Western Java"
11002,"Western Java"
11003,"Western Java"
11004,"Western Java"
11005,"Western Java"
11006,"Western Java"
11007,"Western Java"
11008,"Western Java"
11009,"Western Java"
11010,"Western Java"
11011,"Western Java"
11012,"Western Java"
11013,"Western Java"
11014,"Western Java"
11015,"Western Java"
11016,"Western Java"
11017,"Western Java"
11018,"Western Java"
11019,"Western Java"
11020,"Western Java"
11021,"Western Java"
11022,"Western Java"
11023,"Western Java"
11024,"Western Java"
11025,"Western Java"
11026,"Western Java"
11027,"Western Java"
11028,"Western Java"
11029,"Western Java"
11030,"Western Java"
11031,"Western Java"
11032,"Western Java"
11033,"Western Java"
11034,"Western Java"
11035,"Western Java"
11036,"Western Java"
11037,"Western Java"
11038,"Western Java"
11039,"Western Java"
11040,"Western Java"
11041,"Western Java"
11042,"Western Java"
11043,"Western Java"
11044,"Western Java"
11045,"Western Java"
11046,"Western Java"
11047,"Western Java"
11048,"Western Java"
11049,"Western Java"
11050,"Western Java"
11051,"Western Java"
11052,"Western Java"
11053,"Western Java"
11054,"Western Java"
11055,"Western Java"
11056,"Western Java"
11057,"Western Java"
11058,"Western Java"
11059,"Western Java"
11060,"Western Java"
11061,"Western Java"
11062,"Western Java"
11063,"Western Java"
11064,"Western Java"
11065,"Western Java"
11066,"Western Java"
11067,"Western Java"
11068,"Western Java"
11069,"Western Java"
11070,"Western Java"
11071,"Western Java"
11072,"Western Java"
11073,"Western Java"
11074,"Western Java"
11075,"Western Java"
11076,"Western Java"
11077,"Western Java"
11078,"Western Java"
11079,"Western Java"
11080,"Western Java"
11081,"Western Java"
11082,"Western Java"
11083,"Western Java"
11084,"Western Java"
11085,"Western Java"
11086,"Western Java"
11087,"Western Java"
11088,"Western Java"
11089,"Western Java"
11090,"Western Java"
11091,"Western Java"
11092,"Western Java"
11093,"Western Java"
11094,"Western Java"
11095,"Western Java"
11096,"Western Java"
11097,"Western Java"
11098,"Western Java"
11099,"Western Java"
11100,"Western Java"
11101,"Western Java"
11102,"Western Java"
11103,"Western Java"
11104,"Western Java"
11105,"Western Java"
11106,"Western Java"
11107,"Western Java"
11108,"Western Java"
11109,"Western Java"
11110,"Western Java"
11111,"Western Java"
11112,"Western Java"
11113,"Western Java"
11114,"Western Java"
11115,"Western Java"
11116,"Western Java"
11117,"Western Java"
11118,"Western Java"
11119,"Western Java"
11120,"Western Java"
11121,"Western Java"
11122,"Western Java"
11123,"Western Java"
11124,"Western Java"
11125,"Western Java"
11126,"Western Java"
11127,"Western Java"
11128,"Western Java"
11129,"Western Java"
11130,"Western Java"
11131,"Western Java"
11132,"Western Java"
11133,"Western Java"
11134,"Western Java"
11135,"Western Java"
11136,"Western Java"
11137,"Western Java"
11138,"Western Java"
11139,"Western Java"
11140,"Western Java"
11141,"Western Java"
11142,"Western Java"
11143,"Western Java"
11144,"Western Java"
11145,"Western Java"
11146,"Western Java"
11147,"Western Java"
11148,"Western Java"
11149,"Western Java"
11150,"Western Java"
11151,"Western Java"
11152,"Western Java"
11153,"Western Java"
11154,"Western Java"
11155,"Western Java"
11156,"Western Java"
11157,"Western Java"
11158,"Western Java"
11159,"Western Java"
11160,"Western Java"
11161,"Western Java"
11162,"Western Java"
11163,"Western Java"
11164,"Western Java"
11165,"Western Java"
11166,"Western Java"
11167,"Western Java"
11168,"Western Java"
11169,"Western Java"
11170,"Western Java"
11171,"Western Java"
11172,"Western Java"
11173,"Western Java"
11174,"Western Java"
11175,"Western Java"
11176,"Western Java"
11177,"Western Java"
11178,"Western Java"
11179,"Western Java"
11180,"Western Java"
11181,"Western Java"
11182,"Western Java"
11183,"Western Java"
11184,"Western Java"
11185,"Western Java"
11186,"Western Java"
11187,"Western Java"
11188,"Western Java"
11189,"Western Java"
11190,"Western Java"
11191,"Western Java"
11192,"Western Java"
11193,"Western Java"
11194,"Western Java"
11195,"Western Java"
11196,"Western Java"
11197,"Western Java"
11198,"Western Java"
11199,"Western Java"
11200,"Western Java"
11201,"Western Java"
11202,"Western Java"
11203,"Western Java"
11204,"Western Java"
11205,"Western Java"
11206,"Western Java"
11207,"Western Java"
11208,"Western Java"
11209,"Western Java"
11210,"Western Java"
11211,"Western Java"
11212,"Western Java"
11213,"Western Java"
11214,"Western Java"
11215,"Western Java"
11216,"Western Java"
11217,"Western Java"
11218,"Western Java"
11219,"Western Java"
11220,"Western Java"
11221,"Western Java"
11222,"Western Java"
11223,"Western Java"
11224,"Western Java"
11225,"Western Java"
11226,"Western Java"
11227,"Western Java"
11228,"Western Java"
11229,"Western Java"
11230,"Western Java"
11231,"Western Java"
11232,"Western Java"
11233,"Western Java"
11234,"Western Java"
11235,"Western Java"
11236,"Western Java"
11237,"Western Java"
11238,"Western Java"
11239,"Western Java"
11240,"Western Java"
11241,"Western Java"
11242,"Western Java"
11243,"Western Java"
11244,"Western Java"
11245,"Western Java"
11246,"Western Java"
11247,"Western Java"
11248,"Western Java"
11249,"Western Java"
11250,"Western Java"
11251,"Western Java"
11252,"Western Java"
11253,"Western Java"
11254,"Western Java"
11255,"Western Java"
11256,"Western Java"
11257,"Western Java"
11258,"Western Java"
11259,"Western Java"
11260,"Western Java"
11261,"Western Java"
11262,"Western Java"
11263,"Western Java"
11264,"Western Java"
11265,"Western Java"
11266,"Western Java"
11267,"Western Java"
11268,"Western Java"
11269,"Western Java"
11270,"Western Java"
11271,"Western Java"
11272,"Western Java"
11273,"Western Java"
11274,"Western Java"
11275,"Western Java"
11276,"Western Java"
11277,"Western Java"
11278,"Western Java"
11279,"Western Java"
11280,"Western Java"
11281,"Western Java"
11282,"Western Java"
11283,"Western Java"
11284,"Western Java"
11285,"Western Java"
11286,"Western Java"
11287,"Western Java"
11288,"Western Java"
11289,"Western Java"
11290,"Western Java"
11291,"Western Java"
11292,"Western Java"
11293,"Western Java"
11294,"Western Java"
11295,"Western Java"
11296,"Western Java"
11297,"Western Java"
11298,"Western Java"
11299,"Western Java"
11300,"Western Java"
11301,"Western Java"
11302,"Western Java"
11303,"Western Java"
11304,"Western Java"
11305,"Western Java"
11306,"Western Java"
11307,"Western Java"
11308,"Western Java"
11309,"Western Java"
11310,"Western Java"
11311,"Western Java"
11312,"Western Java"
11313,"Western Java"
11314,"Western Java"
11315,"Western Java"
11316,"Western Java"
11317,"Western Java"
11318,"Western Java"
11319,"Western Java"
11320,"Western Java"
11321,"Western Java"
11322,"Western Java"
11323,"Western Java"
11324,"Western Java"
11325,"Western Java"
11326,"Western Java"
11327,"Western Java"
11328,"Western Java"
11329,"Western Java"
11330,"Western Java"
11331,"Western Java"
11332,"Western Java"
11333,"Western Java"
11334,"Western Java"
11335,"Western Java"
11336,"Western Java"
11337,"Western Java"
11338,"Western Java"
11339,"Western Java"
11340,"Western Java"
11341,"Western Java"
11342,"Western Java"
11343,"Western Java"
11344,"Western Java"
11345,"Western Java"
11346,"Western Java"
11347,"Western Java"
11348,"Western Java"
11349,"Western Java"
11350,"Western Java"
11351,"Western Java"
11352,"Western Java"
11353,"Western Java"
11354,"Western Java"
11355,"Western Java"
11356,"Western Java"
11357,"Western Java"
11358,"Western Java"
11359,"Western Java"
11360,"Western Java"
11361,"Western Java"
11362,"Western Java"
11363,"Western Java"
11364,"Western Java"
11365,"Western Java"
11366,"Western Java"
11367,"Western Java"
11368,"Western Java"
11369,"Western Java"
11370,"Western Java"
11371,"Western Java"
11372,"Western Java"
11373,"Western Java"
11374,"Western Java"
11375,"Western Java"
11376,"Western Java"
11377,"Western Java"
11378,"Western Java"
11379,"Western Java"
11380,"Western Java"
11381,"Western Java"
11382,"Western Java"
11383,"Western Java"
11384,"Western Java"
11385,"Western Java"
11386,"Western Java"
11387,"Western Java"
11388,"Western Java"
11389,"Western Java"
11390,"Western Java"
11391,"Western Java"
11392,"Western Java"
11393,"Western Java"
11394,"Western Java"
11395,"Western Java"
