"outcode","Urbanity.outcode","Region.outcode"
"YO2","Rural","Northern England"
"YO21","City_Town","Northern England"
"YO22","Rural","Northern England"
"YO23","Rural","Northern England"
"YO24","City_Town","Northern England"
"YO25","Rural","Northern England"
"YO26","City_Town","Northern England"
"YO3","Rural","Northern England"
"YO30","City_Town","Northern England"
"YO31","City_Town","Northern England"
"YO32","City_Town","Northern England"
"YO4","Rural","Northern England"
"YO41","Rural","Northern England"
"YO42","Rural","Northern England"
"YO43","Rural","Northern England"
"YO5","Rural","Northern England"
"YO51","Rural","Northern England"
"YO6","Rural","Northern England"
"YO60","Rural","Northern England"
"YO61","Rural","Northern England"
"YO62","Rural","Northern England"
"YO7","Rural","Northern England"
"YO8","City_Town","Northern England"
"YO90","City_Town","Northern England"
"YO91","City_Town","Northern England"
"YO95","Rural","Northern England"
"ZE1","Rural","Northern UK"
"ZE2","Rural","Northern UK"
"ZE3","Rural","Northern UK"
