"POA_CODE_2016","Region.POA","Rural.urban.POA"
800,"Western_Australia","Rural"
810,"Western_Australia","Rural"
812,"Western_Australia","Rural"
815,"Western_Australia","Rural"
820,"Western_Australia","Rural"
822,"Western_Australia","Rural"
828,"Western_Australia","Rural"
829,"Western_Australia","Rural"
830,"Western_Australia","Rural"
832,"Western_Australia","Rural"
834,"Western_Australia","Rural"
835,"Western_Australia","Rural"
836,"Western_Australia","Rural"
837,"Western_Australia","Rural"
838,"Western_Australia","Rural"
839,"Western_Australia","Rural"
840,"Western_Australia","Rural"
841,"Western_Australia","Rural"
845,"Western_Australia","Rural"
846,"Western_Australia","Rural"
847,"Western_Australia","Rural"
850,"Western_Australia","Rural"
852,"Western_Australia","Rural"
853,"Western_Australia","Rural"
854,"Western_Australia","Rural"
860,"Western_Australia","Rural"
862,"Western_Australia","Rural"
870,"Western_Australia","Rural"
872,"Western_Australia","Rural"
873,"Western_Australia","Rural"
874,"Western_Australia","Rural"
875,"Western_Australia","Rural"
880,"Western_Australia","Rural"
885,"Western_Australia","Rural"
886,"Western_Australia","Rural"
2000,"Broad_NSW","Urban"
2006,"Broad_NSW","Urban"
2007,"Broad_NSW","Urban"
2008,"Broad_NSW","Urban"
2009,"Broad_NSW","Urban"
2010,"Broad_NSW","Urban"
2011,"Broad_NSW","Urban"
2015,"Broad_NSW","Urban"
2016,"Broad_NSW","Urban"
2017,"Broad_NSW","Urban"
2018,"Broad_NSW","Urban"
2019,"Broad_NSW","Urban"
2020,"Broad_NSW","Urban"
2021,"Broad_NSW","Urban"
2022,"Broad_NSW","Urban"
2023,"Broad_NSW","Urban"
2024,"Broad_NSW","Urban"
2025,"Broad_NSW","Urban"
2026,"Broad_NSW","Urban"
2027,"Broad_NSW","Urban"
2028,"Broad_NSW","Urban"
2029,"Broad_NSW","Urban"
2030,"Broad_NSW","Urban"
2031,"Broad_NSW","Urban"
2032,"Broad_NSW","Urban"
2033,"Broad_NSW","Urban"
2034,"Broad_NSW","Urban"
2035,"Broad_NSW","Urban"
2036,"Broad_NSW","Urban"
2037,"Broad_NSW","Urban"
2038,"Broad_NSW","Urban"
2039,"Broad_NSW","Urban"
2040,"Broad_NSW","Urban"
2041,"Broad_NSW","Urban"
2042,"Broad_NSW","Urban"
2043,"Broad_NSW","Urban"
2044,"Broad_NSW","Urban"
2045,"Broad_NSW","Urban"
2046,"Broad_NSW","Urban"
2047,"Broad_NSW","Urban"
2048,"Broad_NSW","Urban"
2049,"Broad_NSW","Urban"
2050,"Broad_NSW","Urban"
2052,"Broad_NSW","Urban"
2060,"Broad_NSW","Urban"
2061,"Broad_NSW","Urban"
2062,"Broad_NSW","Urban"
2063,"Broad_NSW","Urban"
2064,"Broad_NSW","Urban"
2065,"Broad_NSW","Urban"
2066,"Broad_NSW","Urban"
2067,"Broad_NSW","Urban"
2068,"Broad_NSW","Urban"
2069,"Broad_NSW","Urban"
2070,"Broad_NSW","Urban"
2071,"Broad_NSW","Urban"
2072,"Broad_NSW","Urban"
2073,"Broad_NSW","Urban"
2074,"Broad_NSW","Urban"
2075,"Broad_NSW","Urban"
2076,"Broad_NSW","Urban"
2077,"Broad_NSW","Urban"
2079,"Broad_NSW","Urban"
2080,"Broad_NSW","Urban"
2081,"Broad_NSW","Urban"
2082,"Broad_NSW","Urban"
2083,"Broad_NSW","Rural"
2084,"Broad_NSW","Urban"
2085,"Broad_NSW","Urban"
2086,"Broad_NSW","Urban"
2087,"Broad_NSW","Urban"
2088,"Broad_NSW","Urban"
2089,"Broad_NSW","Urban"
2090,"Broad_NSW","Urban"
2092,"Broad_NSW","Urban"
2093,"Broad_NSW","Urban"
2094,"Broad_NSW","Urban"
2095,"Broad_NSW","Urban"
2096,"Broad_NSW","Urban"
2097,"Broad_NSW","Urban"
2099,"Broad_NSW","Urban"
2100,"Broad_NSW","Urban"
2101,"Broad_NSW","Urban"
2102,"Broad_NSW","Urban"
2103,"Broad_NSW","Urban"
2104,"Broad_NSW","Urban"
2105,"Broad_NSW","Urban"
2106,"Broad_NSW","Urban"
2107,"Broad_NSW","Urban"
2108,"Broad_NSW","Urban"
2109,"Broad_NSW","Urban"
2110,"Broad_NSW","Urban"
2111,"Broad_NSW","Urban"
2112,"Broad_NSW","Urban"
2113,"Broad_NSW","Urban"
2114,"Broad_NSW","Urban"
2115,"Broad_NSW","Urban"
2116,"Broad_NSW","Urban"
2117,"Broad_NSW","Urban"
2118,"Broad_NSW","Urban"
2119,"Broad_NSW","Urban"
2120,"Broad_NSW","Urban"
2121,"Broad_NSW","Urban"
2122,"Broad_NSW","Urban"
2123,"Broad_NSW","Urban"
2125,"Broad_NSW","Urban"
2126,"Broad_NSW","Urban"
2127,"Broad_NSW","Urban"
2128,"Broad_NSW","Urban"
2129,"Broad_NSW","Urban"
2130,"Broad_NSW","Urban"
2131,"Broad_NSW","Urban"
2132,"Broad_NSW","Urban"
2133,"Broad_NSW","Urban"
2134,"Broad_NSW","Urban"
2135,"Broad_NSW","Urban"
2136,"Broad_NSW","Urban"
2137,"Broad_NSW","Urban"
2138,"Broad_NSW","Urban"
2139,"Broad_NSW","Urban"
2140,"Broad_NSW","Urban"
2141,"Broad_NSW","Urban"
2142,"Broad_NSW","Urban"
2143,"Broad_NSW","Urban"
2144,"Broad_NSW","Urban"
2145,"Broad_NSW","Urban"
2146,"Broad_NSW","Urban"
2147,"Broad_NSW","Urban"
2148,"Broad_NSW","Urban"
2150,"Broad_NSW","Urban"
2151,"Broad_NSW","Urban"
2152,"Broad_NSW","Urban"
2153,"Broad_NSW","Urban"
2154,"Broad_NSW","Urban"
2155,"Broad_NSW","Urban"
2156,"Broad_NSW","Urban"
2157,"Broad_NSW","Rural"
2158,"Broad_NSW","Urban"
2159,"Broad_NSW","Urban"
2160,"Broad_NSW","Urban"
2161,"Broad_NSW","Urban"
2162,"Broad_NSW","Urban"
2163,"Broad_NSW","Urban"
2164,"Broad_NSW","Urban"
2165,"Broad_NSW","Urban"
2166,"Broad_NSW","Urban"
2167,"Broad_NSW","Urban"
2168,"Broad_NSW","Urban"
2170,"Broad_NSW","Urban"
2171,"Broad_NSW","Urban"
2172,"Broad_NSW","Urban"
2173,"Broad_NSW","Urban"
2174,"Broad_NSW","Urban"
2175,"Broad_NSW","Urban"
2176,"Broad_NSW","Urban"
2177,"Broad_NSW","Urban"
2178,"Broad_NSW","Urban"
2179,"Broad_NSW","Urban"
2190,"Broad_NSW","Urban"
2191,"Broad_NSW","Urban"
2192,"Broad_NSW","Urban"
2193,"Broad_NSW","Urban"
2194,"Broad_NSW","Urban"
2195,"Broad_NSW","Urban"
2196,"Broad_NSW","Urban"
2197,"Broad_NSW","Urban"
2198,"Broad_NSW","Urban"
2199,"Broad_NSW","Urban"
2200,"Broad_NSW","Urban"
2203,"Broad_NSW","Urban"
2204,"Broad_NSW","Urban"
2205,"Broad_NSW","Urban"
2206,"Broad_NSW","Urban"
2207,"Broad_NSW","Urban"
2208,"Broad_NSW","Urban"
2209,"Broad_NSW","Urban"
2210,"Broad_NSW","Urban"
2211,"Broad_NSW","Urban"
2212,"Broad_NSW","Urban"
2213,"Broad_NSW","Urban"
2214,"Broad_NSW","Urban"
2216,"Broad_NSW","Urban"
2217,"Broad_NSW","Urban"
2218,"Broad_NSW","Urban"
2219,"Broad_NSW","Urban"
2220,"Broad_NSW","Urban"
2221,"Broad_NSW","Urban"
2222,"Broad_NSW","Urban"
2223,"Broad_NSW","Urban"
2224,"Broad_NSW","Urban"
2225,"Broad_NSW","Urban"
2226,"Broad_NSW","Urban"
2227,"Broad_NSW","Urban"
2228,"Broad_NSW","Urban"
2229,"Broad_NSW","Urban"
2230,"Broad_NSW","Urban"
2231,"Broad_NSW","Urban"
2232,"Broad_NSW","Urban"
2233,"Broad_NSW","Urban"
2234,"Broad_NSW","Urban"
2250,"Broad_NSW","Urban"
2251,"Broad_NSW","Urban"
2256,"Broad_NSW","Urban"
2257,"Broad_NSW","Urban"
2258,"Broad_NSW","Urban"
2259,"Broad_NSW","Urban"
2260,"Broad_NSW","Urban"
2261,"Broad_NSW","Urban"
2262,"Broad_NSW","Urban"
2263,"Broad_NSW","Urban"
2264,"Broad_NSW","Urban"
2265,"Broad_NSW","Urban"
2267,"Broad_NSW","Urban"
2278,"Broad_NSW","Urban"
2280,"Broad_NSW","Urban"
2281,"Broad_NSW","Urban"
2282,"Broad_NSW","Urban"
2283,"Broad_NSW","Urban"
2284,"Broad_NSW","Urban"
2285,"Broad_NSW","Urban"
2286,"Broad_NSW","Urban"
2287,"Broad_NSW","Urban"
2289,"Broad_NSW","Urban"
2290,"Broad_NSW","Urban"
2291,"Broad_NSW","Urban"
2292,"Broad_NSW","Urban"
2293,"Broad_NSW","Urban"
2294,"Broad_NSW","Urban"
2295,"Broad_NSW","Urban"
2296,"Broad_NSW","Urban"
2297,"Broad_NSW","Urban"
2298,"Broad_NSW","Urban"
2299,"Broad_NSW","Urban"
2300,"Broad_NSW","Urban"
2302,"Broad_NSW","Urban"
2303,"Broad_NSW","Urban"
2304,"Broad_NSW","Urban"
2305,"Broad_NSW","Urban"
2306,"Broad_NSW","Urban"
2307,"Broad_NSW","Urban"
2308,"Broad_NSW","Urban"
2311,"Broad_NSW","Rural"
2312,"Broad_NSW","Rural"
2314,"Broad_NSW","Rural"
2315,"Broad_NSW","Rural"
2316,"Broad_NSW","Rural"
2317,"Broad_NSW","Rural"
2318,"Broad_NSW","Rural"
2319,"Broad_NSW","Rural"
2320,"Broad_NSW","Urban"
2321,"Broad_NSW","Urban"
2322,"Broad_NSW","Urban"
2323,"Broad_NSW","Urban"
2324,"Broad_NSW","Urban"
2325,"Broad_NSW","Rural"
2326,"Broad_NSW","Urban"
2327,"Broad_NSW","Urban"
2328,"Broad_NSW","Rural"
2329,"Broad_NSW","Rural"
2330,"Broad_NSW","Rural"
2331,"Broad_NSW","Rural"
2333,"Broad_NSW","Rural"
2334,"Broad_NSW","Rural"
2335,"Broad_NSW","Rural"
2336,"Broad_NSW","Rural"
2337,"Broad_NSW","Rural"
2338,"Broad_NSW","Rural"
2339,"Broad_NSW","Rural"
2340,"Broad_NSW","Rural"
2341,"Broad_NSW","Rural"
2342,"Broad_NSW","Rural"
2343,"Broad_NSW","Rural"
2344,"Broad_NSW","Rural"
2345,"Broad_NSW","Rural"
2346,"Broad_NSW","Rural"
2347,"Broad_NSW","Rural"
2350,"Broad_NSW","Rural"
2351,"Broad_NSW","Rural"
2352,"Broad_NSW","Rural"
2353,"Broad_NSW","Rural"
2354,"Broad_NSW","Rural"
2355,"Broad_NSW","Rural"
2356,"Broad_NSW","Rural"
2357,"Broad_NSW","Rural"
2358,"Broad_NSW","Rural"
2359,"Broad_NSW","Rural"
2360,"Broad_NSW","Rural"
2361,"Broad_NSW","Rural"
2365,"Broad_NSW","Rural"
2369,"Broad_NSW","Rural"
2370,"Broad_NSW","Rural"
2371,"Broad_NSW","Rural"
2372,"Broad_NSW","Rural"
2379,"Broad_NSW","Rural"
2380,"Broad_NSW","Rural"
2381,"Broad_NSW","Rural"
2382,"Broad_NSW","Rural"
2386,"Broad_NSW","Rural"
2387,"Broad_NSW","Rural"
2388,"Broad_NSW","Rural"
2390,"Broad_NSW","Rural"
2395,"Broad_NSW","Rural"
2396,"Broad_NSW","Rural"
2397,"Broad_NSW","Rural"
2398,"Broad_NSW","Rural"
2399,"Broad_NSW","Rural"
2400,"Broad_NSW","Rural"
2401,"Broad_NSW","Rural"
2402,"Broad_NSW","Rural"
2403,"Broad_NSW","Rural"
2404,"Broad_NSW","Rural"
2405,"Broad_NSW","Rural"
2406,"Broad_NSW","Rural"
2408,"Broad_NSW","Rural"
2409,"Broad_NSW","Rural"
2410,"Broad_NSW","Rural"
2411,"Broad_NSW","Rural"
2415,"Broad_NSW","Rural"
2420,"Broad_NSW","Rural"
2421,"Broad_NSW","Rural"
2422,"Broad_NSW","Rural"
2423,"Broad_NSW","Rural"
2424,"Broad_NSW","Rural"
2425,"Broad_NSW","Rural"
2426,"Broad_NSW","Rural"
2427,"Broad_NSW","Rural"
2428,"Broad_NSW","Rural"
2429,"Broad_NSW","Rural"
2430,"Broad_NSW","Rural"
2431,"Broad_NSW","Rural"
2439,"Broad_NSW","Rural"
2440,"Broad_NSW","Rural"
2441,"Broad_NSW","Rural"
2443,"Broad_NSW","Rural"
2444,"Broad_NSW","Rural"
2445,"Broad_NSW","Rural"
2446,"Broad_NSW","Rural"
2447,"Broad_NSW","Rural"
2448,"Broad_NSW","Rural"
2449,"Broad_NSW","Rural"
2450,"Broad_NSW","Rural"
2452,"Broad_NSW","Rural"
2453,"Broad_NSW","Rural"
2454,"Broad_NSW","Rural"
2455,"Broad_NSW","Rural"
2456,"Broad_NSW","Rural"
2460,"Broad_NSW","Rural"
2462,"Broad_NSW","Rural"
2463,"Broad_NSW","Rural"
2464,"Broad_NSW","Rural"
2465,"Broad_NSW","Rural"
2466,"Broad_NSW","Rural"
2469,"Broad_NSW","Rural"
2470,"Broad_NSW","Rural"
2471,"Broad_NSW","Rural"
2472,"Broad_NSW","Rural"
2473,"Broad_NSW","Rural"
2474,"Broad_NSW","Rural"
2475,"Broad_NSW","Rural"
2476,"Broad_NSW","Rural"
2477,"Broad_NSW","Rural"
2478,"Broad_NSW","Rural"
2479,"Broad_NSW","Rural"
2480,"Broad_NSW","Rural"
2481,"Broad_NSW","Rural"
2482,"Broad_NSW","Rural"
2483,"Broad_NSW","Rural"
2484,"Broad_NSW","Rural"
2485,"Broad_NSW","Urban"
2486,"Broad_NSW","Urban"
2487,"Broad_NSW","Urban"
2488,"Broad_NSW","Urban"
2489,"Broad_NSW","Urban"
2490,"Broad_NSW","Urban"
2500,"Broad_NSW","Urban"
2502,"Broad_NSW","Urban"
2505,"Broad_NSW","Urban"
2506,"Broad_NSW","Urban"
2508,"Broad_NSW","Urban"
2515,"Broad_NSW","Urban"
2516,"Broad_NSW","Urban"
2517,"Broad_NSW","Urban"
2518,"Broad_NSW","Urban"
2519,"Broad_NSW","Urban"
2522,"Broad_NSW","Urban"
2525,"Broad_NSW","Urban"
2526,"Broad_NSW","Urban"
2527,"Broad_NSW","Urban"
2528,"Broad_NSW","Urban"
2529,"Broad_NSW","Urban"
2530,"Broad_NSW","Urban"
2533,"Broad_NSW","Rural"
2534,"Broad_NSW","Rural"
2535,"Broad_NSW","Rural"
2536,"Broad_NSW","Rural"
2537,"Broad_NSW","Rural"
2538,"Broad_NSW","Rural"
2539,"Broad_NSW","Rural"
2540,"Broad_NSW","Rural"
2541,"Broad_NSW","Rural"
2545,"Broad_NSW","Rural"
2546,"Broad_NSW","Rural"
2548,"Broad_NSW","Rural"
2549,"Broad_NSW","Rural"
2550,"Broad_NSW","Rural"
2551,"Broad_NSW","Rural"
2555,"Broad_NSW","Urban"
2556,"Broad_NSW","Urban"
2557,"Broad_NSW","Urban"
2558,"Broad_NSW","Urban"
2559,"Broad_NSW","Urban"
2560,"Broad_NSW","Urban"
2563,"Broad_NSW","Urban"
2564,"Broad_NSW","Urban"
2565,"Broad_NSW","Urban"
2566,"Broad_NSW","Urban"
2567,"Broad_NSW","Urban"
2568,"Broad_NSW","Urban"
2569,"Broad_NSW","Rural"
2570,"Broad_NSW","Urban"
2571,"Broad_NSW","Rural"
2572,"Broad_NSW","Rural"
2573,"Broad_NSW","Rural"
2574,"Broad_NSW","Rural"
2575,"Broad_NSW","Rural"
2576,"Broad_NSW","Rural"
2577,"Broad_NSW","Rural"
2578,"Broad_NSW","Rural"
2579,"Broad_NSW","Rural"
2580,"Broad_NSW","Rural"
2581,"Broad_NSW","Rural"
2582,"Broad_NSW","Rural"
2583,"Broad_NSW","Rural"
2584,"Broad_NSW","Rural"
2585,"Broad_NSW","Rural"
2586,"Broad_NSW","Rural"
2587,"Broad_NSW","Rural"
2588,"Broad_NSW","Rural"
2590,"Broad_NSW","Rural"
2594,"Broad_NSW","Rural"
2600,"Broad_NSW","Urban"
2601,"Broad_NSW","Urban"
2602,"Broad_NSW","Urban"
2603,"Broad_NSW","Urban"
2604,"Broad_NSW","Urban"
2605,"Broad_NSW","Urban"
2606,"Broad_NSW","Urban"
2607,"Broad_NSW","Urban"
2609,"Broad_NSW","Urban"
2611,"Broad_NSW","Urban"
2612,"Broad_NSW","Urban"
2614,"Broad_NSW","Urban"
2615,"Broad_NSW","Urban"
2617,"Broad_NSW","Urban"
2618,"Broad_NSW","Rural"
2619,"Broad_NSW","Urban"
2620,"Broad_NSW","Urban"
2621,"Broad_NSW","Rural"
2622,"Broad_NSW","Rural"
2623,"Broad_NSW","Rural"
2625,"Broad_NSW","Rural"
2626,"Broad_NSW","Rural"
2627,"Broad_NSW","Rural"
2628,"Broad_NSW","Rural"
2629,"Broad_NSW","Rural"
2630,"Broad_NSW","Rural"
2631,"Broad_NSW","Rural"
2632,"Broad_NSW","Rural"
2633,"Broad_NSW","Rural"
2640,"Broad_NSW","Rural"
2641,"Broad_NSW","Rural"
2642,"Broad_NSW","Rural"
2643,"Broad_NSW","Rural"
2644,"Broad_NSW","Rural"
2645,"Broad_NSW","Rural"
2646,"Broad_NSW","Rural"
2647,"Broad_NSW","Rural"
2648,"Broad_NSW","Rural"
2649,"Broad_NSW","Rural"
2650,"Broad_NSW","Rural"
2651,"Broad_NSW","Rural"
2652,"Broad_NSW","Rural"
2653,"Broad_NSW","Rural"
2655,"Broad_NSW","Rural"
2656,"Broad_NSW","Rural"
2658,"Broad_NSW","Rural"
2659,"Broad_NSW","Rural"
2660,"Broad_NSW","Rural"
2661,"Broad_NSW","Rural"
2663,"Broad_NSW","Rural"
2665,"Broad_NSW","Rural"
2666,"Broad_NSW","Rural"
2668,"Broad_NSW","Rural"
2669,"Broad_NSW","Rural"
2671,"Broad_NSW","Rural"
2672,"Broad_NSW","Rural"
2675,"Broad_NSW","Rural"
2678,"Broad_NSW","Rural"
2680,"Broad_NSW","Rural"
2681,"Broad_NSW","Rural"
2700,"Broad_NSW","Rural"
2701,"Broad_NSW","Rural"
2702,"Broad_NSW","Rural"
2703,"Broad_NSW","Rural"
2705,"Broad_NSW","Rural"
2706,"Broad_NSW","Rural"
2707,"Broad_NSW","Rural"
2710,"Broad_NSW","Rural"
2711,"Broad_NSW","Rural"
2712,"Broad_NSW","Rural"
2713,"Broad_NSW","Rural"
2714,"Broad_NSW","Rural"
2715,"Broad_NSW","Rural"
2716,"Broad_NSW","Rural"
2717,"Broad_NSW","Rural"
2720,"Broad_NSW","Rural"
2721,"Broad_NSW","Rural"
2722,"Broad_NSW","Rural"
2725,"Broad_NSW","Rural"
2726,"Broad_NSW","Rural"
2727,"Broad_NSW","Rural"
2729,"Broad_NSW","Rural"
2730,"Broad_NSW","Rural"
2731,"Broad_NSW","Rural"
2732,"Broad_NSW","Rural"
2733,"Broad_NSW","Rural"
2734,"Broad_NSW","Rural"
2735,"Broad_NSW","Rural"
2736,"Broad_NSW","Rural"
2737,"Broad_NSW","Rural"
2738,"Broad_NSW","Rural"
2739,"Broad_NSW","Rural"
2745,"Broad_NSW","Urban"
2747,"Broad_NSW","Urban"
2748,"Broad_NSW","Urban"
2749,"Broad_NSW","Urban"
2750,"Broad_NSW","Urban"
2752,"Broad_NSW","Rural"
2753,"Broad_NSW","Urban"
2754,"Broad_NSW","Urban"
2755,"Broad_NSW","Urban"
2756,"Broad_NSW","Urban"
2757,"Broad_NSW","Rural"
2758,"Broad_NSW","Rural"
2759,"Broad_NSW","Urban"
2760,"Broad_NSW","Urban"
2761,"Broad_NSW","Urban"
2762,"Broad_NSW","Urban"
2763,"Broad_NSW","Urban"
2765,"Broad_NSW","Urban"
2766,"Broad_NSW","Urban"
2767,"Broad_NSW","Urban"
2768,"Broad_NSW","Urban"
2769,"Broad_NSW","Urban"
2770,"Broad_NSW","Urban"
2773,"Broad_NSW","Urban"
2774,"Broad_NSW","Urban"
2775,"Broad_NSW","Rural"
2776,"Broad_NSW","Urban"
2777,"Broad_NSW","Urban"
2778,"Broad_NSW","Urban"
2779,"Broad_NSW","Urban"
2780,"Broad_NSW","Urban"
2782,"Broad_NSW","Urban"
2783,"Broad_NSW","Urban"
2784,"Broad_NSW","Urban"
2785,"Broad_NSW","Rural"
2786,"Broad_NSW","Rural"
2787,"Broad_NSW","Rural"
2790,"Broad_NSW","Rural"
2791,"Broad_NSW","Rural"
2792,"Broad_NSW","Rural"
2793,"Broad_NSW","Rural"
2794,"Broad_NSW","Rural"
2795,"Broad_NSW","Rural"
2797,"Broad_NSW","Rural"
2798,"Broad_NSW","Rural"
2799,"Broad_NSW","Rural"
2800,"Broad_NSW","Rural"
2803,"Broad_NSW","Rural"
2804,"Broad_NSW","Rural"
2805,"Broad_NSW","Rural"
2806,"Broad_NSW","Rural"
2807,"Broad_NSW","Rural"
2808,"Broad_NSW","Rural"
2809,"Broad_NSW","Rural"
2810,"Broad_NSW","Rural"
2817,"Broad_NSW","Rural"
2818,"Broad_NSW","Rural"
2820,"Broad_NSW","Rural"
2821,"Broad_NSW","Rural"
2822,"Broad_NSW","Rural"
2823,"Broad_NSW","Rural"
2824,"Broad_NSW","Rural"
2825,"Broad_NSW","Rural"
2826,"Broad_NSW","Rural"
2827,"Broad_NSW","Rural"
2828,"Broad_NSW","Rural"
2829,"Broad_NSW","Rural"
2830,"Broad_NSW","Rural"
2831,"Broad_NSW","Rural"
2832,"Broad_NSW","Rural"
2833,"Broad_NSW","Rural"
2834,"Broad_NSW","Rural"
2835,"Broad_NSW","Rural"
2836,"Broad_NSW","Rural"
2838,"Broad_NSW","Rural"
2839,"Broad_NSW","Rural"
2840,"Broad_NSW","Rural"
2842,"Broad_NSW","Rural"
2843,"Broad_NSW","Rural"
2844,"Broad_NSW","Rural"
2845,"Broad_NSW","Rural"
2846,"Broad_NSW","Rural"
2847,"Broad_NSW","Rural"
2848,"Broad_NSW","Rural"
2849,"Broad_NSW","Rural"
2850,"Broad_NSW","Rural"
2852,"Broad_NSW","Rural"
2864,"Broad_NSW","Rural"
2865,"Broad_NSW","Rural"
2866,"Broad_NSW","Rural"
2867,"Broad_NSW","Rural"
2868,"Broad_NSW","Rural"
2869,"Broad_NSW","Rural"
2870,"Broad_NSW","Rural"
2871,"Broad_NSW","Rural"
2873,"Broad_NSW","Rural"
2874,"Broad_NSW","Rural"
2875,"Broad_NSW","Rural"
2876,"Broad_NSW","Rural"
2877,"Broad_NSW","Rural"
2878,"Broad_NSW","Rural"
2879,"Broad_NSW","Rural"
2880,"Broad_NSW","Rural"
2898,"Broad_NSW","Rural"
2899,"Broad_NSW","Rural"
2900,"Broad_NSW","Urban"
2902,"Broad_NSW","Urban"
2903,"Broad_NSW","Urban"
2904,"Broad_NSW","Urban"
2905,"Broad_NSW","Urban"
2906,"Broad_NSW","Urban"
2911,"Broad_NSW","Urban"
2912,"Broad_NSW","Urban"
2913,"Broad_NSW","Urban"
2914,"Broad_NSW","Urban"
3000,"Victoria_Tasmania","Urban"
3002,"Victoria_Tasmania","Urban"
3003,"Victoria_Tasmania","Urban"
3004,"Victoria_Tasmania","Urban"
3005,"Victoria_Tasmania","Urban"
3006,"Victoria_Tasmania","Urban"
3008,"Victoria_Tasmania","Urban"
3010,"Victoria_Tasmania","Urban"
3011,"Victoria_Tasmania","Urban"
3012,"Victoria_Tasmania","Urban"
3013,"Victoria_Tasmania","Urban"
3015,"Victoria_Tasmania","Urban"
3016,"Victoria_Tasmania","Urban"
3018,"Victoria_Tasmania","Urban"
3019,"Victoria_Tasmania","Urban"
3020,"Victoria_Tasmania","Urban"
3021,"Victoria_Tasmania","Urban"
3022,"Victoria_Tasmania","Urban"
3023,"Victoria_Tasmania","Urban"
3024,"Victoria_Tasmania","Urban"
3025,"Victoria_Tasmania","Urban"
3026,"Victoria_Tasmania","Urban"
3027,"Victoria_Tasmania","Urban"
3028,"Victoria_Tasmania","Urban"
3029,"Victoria_Tasmania","Urban"
3030,"Victoria_Tasmania","Urban"
3031,"Victoria_Tasmania","Urban"
3032,"Victoria_Tasmania","Urban"
3033,"Victoria_Tasmania","Urban"
3034,"Victoria_Tasmania","Urban"
3036,"Victoria_Tasmania","Urban"
3037,"Victoria_Tasmania","Urban"
3038,"Victoria_Tasmania","Urban"
3039,"Victoria_Tasmania","Urban"
3040,"Victoria_Tasmania","Urban"
3041,"Victoria_Tasmania","Urban"
3042,"Victoria_Tasmania","Urban"
3043,"Victoria_Tasmania","Urban"
3044,"Victoria_Tasmania","Urban"
3045,"Victoria_Tasmania","Urban"
3046,"Victoria_Tasmania","Urban"
3047,"Victoria_Tasmania","Urban"
3048,"Victoria_Tasmania","Urban"
3049,"Victoria_Tasmania","Urban"
3050,"Victoria_Tasmania","Urban"
3051,"Victoria_Tasmania","Urban"
3052,"Victoria_Tasmania","Urban"
3053,"Victoria_Tasmania","Urban"
3054,"Victoria_Tasmania","Urban"
3055,"Victoria_Tasmania","Urban"
3056,"Victoria_Tasmania","Urban"
3057,"Victoria_Tasmania","Urban"
3058,"Victoria_Tasmania","Urban"
3059,"Victoria_Tasmania","Urban"
3060,"Victoria_Tasmania","Urban"
3061,"Victoria_Tasmania","Urban"
3062,"Victoria_Tasmania","Urban"
3063,"Victoria_Tasmania","Urban"
3064,"Victoria_Tasmania","Urban"
3065,"Victoria_Tasmania","Urban"
3066,"Victoria_Tasmania","Urban"
3067,"Victoria_Tasmania","Urban"
3068,"Victoria_Tasmania","Urban"
3070,"Victoria_Tasmania","Urban"
3071,"Victoria_Tasmania","Urban"
3072,"Victoria_Tasmania","Urban"
3073,"Victoria_Tasmania","Urban"
3074,"Victoria_Tasmania","Urban"
3075,"Victoria_Tasmania","Urban"
3076,"Victoria_Tasmania","Urban"
3078,"Victoria_Tasmania","Urban"
3079,"Victoria_Tasmania","Urban"
3081,"Victoria_Tasmania","Urban"
3082,"Victoria_Tasmania","Urban"
3083,"Victoria_Tasmania","Urban"
3084,"Victoria_Tasmania","Urban"
3085,"Victoria_Tasmania","Urban"
3086,"Victoria_Tasmania","Urban"
3087,"Victoria_Tasmania","Urban"
3088,"Victoria_Tasmania","Urban"
3089,"Victoria_Tasmania","Urban"
3090,"Victoria_Tasmania","Urban"
3091,"Victoria_Tasmania","Urban"
3093,"Victoria_Tasmania","Urban"
3094,"Victoria_Tasmania","Urban"
3095,"Victoria_Tasmania","Urban"
3096,"Victoria_Tasmania","Urban"
3097,"Victoria_Tasmania","Urban"
3099,"Victoria_Tasmania","Urban"
3101,"Victoria_Tasmania","Urban"
3102,"Victoria_Tasmania","Urban"
3103,"Victoria_Tasmania","Urban"
3104,"Victoria_Tasmania","Urban"
3105,"Victoria_Tasmania","Urban"
3106,"Victoria_Tasmania","Urban"
3107,"Victoria_Tasmania","Urban"
3108,"Victoria_Tasmania","Urban"
3109,"Victoria_Tasmania","Urban"
3111,"Victoria_Tasmania","Urban"
3113,"Victoria_Tasmania","Urban"
3114,"Victoria_Tasmania","Urban"
3115,"Victoria_Tasmania","Urban"
3116,"Victoria_Tasmania","Urban"
3121,"Victoria_Tasmania","Urban"
3122,"Victoria_Tasmania","Urban"
3123,"Victoria_Tasmania","Urban"
3124,"Victoria_Tasmania","Urban"
3125,"Victoria_Tasmania","Urban"
3126,"Victoria_Tasmania","Urban"
3127,"Victoria_Tasmania","Urban"
3128,"Victoria_Tasmania","Urban"
3129,"Victoria_Tasmania","Urban"
3130,"Victoria_Tasmania","Urban"
3131,"Victoria_Tasmania","Urban"
3132,"Victoria_Tasmania","Urban"
3133,"Victoria_Tasmania","Urban"
3134,"Victoria_Tasmania","Urban"
3135,"Victoria_Tasmania","Urban"
3136,"Victoria_Tasmania","Urban"
3137,"Victoria_Tasmania","Urban"
3138,"Victoria_Tasmania","Urban"
3139,"Victoria_Tasmania","Rural"
