"zip","region"
17420,"East"
17421,"East"
17422,"East"
17423,"East"
17424,"East"
17425,"East"
17426,"East"
17427,"East"
17428,"East"
17429,"East"
17430,"East"
17431,"East"
17432,"East"
17433,"East"
17434,"East"
17435,"East"
17436,"East"
17437,"East"
17438,"East"
17439,"East"
17440,"East"
17441,"East"
17442,"East"
17443,"East"
17444,"East"
17445,"East"
17446,"East"
17447,"East"
17448,"East"
17449,"East"
17450,"East"
17451,"East"
17452,"East"
17453,"East"
17454,"East"
17455,"East"
17456,"East"
17457,"East"
17458,"East"
17459,"East"
17460,"East"
17461,"East"
17462,"East"
17463,"East"
17464,"East"
17465,"East"
17466,"East"
17467,"East"
17468,"East"
17469,"East"
17470,"East"
17471,"East"
17472,"East"
17473,"East"
17474,"East"
17475,"East"
17476,"East"
17477,"East"
17478,"East"
17479,"East"
17480,"East"
17481,"East"
17482,"East"
17483,"East"
17484,"East"
17485,"East"
17486,"East"
17487,"East"
17488,"East"
17489,"East"
17490,"East"
17491,"East"
17492,"East"
17493,"East"
17494,"East"
17495,"East"
17496,"East"
17497,"East"
17498,"East"
17499,"East"
17500,"East"
17501,"East"
17502,"East"
17503,"East"
17504,"East"
17505,"East"
17506,"East"
17507,"East"
17508,"East"
17509,"East"
17510,"East"
17511,"East"
17512,"East"
17513,"East"
17514,"East"
17515,"East"
17516,"East"
17517,"East"
17518,"East"
17519,"East"
17520,"East"
17521,"East"
17522,"East"
17523,"East"
17524,"East"
17525,"East"
17526,"East"
17527,"East"
17528,"East"
17529,"East"
17530,"East"
17531,"East"
17532,"East"
17533,"East"
17534,"East"
17535,"East"
17536,"East"
17537,"East"
17538,"East"
17539,"East"
17540,"East"
17541,"East"
17542,"East"
17543,"East"
17544,"East"
17545,"East"
17546,"East"
17547,"East"
17548,"East"
17549,"East"
17550,"East"
17551,"East"
17552,"East"
17553,"East"
17554,"East"
17555,"East"
17556,"East"
17557,"East"
17558,"East"
17559,"East"
17560,"East"
17561,"East"
17562,"East"
17563,"East"
17564,"East"
17565,"East"
17566,"East"
17567,"East"
17568,"East"
17569,"East"
17570,"East"
17571,"East"
17572,"East"
17573,"East"
17574,"East"
17575,"East"
17576,"East"
17577,"East"
17578,"East"
17579,"East"
17580,"East"
17581,"East"
17582,"East"
17583,"East"
17584,"East"
17585,"East"
17586,"East"
17587,"East"
17588,"East"
17589,"East"
17590,"East"
17591,"East"
17592,"East"
17593,"East"
17594,"East"
17595,"East"
17596,"East"
17597,"East"
17598,"East"
17599,"East"
17600,"East"
17601,"East"
17602,"East"
17603,"East"
17604,"East"
17605,"East"
17606,"East"
17607,"East"
17608,"East"
17609,"East"
17610,"East"
17611,"East"
17612,"East"
17613,"East"
17614,"East"
17615,"East"
17616,"East"
17617,"East"
17618,"East"
17619,"East"
17620,"East"
17621,"East"
17622,"East"
17623,"East"
17624,"East"
17625,"East"
17626,"East"
17627,"East"
17628,"East"
17629,"East"
17630,"East"
17631,"East"
17632,"East"
17633,"East"
17634,"East"
17635,"East"
17636,"East"
17637,"East"
17638,"East"
17639,"East"
17640,"East"
17641,"East"
17642,"East"
17643,"East"
17644,"East"
17645,"East"
17646,"East"
17647,"East"
17648,"East"
17649,"East"
17650,"East"
17651,"East"
17652,"East"
17653,"East"
17654,"East"
17655,"East"
17656,"East"
17657,"East"
17658,"East"
17659,"East"
17660,"East"
17661,"East"
17662,"East"
17663,"East"
17664,"East"
17665,"East"
17666,"East"
17667,"East"
17668,"East"
17669,"East"
17670,"East"
17671,"East"
17672,"East"
17673,"East"
17674,"East"
17675,"East"
17676,"East"
17677,"East"
17678,"East"
17679,"East"
17680,"East"
17681,"East"
17682,"East"
17683,"East"
17684,"East"
17685,"East"
17686,"East"
17687,"East"
17688,"East"
17689,"East"
17690,"East"
17691,"East"
17692,"East"
17693,"East"
17694,"East"
17695,"East"
17696,"East"
17697,"East"
17698,"East"
17699,"East"
17700,"East"
17701,"East"
17702,"East"
17703,"East"
17704,"East"
17705,"East"
17706,"East"
17707,"East"
17708,"East"
17709,"East"
17710,"East"
17711,"East"
17712,"East"
17713,"East"
17714,"East"
17715,"East"
17716,"East"
17717,"East"
17718,"East"
