"CAP","Urbanity.CAP","Region.quota"
37042,"Small_Cities","North-East"
37043,"Rural","North-East"
37044,"Small_Cities","North-East"
37045,"Small_Cities","North-East"
37046,"Rural","North-East"
37047,"Small_Cities","North-East"
37049,"Small_Cities","North-East"
37050,"Rural","North-East"
37051,"Small_Cities","North-East"
37052,"Small_Cities","North-East"
37053,"Small_Cities","North-East"
37054,"Small_Cities","North-East"
37055,"Rural","North-East"
37056,"Rural","North-East"
37057,"Small_Cities","North-East"
37058,"Small_Cities","North-East"
37059,"Small_Cities","North-East"
37060,"Small_Cities","North-East"
37063,"Small_Cities","North-East"
37064,"Small_Cities","North-East"
37066,"Small_Cities","North-East"
37067,"Small_Cities","North-East"
37068,"Small_Cities","North-East"
37069,"Small_Cities","North-East"
38010,"Rural","North-East"
38011,"Rural","North-East"
38012,"Rural","North-East"
38013,"Rural","North-East"
38015,"Small_Cities","North-East"
38016,"Small_Cities","North-East"
38017,"Small_Cities","North-East"
38018,"Rural","North-East"
38019,"Rural","North-East"
38020,"Rural","North-East"
38021,"Rural","North-East"
38022,"Rural","North-East"
38023,"Small_Cities","North-East"
38024,"Rural","North-East"
38025,"Rural","North-East"
38026,"Rural","North-East"
38027,"Rural","North-East"
38028,"Rural","North-East"
38029,"Rural","North-East"
38030,"Rural","North-East"
38031,"Rural","North-East"
38032,"Rural","North-East"
38033,"Rural","North-East"
38034,"Rural","North-East"
38035,"Rural","North-East"
38036,"Rural","North-East"
38037,"Rural","North-East"
38038,"Rural","North-East"
38039,"Rural","North-East"
38040,"Rural","North-East"
38041,"Rural","North-East"
38042,"Rural","North-East"
38043,"Rural","North-East"
38045,"Rural","North-East"
38046,"Rural","North-East"
38047,"Rural","North-East"
38048,"Rural","North-East"
38049,"Rural","North-East"
38050,"Rural","North-East"
38051,"Small_Cities","North-East"
38052,"Small_Cities","North-East"
38053,"Rural","North-East"
38054,"Rural","North-East"
38055,"Rural","North-East"
38056,"Small_Cities","North-East"
38057,"Small_Cities","North-East"
38059,"Small_Cities","North-East"
38060,"Small_Cities","North-East"
38061,"Small_Cities","North-East"
38062,"Small_Cities","North-East"
38063,"Rural","North-East"
38064,"Rural","North-East"
38065,"Small_Cities","North-East"
38066,"Small_Cities","North-East"
38067,"Rural","North-East"
38068,"Small_Cities","North-East"
38069,"Small_Cities","North-East"
38070,"Small_Cities","North-East"
38071,"Rural","North-East"
38072,"Rural","North-East"
38073,"Rural","North-East"
38074,"Rural","North-East"
38075,"Rural","North-East"
38076,"Rural","North-East"
38077,"Rural","North-East"
38078,"Rural","North-East"
38079,"Rural","North-East"
38080,"Rural","North-East"
38081,"Rural","North-East"
38082,"Small_Cities","North-East"
38083,"Rural","North-East"
38085,"Rural","North-East"
38086,"Rural","North-East"
38087,"Rural","North-East"
38088,"Rural","North-East"
38089,"Rural","North-East"
39010,"Rural","North-East"
39011,"Small_Cities","North-East"
39012,"Small_Cities","North-East"
39013,"Rural","North-East"
39014,"Rural","North-East"
39015,"Rural","North-East"
39016,"Rural","North-East"
39017,"Rural","North-East"
39018,"Rural","North-East"
39019,"Rural","North-East"
39020,"Rural","North-East"
39021,"Rural","North-East"
39022,"Small_Cities","North-East"
39023,"Rural","North-East"
39024,"Rural","North-East"
39025,"Rural","North-East"
39026,"Rural","North-East"
39027,"Rural","North-East"
39028,"Small_Cities","North-East"
39029,"Rural","North-East"
39030,"Rural","North-East"
39031,"Small_Cities","North-East"
39032,"Rural","North-East"
39033,"Rural","North-East"
39034,"Rural","North-East"
39035,"Rural","North-East"
39036,"Rural","North-East"
39037,"Rural","North-East"
39038,"Rural","North-East"
39039,"Rural","North-East"
39040,"Rural","North-East"
39041,"Rural","North-East"
39042,"Small_Cities","North-East"
39043,"Rural","North-East"
39044,"Rural","North-East"
39045,"Rural","North-East"
39046,"Small_Cities","North-East"
39047,"Rural","North-East"
39048,"Rural","North-East"
39049,"Small_Cities","North-East"
39050,"Rural","North-East"
39051,"Small_Cities","North-East"
39052,"Small_Cities","North-East"
39053,"Rural","North-East"
39054,"Rural","North-East"
39055,"Small_Cities","North-East"
39056,"Rural","North-East"
39057,"Small_Cities","North-East"
39058,"Rural","North-East"
39100,"Cities","North-East"
40010,"Rural","North-East"
40011,"Small_Cities","North-East"
40012,"Small_Cities","North-East"
40013,"Small_Cities","North-East"
40014,"Small_Cities","North-East"
40015,"Rural","North-East"
40016,"Small_Cities","North-East"
40017,"Small_Cities","North-East"
40018,"Small_Cities","North-East"
40019,"Small_Cities","North-East"
40020,"Rural","North-East"
40021,"Rural","North-East"
40022,"Rural","North-East"
40023,"Rural","North-East"
40024,"Small_Cities","North-East"
40025,"Rural","North-East"
40026,"Small_Cities","North-East"
40027,"Rural","North-East"
40030,"Rural","North-East"
40032,"Rural","North-East"
40033,"Small_Cities","North-East"
40034,"Rural","North-East"
40035,"Rural","North-East"
40036,"Rural","North-East"
40037,"Small_Cities","North-East"
40038,"Rural","North-East"
40041,"Rural","North-East"
40042,"Rural","North-East"
40043,"Rural","North-East"
40045,"Rural","North-East"
40046,"Rural","North-East"
40048,"Rural","North-East"
40050,"Rural","North-East"
40051,"Rural","North-East"
40052,"Rural","North-East"
40053,"Rural","North-East"
40054,"Rural","North-East"
40055,"Small_Cities","North-East"
40056,"Rural","North-East"
40057,"Rural","North-East"
40059,"Small_Cities","North-East"
40060,"Rural","North-East"
40061,"Small_Cities","North-East"
40062,"Small_Cities","North-East"
40063,"Rural","North-East"
40064,"Small_Cities","North-East"
40065,"Small_Cities","North-East"
40066,"Small_Cities","North-East"
40068,"Small_Cities","North-East"
40069,"Small_Cities","North-East"
41011,"Small_Cities","North-East"
41012,"Cities","North-East"
41013,"Small_Cities","North-East"
41014,"Rural","North-East"
41015,"Small_Cities","North-East"
41016,"Rural","North-East"
41017,"Rural","North-East"
41018,"Rural","North-East"
41019,"Small_Cities","North-East"
41020,"Rural","North-East"
41021,"Rural","North-East"
41022,"Rural","North-East"
41023,"Rural","North-East"
41025,"Rural","North-East"
41026,"Small_Cities","North-East"
41027,"Rural","North-East"
41028,"Rural","North-East"
41029,"Rural","North-East"
41030,"Rural","North-East"
41031,"Rural","North-East"
41032,"Small_Cities","North-East"
41033,"Small_Cities","North-East"
41034,"Small_Cities","North-East"
41036,"Small_Cities","North-East"
41037,"Small_Cities","North-East"
41038,"Small_Cities","North-East"
41039,"Small_Cities","North-East"
41040,"Rural","North-East"
41042,"Small_Cities","North-East"
41043,"Small_Cities","North-East"
41044,"Rural","North-East"
41045,"Rural","North-East"
41046,"Rural","North-East"
41048,"Rural","North-East"
41049,"Cities","North-East"
41051,"Small_Cities","North-East"
41052,"Rural","North-East"
41053,"Small_Cities","North-East"
41054,"Rural","North-East"
41055,"Rural","North-East"
41056,"Small_Cities","North-East"
41057,"Small_Cities","North-East"
41058,"Small_Cities","North-East"
41059,"Rural","North-East"
42010,"Small_Cities","North-East"
42011,"Small_Cities","North-East"
42012,"Small_Cities","North-East"
42013,"Small_Cities","North-East"
42014,"Small_Cities","North-East"
42015,"Small_Cities","North-East"
42016,"Small_Cities","North-East"
42017,"Small_Cities","North-East"
42018,"Small_Cities","North-East"
42019,"Small_Cities","North-East"
42020,"Small_Cities","North-East"
42021,"Small_Cities","North-East"
42022,"Small_Cities","North-East"
42023,"Small_Cities","North-East"
42024,"Small_Cities","North-East"
42025,"Small_Cities","North-East"
42026,"Rural","North-East"
42027,"Small_Cities","North-East"
42028,"Rural","North-East"
42030,"Rural","North-East"
42031,"Rural","North-East"
42032,"Rural","North-East"
42033,"Rural","North-East"
42034,"Rural","North-East"
42035,"Rural","North-East"
42037,"Rural","North-East"
42039,"Rural","North-East"
42040,"Rural","North-East"
42041,"Small_Cities","North-East"
42042,"Small_Cities","North-East"
42043,"Rural","North-East"
42044,"Rural","North-East"
42045,"Rural","North-East"
42046,"Small_Cities","North-East"
42047,"Rural","North-East"
42048,"Small_Cities","North-East"
42049,"Small_Cities","North-East"
43010,"Rural","North-East"
43011,"Rural","North-East"
43012,"Rural","North-East"
43013,"Small_Cities","North-East"
43014,"Rural","North-East"
43015,"Small_Cities","North-East"
43017,"Rural","North-East"
43018,"Rural","North-East"
43019,"Rural","North-East"
43021,"Rural","North-East"
43022,"Rural","North-East"
43024,"Rural","North-East"
43025,"Rural","North-East"
43028,"Rural","North-East"
43029,"Small_Cities","North-East"
43030,"Rural","North-East"
43032,"Rural","North-East"
43035,"Small_Cities","North-East"
43036,"Small_Cities","North-East"
43037,"Rural","North-East"
43038,"Small_Cities","North-East"
43039,"Small_Cities","North-East"
43040,"Rural","North-East"
43041,"Rural","North-East"
43042,"Rural","North-East"
43043,"Small_Cities","North-East"
43044,"Small_Cities","North-East"
43045,"Small_Cities","North-East"
43047,"Rural","North-East"
43049,"Rural","North-East"
43050,"Rural","North-East"
43051,"Rural","North-East"
43052,"Small_Cities","North-East"
43053,"Rural","North-East"
43055,"Rural","North-East"
43056,"Rural","North-East"
43058,"Rural","North-East"
43059,"Rural","North-East"
44011,"Rural","North-East"
44012,"Rural","North-East"
44015,"Small_Cities","North-East"
44019,"Rural","North-East"
44020,"Rural","North-East"
44021,"Small_Cities","North-East"
44022,"Small_Cities","North-East"
44023,"Rural","North-East"
44025,"Rural","North-East"
44026,"Rural","North-East"
44027,"Rural","North-East"
44028,"Small_Cities","North-East"
44030,"Rural","North-East"
44033,"Rural","North-East"
44034,"Small_Cities","North-East"
44035,"Rural","North-East"
44037,"Rural","North-East"
44039,"Rural","North-East"
44042,"Small_Cities","North-East"
44043,"Rural","North-East"
44047,"Rural","North-East"
44049,"Small_Cities","North-East"
45010,"Rural","North-East"
45011,"Small_Cities","North-East"
45012,"Rural","North-East"
45014,"Small_Cities","North-East"
45015,"Rural","North-East"
45017,"Rural","North-East"
45018,"Rural","North-East"
45019,"Small_Cities","North-East"
45020,"Rural","North-East"
45021,"Small_Cities","North-East"
45022,"Rural","North-East"
45023,"Rural","North-East"
45024,"Rural","North-East"
45025,"Rural","North-East"
45026,"Small_Cities","North-East"
45027,"Rural","North-East"
45030,"Rural","North-East"
45031,"Rural","North-East"
45032,"Rural","North-East"
45033,"Rural","North-East"
45034,"Rural","North-East"
45035,"Small_Cities","North-East"
45036,"Rural","North-East"
45037,"Rural","North-East"
45038,"Rural","North-East"
45039,"Rural","North-East"
45100,"Small_Cities","North-East"
46010,"Rural","North-West"
46011,"Rural","North-West"
46012,"Rural","North-West"
46013,"Rural","North-West"
46014,"Rural","North-West"
46017,"Rural","North-West"
46018,"Rural","North-West"
46019,"Small_Cities","North-West"
46020,"Rural","North-West"
46022,"Rural","North-West"
46023,"Small_Cities","North-West"
46024,"Rural","North-West"
46025,"Small_Cities","North-West"
46026,"Rural","North-West"
46027,"Small_Cities","North-West"
46028,"Small_Cities","North-West"
46029,"Small_Cities","North-West"
46030,"Small_Cities","North-West"
46031,"Rural","North-West"
46032,"Rural","North-West"
46033,"Rural","North-West"
46035,"Small_Cities","North-West"
46036,"Rural","North-West"
46037,"Rural","North-West"
46039,"Rural","North-West"
46040,"Rural","North-West"
46041,"Small_Cities","North-West"
46042,"Small_Cities","North-West"
46043,"Small_Cities","North-West"
46044,"Small_Cities","North-West"
46045,"Small_Cities","North-West"
46046,"Rural","North-West"
46047,"Small_Cities","North-West"
46048,"Rural","North-West"
46049,"Rural","North-West"
46100,"Small_Cities","North-West"
47010,"Rural","North-East"
47011,"Rural","North-East"
47012,"Rural","North-East"
47013,"Rural","North-East"
47014,"Small_Cities","North-East"
47015,"Rural","North-East"
47016,"Rural","North-East"
47017,"Rural","North-East"
47018,"Rural","North-East"
47019,"Rural","North-East"
47020,"Small_Cities","North-East"
47021,"Rural","North-East"
47025,"Rural","North-East"
47027,"Rural","North-East"
47028,"Rural","North-East"
47030,"Small_Cities","North-East"
47032,"Rural","North-East"
47034,"Small_Cities","North-East"
47035,"Small_Cities","North-East"
47039,"Small_Cities","North-East"
47042,"Small_Cities","North-East"
47043,"Small_Cities","North-East"
47814,"Small_Cities","North-East"
47822,"Small_Cities","North-East"
47824,"Rural","North-East"
47825,"Rural","North-East"
47826,"Small_Cities","North-East"
47832,"Small_Cities","North-East"
47833,"Small_Cities","North-East"
47834,"Rural","North-East"
47835,"Rural","North-East"
47836,"Rural","North-East"
47837,"Rural","North-East"
47838,"Small_Cities","North-East"
47841,"Small_Cities","North-East"
47842,"Small_Cities","North-East"
47843,"Small_Cities","North-East"
47853,"Small_Cities","North-East"
47854,"Rural","North-East"
47855,"Rural","North-East"
47861,"Rural","North-East"
47862,"Rural","North-East"
47863,"Small_Cities","North-East"
47864,"Rural","North-East"
47865,"Rural","North-East"
47866,"Rural","North-East"
47867,"Rural","North-East"
48010,"Rural","North-East"
48011,"Small_Cities","North-East"
48012,"Small_Cities","North-East"
48013,"Rural","North-East"
48014,"Small_Cities","North-East"
48015,"Small_Cities","North-East"
48017,"Rural","North-East"
48018,"Small_Cities","North-East"
48020,"Rural","North-East"
48022,"Small_Cities","North-East"
48024,"Small_Cities","North-East"
48025,"Rural","North-East"
48026,"Rural","North-East"
48027,"Rural","North-East"
50012,"Small_Cities","Center"
50013,"Small_Cities","Center"
50014,"Small_Cities","Center"
50018,"Small_Cities","Center"
50019,"Small_Cities","Center"
50021,"Rural","Center"
50022,"Rural","Center"
50023,"Rural","Center"
50025,"Rural","Center"
50026,"Rural","Center"
50028,"Rural","Center"
50031,"Small_Cities","Center"
50032,"Small_Cities","Center"
50033,"Rural","Center"
50034,"Rural","Center"
50035,"Rural","Center"
50036,"Rural","Center"
50037,"Rural","Center"
50038,"Rural","Center"
50039,"Rural","Center"
50041,"Small_Cities","Center"
50050,"Rural","Center"
50051,"Small_Cities","Center"
50052,"Small_Cities","Center"
50053,"Small_Cities","Center"
50054,"Small_Cities","Center"
50055,"Small_Cities","Center"
50056,"Small_Cities","Center"
50058,"Small_Cities","Center"
50059,"Small_Cities","Center"
50060,"Rural","Center"
50062,"Rural","Center"
50063,"Rural","Center"
50064,"Rural","Center"
50065,"Small_Cities","Center"
50066,"Small_Cities","Center"
50067,"Rural","Center"
50068,"Small_Cities","Center"
51010,"Small_Cities","Center"
51011,"Small_Cities","Center"
51013,"Small_Cities","Center"
51015,"Small_Cities","Center"
51016,"Small_Cities","Center"
51017,"Small_Cities","Center"
51018,"Small_Cities","Center"
51019,"Small_Cities","Center"
51020,"Small_Cities","Center"
51021,"Rural","Center"
51024,"Rural","Center"
51028,"Rural","Center"
51030,"Small_Cities","Center"
51031,"Small_Cities","Center"
51035,"Small_Cities","Center"
51036,"Small_Cities","Center"
51037,"Small_Cities","Center"
51039,"Small_Cities","Center"
51100,"Small_Cities","Center"
52010,"Rural","Center"
52011,"Rural","Center"
52014,"Rural","Center"
52015,"Rural","Center"
52016,"Rural","Center"
52017,"Rural","Center"
52018,"Rural","Center"
52020,"Rural","Center"
52021,"Rural","Center"
52022,"Rural","Center"
52024,"Rural","Center"
52025,"Small_Cities","Center"
52026,"Rural","Center"
52027,"Small_Cities","Center"
52028,"Small_Cities","Center"
52029,"Rural","Center"
52031,"Rural","Center"
52032,"Rural","Center"
52033,"Rural","Center"
52035,"Rural","Center"
52036,"Rural","Center"
52037,"Small_Cities","Center"
52038,"Rural","Center"
52041,"Rural","Center"
52043,"Small_Cities","Center"
52044,"Rural","Center"
52045,"Small_Cities","Center"
52046,"Rural","Center"
52047,"Rural","Center"
52048,"Rural","Center"
52100,"Cities","Center"
53011,"Rural","Center"
53012,"Rural","Center"
53013,"Rural","Center"
53014,"Small_Cities","Center"
53015,"Rural","Center"
53016,"Rural","Center"
53017,"Rural","Center"
53018,"Rural","Center"
53019,"Rural","Center"
53020,"Rural","Center"
53021,"Small_Cities","Center"
53022,"Rural","Center"
53023,"Rural","Center"
53024,"Rural","Center"
53025,"Rural","Center"
53026,"Rural","Center"
53027,"Rural","Center"
53030,"Rural","Center"
53031,"Rural","Center"
53034,"Small_Cities","Center"
53035,"Rural","Center"
53036,"Small_Cities","Center"
53037,"Rural","Center"
53040,"Rural","Center"
53041,"Rural","Center"
53042,"Small_Cities","Center"
53043,"Small_Cities","Center"
53045,"Rural","Center"
53047,"Rural","Center"
53048,"Small_Cities","Center"
53049,"Small_Cities","Center"
53100,"Small_Cities","Center"
54010,"Rural","Center"
54011,"Small_Cities","Center"
54012,"Rural","Center"
54013,"Rural","Center"
54014,"Rural","Center"
54015,"Rural","Center"
54016,"Rural","Center"
54021,"Rural","Center"
54023,"Rural","Center"
54026,"Rural","Center"
54027,"Rural","Center"
54028,"Rural","Center"
54029,"Rural","Center"
54033,"Small_Cities","Center"
54035,"Rural","Center"
54038,"Small_Cities","Center"
54100,"Cities","Center"
55011,"Small_Cities","Center"
55012,"Small_Cities","Center"
55015,"Small_Cities","Center"
55016,"Small_Cities","Center"
55019,"Rural","Center"
55020,"Rural","Center"
55022,"Rural","Center"
55023,"Rural","Center"
55025,"Rural","Center"
55027,"Small_Cities","Center"
55030,"Rural","Center"
55031,"Rural","Center"
55032,"Small_Cities","Center"
55033,"Rural","Center"
55034,"Rural","Center"
55035,"Rural","Center"
55036,"Rural","Center"
55038,"Rural","Center"
55040,"Rural","Center"
55041,"Small_Cities","Center"
55042,"Small_Cities","Center"
55045,"Small_Cities","Center"
55047,"Small_Cities","Center"
55049,"Small_Cities","Center"
55051,"Small_Cities","Center"
55054,"Small_Cities","Center"
55064,"Rural","Center"
55100,"Small_Cities","Center"
56010,"Small_Cities","Center"
56011,"Small_Cities","Center"
56012,"Small_Cities","Center"
56017,"Small_Cities","Center"
56019,"Small_Cities","Center"
56020,"Small_Cities","Center"
56021,"Small_Cities","Center"
56022,"Small_Cities","Center"
56025,"Small_Cities","Center"
56028,"Small_Cities","Center"
56029,"Small_Cities","Center"
56030,"Rural","Center"
56031,"Small_Cities","Center"
56032,"Small_Cities","Center"
56033,"Rural","Center"
56034,"Small_Cities","Center"
56035,"Rural","Center"
56036,"Rural","Center"
56037,"Rural","Center"
56038,"Small_Cities","Center"
56040,"Rural","Center"
56041,"Rural","Center"
56043,"Rural","Center"
56045,"Rural","Center"
56046,"Rural","Center"
56048,"Small_Cities","Center"
57014,"Rural","Center"
57016,"Small_Cities","Center"
57020,"Rural","Center"
57021,"Small_Cities","Center"
57022,"Rural","Center"
57023,"Small_Cities","Center"
57025,"Small_Cities","Center"
57027,"Small_Cities","Center"
57028,"Rural","Center"
57030,"Rural","Center"
57031,"Rural","Center"
57032,"Rural","Center"
57033,"Rural","Center"
57034,"Rural","Center"
57036,"Rural","Center"
57037,"Small_Cities","Center"
57038,"Rural","Center"
57039,"Rural","Center"
58010,"Rural","Center"
58011,"Rural","Center"
58012,"Rural","Center"
58014,"Rural","Center"
58015,"Rural","Center"
58017,"Rural","Center"
58019,"Small_Cities","Center"
58020,"Rural","Center"
58022,"Small_Cities","Center"
58023,"Rural","Center"
58024,"Small_Cities","Center"
58025,"Rural","Center"
58026,"Rural","Center"
58031,"Rural","Center"
58033,"Rural","Center"
58034,"Rural","Center"
58036,"Rural","Center"
58037,"Rural","Center"
58038,"Rural","Center"
58042,"Rural","Center"
58043,"Rural","Center"
58044,"Rural","Center"
58045,"Rural","Center"
58051,"Rural","Center"
58053,"Rural","Center"
58054,"Rural","Center"
58055,"Rural","Center"
58100,"Cities","Center"
59013,"Small_Cities","Center"
59015,"Small_Cities","Center"
59016,"Small_Cities","Center"
59021,"Small_Cities","Center"
59024,"Rural","Center"
59025,"Rural","Center"
59100,"Cities","Center"
60010,"Rural","Center"
60011,"Rural","Center"
60013,"Rural","Center"
60015,"Small_Cities","Center"
60018,"Small_Cities","Center"
60019,"Small_Cities","Center"
60020,"Small_Cities","Center"
60021,"Small_Cities","Center"
60022,"Small_Cities","Center"
60024,"Small_Cities","Center"
60025,"Small_Cities","Center"
60026,"Small_Cities","Center"
60027,"Small_Cities","Center"
60030,"Rural","Center"
60031,"Rural","Center"
60033,"Small_Cities","Center"
60034,"Rural","Center"
60035,"Small_Cities","Center"
60036,"Rural","Center"
60037,"Small_Cities","Center"
60038,"Rural","Center"
60039,"Rural","Center"
60040,"Rural","Center"
60041,"Rural","Center"
60043,"Rural","Center"
60044,"Small_Cities","Center"
60048,"Rural","Center"
61010,"Rural","Center"
61011,"Small_Cities","Center"
61012,"Small_Cities","Center"
61013,"Rural","Center"
61014,"Rural","Center"
61020,"Small_Cities","Center"
61021,"Rural","Center"
61022,"Rural","Center"
61023,"Rural","Center"
61024,"Rural","Center"
61025,"Small_Cities","Center"
61026,"Rural","Center"
61028,"Rural","Center"
61029,"Rural","Center"
61030,"Small_Cities","Center"
61032,"Small_Cities","Center"
61033,"Small_Cities","Center"
61034,"Small_Cities","Center"
61037,"Small_Cities","Center"
61038,"Rural","Center"
61039,"Rural","Center"
61040,"Rural","Center"
61041,"Rural","Center"
61042,"Rural","Center"
61043,"Rural","Center"
61044,"Rural","Center"
61045,"Rural","Center"
61046,"Rural","Center"
61047,"Rural","Center"
61048,"Rural","Center"
61049,"Small_Cities","Center"
62010,"Rural","Center"
62011,"Small_Cities","Center"
62012,"Small_Cities","Center"
62014,"Small_Cities","Center"
62015,"Small_Cities","Center"
62017,"Small_Cities","Center"
62018,"Small_Cities","Center"
62019,"Small_Cities","Center"
62020,"Rural","Center"
62021,"Rural","Center"
62022,"Rural","Center"
62024,"Small_Cities","Center"
62025,"Rural","Center"
62026,"Rural","Center"
62027,"Small_Cities","Center"
62028,"Rural","Center"
62029,"Small_Cities","Center"
62032,"Rural","Center"
62034,"Rural","Center"
62035,"Small_Cities","Center"
62036,"Rural","Center"
62038,"Rural","Center"
62039,"Rural","Center"
62100,"Small_Cities","Center"
63061,"Rural","Center"
63062,"Rural","Center"
63063,"Rural","Center"
63064,"Small_Cities","Center"
63065,"Rural","Center"
63066,"Small_Cities","Center"
63067,"Rural","Center"
63068,"Rural","Center"
63069,"Rural","Center"
63071,"Rural","Center"
63072,"Rural","Center"
63073,"Rural","Center"
63074,"Small_Cities","Center"
63075,"Rural","Center"
63076,"Small_Cities","Center"
63077,"Small_Cities","Center"
63078,"Small_Cities","Center"
63079,"Small_Cities","Center"
63081,"Rural","Center"
63082,"Small_Cities","Center"
63083,"Rural","Center"
63084,"Small_Cities","Center"
63085,"Rural","Center"
63086,"Rural","Center"
63087,"Rural","Center"
63088,"Rural","Center"
63091,"Rural","Center"
63092,"Rural","Center"
63093,"Rural","Center"
63094,"Rural","Center"
63095,"Rural","Center"
63096,"Rural","Center"
63100,"Small_Cities","Center"
63811,"Small_Cities","Center"
63812,"Small_Cities","Center"
63813,"Small_Cities","Center"
63814,"Rural","Center"
63815,"Rural","Center"
63816,"Rural","Center"
63821,"Small_Cities","Center"
63822,"Small_Cities","Center"
63823,"Rural","Center"
63824,"Small_Cities","Center"
63825,"Rural","Center"
63826,"Rural","Center"
63827,"Small_Cities","Center"
63828,"Rural","Center"
63831,"Rural","Center"
63832,"Rural","Center"
63833,"Rural","Center"
63834,"Rural","Center"
63835,"Rural","Center"
63836,"Rural","Center"
63837,"Rural","Center"
63838,"Rural","Center"
63839,"Rural","Center"
63841,"Rural","Center"
63842,"Rural","Center"
63843,"Rural","Center"
63844,"Rural","Center"
63845,"Rural","Center"
63846,"Rural","Center"
63847,"Rural","Center"
63848,"Rural","Center"
63851,"Rural","Center"
63852,"Rural","Center"
63853,"Rural","Center"
63854,"Rural","Center"
63855,"Rural","Center"
63856,"Rural","Center"
63857,"Rural","Center"
63858,"Rural","Center"
63900,"Small_Cities","Center"
64010,"Rural","South"
64011,"Small_Cities","South"
64012,"Rural","South"
64013,"Small_Cities","South"
64014,"Small_Cities","South"
64015,"Small_Cities","South"
64016,"Small_Cities","South"
64018,"Small_Cities","South"
64020,"Small_Cities","South"
64021,"Small_Cities","South"
64023,"Small_Cities","South"
64024,"Small_Cities","South"
64025,"Small_Cities","South"
64026,"Small_Cities","South"
64027,"Rural","South"
64028,"Small_Cities","South"
64030,"Rural","South"
64031,"Rural","South"
64032,"Rural","South"
64033,"Rural","South"
64034,"Rural","South"
64035,"Rural","South"
64036,"Rural","South"
64037,"Rural","South"
64039,"Rural","South"
64040,"Rural","South"
64041,"Rural","South"
64042,"Rural","South"
64043,"Rural","South"
64044,"Rural","South"
64045,"Rural","South"
64046,"Rural","South"
64047,"Rural","South"
64049,"Rural","South"
64100,"Small_Cities","South"
65010,"Small_Cities","South"
65011,"Rural","South"
65012,"Small_Cities","South"
65013,"Small_Cities","South"
65014,"Rural","South"
65015,"Small_Cities","South"
65017,"Small_Cities","South"
65019,"Rural","South"
65020,"Rural","South"
65022,"Rural","South"
65023,"Rural","South"
65024,"Rural","South"
65025,"Rural","South"
65026,"Small_Cities","South"
65027,"Rural","South"
65028,"Rural","South"
65029,"Rural","South"
66010,"Rural","South"
66011,"Rural","South"
66012,"Rural","South"
66014,"Rural","South"
66015,"Rural","South"
66016,"Small_Cities","South"
66017,"Rural","South"
66018,"Rural","South"
66019,"Rural","South"
66020,"Rural","South"
66021,"Small_Cities","South"
66022,"Rural","South"
66023,"Small_Cities","South"
66026,"Small_Cities","South"
66030,"Rural","South"
66031,"Rural","South"
66032,"Small_Cities","South"
66033,"Rural","South"
66034,"Small_Cities","South"
66036,"Rural","South"
66037,"Rural","South"
66038,"Rural","South"
66040,"Rural","South"
66041,"Small_Cities","South"
66042,"Rural","South"
66043,"Rural","South"
66044,"Rural","South"
66045,"Rural","South"
66046,"Rural","South"
66047,"Rural","South"
66050,"Small_Cities","South"
66051,"Rural","South"
66052,"Rural","South"
66054,"Small_Cities","South"
66100,"Small_Cities","South"
67010,"Rural","South"
67012,"Rural","South"
67013,"Rural","South"
67014,"Rural","South"
67015,"Rural","South"
67017,"Rural","South"
67019,"Rural","South"
67020,"Rural","South"
67021,"Rural","South"
67022,"Rural","South"
67023,"Rural","South"
67024,"Rural","South"
67025,"Rural","South"
67026,"Rural","South"
67027,"Rural","South"
67028,"Rural","South"
67029,"Rural","South"
67030,"Rural","South"
67031,"Small_Cities","South"
67032,"Rural","South"
67033,"Rural","South"
67034,"Rural","South"
67035,"Small_Cities","South"
67036,"Rural","South"
67037,"Rural","South"
67038,"Rural","South"
67039,"Small_Cities","South"
67040,"Rural","South"
67041,"Rural","South"
67043,"Small_Cities","South"
67044,"Rural","South"
67045,"Rural","South"
67046,"Rural","South"
67047,"Rural","South"
67048,"Rural","South"
67049,"Rural","South"
67050,"Rural","South"
67051,"Small_Cities","South"
67052,"Rural","South"
67053,"Rural","South"
67054,"Rural","South"
67055,"Rural","South"
67056,"Small_Cities","South"
67057,"Rural","South"
67058,"Rural","South"
67059,"Small_Cities","South"
67060,"Rural","South"
67061,"Rural","South"
67062,"Rural","South"
67063,"Rural","South"
67064,"Rural","South"
67066,"Rural","South"
67067,"Rural","South"
67068,"Rural","South"
67069,"Rural","South"
67100,"Cities","South"
70010,"Small_Cities","South"
70011,"Small_Cities","South"
70013,"Small_Cities","South"
70014,"Small_Cities","South"
70015,"Small_Cities","South"
70016,"Small_Cities","South"
70017,"Small_Cities","South"
70018,"Small_Cities","South"
70019,"Small_Cities","South"
70020,"Small_Cities","South"
70021,"Small_Cities","South"
70022,"Cities","South"
70023,"Small_Cities","South"
70024,"Small_Cities","South"
70025,"Small_Cities","South"
70026,"Small_Cities","South"
70027,"Small_Cities","South"
70028,"Small_Cities","South"
70029,"Small_Cities","South"
70032,"Cities","South"
70033,"Small_Cities","South"
70037,"Small_Cities","South"
70038,"Small_Cities","South"
70042,"Small_Cities","South"
70043,"Small_Cities","South"
70044,"Small_Cities","South"
70054,"Small_Cities","South"
70056,"Cities","South"
71010,"Rural","South"
71011,"Small_Cities","South"
71012,"Rural","South"
71013,"Small_Cities","South"
71014,"Small_Cities","South"
71015,"Small_Cities","South"
71016,"Small_Cities","South"
