"CAP","Urbanity.CAP","Region.quota"
65129,"Cities","South"
71120,"Cities","South"
71121,"Cities","South"
71122,"Cities","South"
71123,"Cities","South"
71124,"Cities","South"
71125,"Cities","South"
71126,"Cities","South"
71127,"Cities","South"
71128,"Cities","South"
71129,"Cities","South"
74120,"Cities","South"
74121,"Cities","South"
74122,"Cities","South"
74123,"Cities","South"
74124,"Cities","South"
74125,"Cities","South"
74126,"Cities","South"
74127,"Cities","South"
74128,"Cities","South"
74129,"Cities","South"
100,"Cities","Center"
101,"Cities","Center"
102,"Cities","Center"
103,"Cities","Center"
104,"Cities","Center"
105,"Cities","Center"
106,"Cities","Center"
107,"Cities","Center"
108,"Cities","Center"
109,"Cities","Center"
110,"Cities","Center"
111,"Cities","Center"
112,"Cities","Center"
113,"Cities","Center"
114,"Cities","Center"
115,"Cities","Center"
116,"Cities","Center"
117,"Cities","Center"
118,"Cities","Center"
119,"Cities","Center"
120,"Cities","Center"
121,"Cities","Center"
122,"Cities","Center"
123,"Cities","Center"
124,"Cities","Center"
125,"Cities","Center"
126,"Cities","Center"
127,"Cities","Center"
128,"Cities","Center"
129,"Cities","Center"
130,"Cities","Center"
131,"Cities","Center"
132,"Cities","Center"
133,"Cities","Center"
134,"Cities","Center"
135,"Cities","Center"
136,"Cities","Center"
137,"Cities","Center"
138,"Cities","Center"
139,"Cities","Center"
140,"Cities","Center"
141,"Cities","Center"
142,"Cities","Center"
143,"Cities","Center"
144,"Cities","Center"
145,"Cities","Center"
146,"Cities","Center"
147,"Cities","Center"
148,"Cities","Center"
149,"Cities","Center"
150,"Cities","Center"
151,"Cities","Center"
152,"Cities","Center"
153,"Cities","Center"
154,"Cities","Center"
155,"Cities","Center"
156,"Cities","Center"
157,"Cities","Center"
158,"Cities","Center"
159,"Cities","Center"
160,"Cities","Center"
161,"Cities","Center"
162,"Cities","Center"
163,"Cities","Center"
164,"Cities","Center"
165,"Cities","Center"
166,"Cities","Center"
167,"Cities","Center"
168,"Cities","Center"
169,"Cities","Center"
170,"Cities","Center"
171,"Cities","Center"
172,"Cities","Center"
173,"Cities","Center"
174,"Cities","Center"
175,"Cities","Center"
176,"Cities","Center"
177,"Cities","Center"
178,"Cities","Center"
179,"Cities","Center"
180,"Cities","Center"
181,"Cities","Center"
182,"Cities","Center"
183,"Cities","Center"
184,"Cities","Center"
185,"Cities","Center"
186,"Cities","Center"
187,"Cities","Center"
188,"Cities","Center"
189,"Cities","Center"
190,"Cities","Center"
191,"Cities","Center"
192,"Cities","Center"
193,"Cities","Center"
194,"Cities","Center"
195,"Cities","Center"
196,"Cities","Center"
197,"Cities","Center"
198,"Cities","Center"
199,"Cities","Center"
6100,"Cities","Center"
6101,"Cities","Center"
6102,"Cities","Center"
6103,"Cities","Center"
6104,"Cities","Center"
6105,"Cities","Center"
6106,"Cities","Center"
6107,"Cities","Center"
6108,"Cities","Center"
6109,"Cities","Center"
6110,"Cities","Center"
6111,"Cities","Center"
6112,"Cities","Center"
6113,"Cities","Center"
6114,"Cities","Center"
6115,"Cities","Center"
6116,"Cities","Center"
6117,"Cities","Center"
6118,"Cities","Center"
6119,"Cities","Center"
6120,"Cities","Center"
6121,"Cities","Center"
6122,"Cities","Center"
6123,"Cities","Center"
6124,"Cities","Center"
6125,"Cities","Center"
6126,"Cities","Center"
6127,"Cities","Center"
6128,"Cities","Center"
6129,"Cities","Center"
6130,"Cities","Center"
6131,"Cities","Center"
6132,"Cities","Center"
6133,"Cities","Center"
6134,"Cities","Center"
6135,"Cities","Center"
6136,"Cities","Center"
6137,"Cities","Center"
6138,"Cities","Center"
6139,"Cities","Center"
6140,"Cities","Center"
6141,"Cities","Center"
6142,"Cities","Center"
6143,"Cities","Center"
6144,"Cities","Center"
6145,"Cities","Center"
6146,"Cities","Center"
6147,"Cities","Center"
6148,"Cities","Center"
6149,"Cities","Center"
6150,"Cities","Center"
6151,"Cities","Center"
6152,"Cities","Center"
6153,"Cities","Center"
6154,"Cities","Center"
6155,"Cities","Center"
6156,"Cities","Center"
6157,"Cities","Center"
6158,"Cities","Center"
6159,"Cities","Center"
6160,"Cities","Center"
6161,"Cities","Center"
6162,"Cities","Center"
6163,"Cities","Center"
6164,"Cities","Center"
6165,"Cities","Center"
6166,"Cities","Center"
6167,"Cities","Center"
6168,"Cities","Center"
6169,"Cities","Center"
6170,"Cities","Center"
6171,"Cities","Center"
6172,"Cities","Center"
6173,"Cities","Center"
6174,"Cities","Center"
6175,"Cities","Center"
6176,"Cities","Center"
6177,"Cities","Center"
6178,"Cities","Center"
6179,"Cities","Center"
6180,"Cities","Center"
6181,"Cities","Center"
6182,"Cities","Center"
6183,"Cities","Center"
6184,"Cities","Center"
6185,"Cities","Center"
6186,"Cities","Center"
6187,"Cities","Center"
6188,"Cities","Center"
6189,"Cities","Center"
6190,"Cities","Center"
6191,"Cities","Center"
6192,"Cities","Center"
6193,"Cities","Center"
6194,"Cities","Center"
6195,"Cities","Center"
6196,"Cities","Center"
6197,"Cities","Center"
6198,"Cities","Center"
6199,"Cities","Center"
9100,"Cities","Islands"
9101,"Cities","Islands"
9102,"Cities","Islands"
9103,"Cities","Islands"
9104,"Cities","Islands"
9105,"Cities","Islands"
9106,"Cities","Islands"
9107,"Cities","Islands"
9108,"Cities","Islands"
9109,"Cities","Islands"
9110,"Cities","Islands"
9111,"Cities","Islands"
9112,"Cities","Islands"
9113,"Cities","Islands"
9114,"Cities","Islands"
9115,"Cities","Islands"
9116,"Cities","Islands"
9117,"Cities","Islands"
9118,"Cities","Islands"
9119,"Cities","Islands"
9120,"Cities","Islands"
9121,"Cities","Islands"
9122,"Cities","Islands"
9123,"Cities","Islands"
9124,"Cities","Islands"
9125,"Cities","Islands"
9126,"Cities","Islands"
9127,"Cities","Islands"
9128,"Cities","Islands"
9129,"Cities","Islands"
9130,"Cities","Islands"
9131,"Cities","Islands"
9132,"Cities","Islands"
9133,"Cities","Islands"
9134,"Cities","Islands"
9135,"Cities","Islands"
9136,"Cities","Islands"
9137,"Cities","Islands"
9138,"Cities","Islands"
9139,"Cities","Islands"
9140,"Cities","Islands"
9141,"Cities","Islands"
9142,"Cities","Islands"
9143,"Cities","Islands"
9144,"Cities","Islands"
9145,"Cities","Islands"
9146,"Cities","Islands"
9147,"Cities","Islands"
9148,"Cities","Islands"
9149,"Cities","Islands"
9150,"Cities","Islands"
9151,"Cities","Islands"
9152,"Cities","Islands"
9153,"Cities","Islands"
9154,"Cities","Islands"
9155,"Cities","Islands"
9156,"Cities","Islands"
9157,"Cities","Islands"
9158,"Cities","Islands"
9159,"Cities","Islands"
9160,"Cities","Islands"
9161,"Cities","Islands"
9162,"Cities","Islands"
9163,"Cities","Islands"
9164,"Cities","Islands"
9165,"Cities","Islands"
9166,"Cities","Islands"
9167,"Cities","Islands"
9168,"Cities","Islands"
9169,"Cities","Islands"
9171,"Cities","Islands"
9172,"Cities","Islands"
9173,"Cities","Islands"
9174,"Cities","Islands"
9175,"Cities","Islands"
9176,"Cities","Islands"
9177,"Cities","Islands"
9178,"Cities","Islands"
9179,"Cities","Islands"
9180,"Cities","Islands"
9181,"Cities","Islands"
9182,"Cities","Islands"
9183,"Cities","Islands"
9184,"Cities","Islands"
9185,"Cities","Islands"
9186,"Cities","Islands"
9187,"Cities","Islands"
9188,"Cities","Islands"
9189,"Cities","Islands"
9190,"Cities","Islands"
9191,"Cities","Islands"
9192,"Cities","Islands"
9193,"Cities","Islands"
9194,"Cities","Islands"
9195,"Cities","Islands"
9196,"Cities","Islands"
9197,"Cities","Islands"
9198,"Cities","Islands"
9199,"Cities","Islands"
10100,"Cities","North-West"
10101,"Cities","North-West"
10102,"Cities","North-West"
10103,"Cities","North-West"
10104,"Cities","North-West"
10105,"Cities","North-West"
10106,"Cities","North-West"
10107,"Cities","North-West"
10108,"Cities","North-West"
10109,"Cities","North-West"
10110,"Cities","North-West"
10111,"Cities","North-West"
10112,"Cities","North-West"
10113,"Cities","North-West"
10114,"Cities","North-West"
10115,"Cities","North-West"
10116,"Cities","North-West"
10117,"Cities","North-West"
10118,"Cities","North-West"
10119,"Cities","North-West"
10120,"Cities","North-West"
10121,"Cities","North-West"
10122,"Cities","North-West"
10123,"Cities","North-West"
10124,"Cities","North-West"
10125,"Cities","North-West"
10126,"Cities","North-West"
10127,"Cities","North-West"
10128,"Cities","North-West"
10129,"Cities","North-West"
10130,"Cities","North-West"
10131,"Cities","North-West"
10132,"Cities","North-West"
10133,"Cities","North-West"
10134,"Cities","North-West"
10135,"Cities","North-West"
10136,"Cities","North-West"
10137,"Cities","North-West"
10138,"Cities","North-West"
10139,"Cities","North-West"
10140,"Cities","North-West"
10141,"Cities","North-West"
10142,"Cities","North-West"
10143,"Cities","North-West"
10144,"Cities","North-West"
10145,"Cities","North-West"
10146,"Cities","North-West"
10147,"Cities","North-West"
10148,"Cities","North-West"
10149,"Cities","North-West"
10150,"Cities","North-West"
10151,"Cities","North-West"
10152,"Cities","North-West"
10153,"Cities","North-West"
10154,"Cities","North-West"
10155,"Cities","North-West"
10156,"Cities","North-West"
10157,"Cities","North-West"
10158,"Cities","North-West"
10159,"Cities","North-West"
10160,"Cities","North-West"
10161,"Cities","North-West"
10162,"Cities","North-West"
10163,"Cities","North-West"
10164,"Cities","North-West"
10165,"Cities","North-West"
10166,"Cities","North-West"
10167,"Cities","North-West"
10168,"Cities","North-West"
10169,"Cities","North-West"
10170,"Cities","North-West"
10171,"Cities","North-West"
10172,"Cities","North-West"
10173,"Cities","North-West"
10174,"Cities","North-West"
10175,"Cities","North-West"
10176,"Cities","North-West"
10177,"Cities","North-West"
10178,"Cities","North-West"
10179,"Cities","North-West"
10180,"Cities","North-West"
10181,"Cities","North-West"
10182,"Cities","North-West"
10183,"Cities","North-West"
10184,"Cities","North-West"
10185,"Cities","North-West"
10186,"Cities","North-West"
10187,"Cities","North-West"
10188,"Cities","North-West"
10189,"Cities","North-West"
10190,"Cities","North-West"
10191,"Cities","North-West"
10192,"Cities","North-West"
10193,"Cities","North-West"
10194,"Cities","North-West"
10195,"Cities","North-West"
10196,"Cities","North-West"
10197,"Cities","North-West"
10198,"Cities","North-West"
10199,"Cities","North-West"
16100,"Cities","North-West"
16101,"Cities","North-West"
16102,"Cities","North-West"
16103,"Cities","North-West"
16104,"Cities","North-West"
16105,"Cities","North-West"
16106,"Cities","North-West"
16107,"Cities","North-West"
16108,"Cities","North-West"
16109,"Cities","North-West"
16110,"Cities","North-West"
16111,"Cities","North-West"
16112,"Cities","North-West"
16113,"Cities","North-West"
16114,"Cities","North-West"
16115,"Cities","North-West"
16116,"Cities","North-West"
16117,"Cities","North-West"
16118,"Cities","North-West"
16119,"Cities","North-West"
16120,"Cities","North-West"
16121,"Cities","North-West"
16122,"Cities","North-West"
16123,"Cities","North-West"
16124,"Cities","North-West"
16125,"Cities","North-West"
16126,"Cities","North-West"
16127,"Cities","North-West"
16128,"Cities","North-West"
16129,"Cities","North-West"
16130,"Cities","North-West"
16131,"Cities","North-West"
16132,"Cities","North-West"
16133,"Cities","North-West"
16134,"Cities","North-West"
16135,"Cities","North-West"
16136,"Cities","North-West"
16137,"Cities","North-West"
16138,"Cities","North-West"
16139,"Cities","North-West"
16140,"Cities","North-West"
16141,"Cities","North-West"
16142,"Cities","North-West"
16143,"Cities","North-West"
16144,"Cities","North-West"
16145,"Cities","North-West"
16146,"Cities","North-West"
16147,"Cities","North-West"
16148,"Cities","North-West"
16149,"Cities","North-West"
16150,"Cities","North-West"
16151,"Cities","North-West"
16152,"Cities","North-West"
16153,"Cities","North-West"
16154,"Cities","North-West"
16155,"Cities","North-West"
16156,"Cities","North-West"
16157,"Cities","North-West"
16158,"Cities","North-West"
16159,"Cities","North-West"
16160,"Cities","North-West"
16161,"Cities","North-West"
16162,"Cities","North-West"
16163,"Cities","North-West"
16164,"Cities","North-West"
16165,"Cities","North-West"
16166,"Cities","North-West"
16167,"Cities","North-West"
16168,"Cities","North-West"
16169,"Cities","North-West"
16170,"Cities","North-West"
16171,"Cities","North-West"
16172,"Cities","North-West"
16173,"Cities","North-West"
16174,"Cities","North-West"
16175,"Cities","North-West"
16176,"Cities","North-West"
16177,"Cities","North-West"
16178,"Cities","North-West"
16179,"Cities","North-West"
16180,"Cities","North-West"
16181,"Cities","North-West"
16182,"Cities","North-West"
16183,"Cities","North-West"
16184,"Cities","North-West"
16185,"Cities","North-West"
16186,"Cities","North-West"
16187,"Cities","North-West"
16188,"Cities","North-West"
16189,"Cities","North-West"
16190,"Cities","North-West"
16191,"Cities","North-West"
16192,"Cities","North-West"
16193,"Cities","North-West"
16194,"Cities","North-West"
16195,"Cities","North-West"
16196,"Cities","North-West"
16197,"Cities","North-West"
16198,"Cities","North-West"
16199,"Cities","North-West"
19100,"Cities","North-West"
19101,"Cities","North-West"
19102,"Cities","North-West"
19103,"Cities","North-West"
19104,"Cities","North-West"
19105,"Cities","North-West"
19106,"Cities","North-West"
19107,"Cities","North-West"
19108,"Cities","North-West"
19109,"Cities","North-West"
19110,"Cities","North-West"
19111,"Cities","North-West"
19112,"Cities","North-West"
19113,"Cities","North-West"
19114,"Cities","North-West"
19115,"Cities","North-West"
19116,"Cities","North-West"
19117,"Cities","North-West"
19118,"Cities","North-West"
19119,"Cities","North-West"
19120,"Cities","North-West"
19121,"Cities","North-West"
19122,"Cities","North-West"
19123,"Cities","North-West"
19124,"Cities","North-West"
19125,"Cities","North-West"
19126,"Cities","North-West"
19127,"Cities","North-West"
19128,"Cities","North-West"
19129,"Cities","North-West"
19130,"Cities","North-West"
19131,"Cities","North-West"
19132,"Cities","North-West"
19133,"Cities","North-West"
19134,"Cities","North-West"
19135,"Cities","North-West"
19136,"Cities","North-West"
19137,"Cities","North-West"
19138,"Cities","North-West"
19139,"Cities","North-West"
19140,"Cities","North-West"
19141,"Cities","North-West"
19142,"Cities","North-West"
19143,"Cities","North-West"
19144,"Cities","North-West"
19145,"Cities","North-West"
19146,"Cities","North-West"
19147,"Cities","North-West"
19148,"Cities","North-West"
19149,"Cities","North-West"
19150,"Cities","North-West"
19151,"Cities","North-West"
19152,"Cities","North-West"
19153,"Cities","North-West"
19154,"Cities","North-West"
19155,"Cities","North-West"
19156,"Cities","North-West"
19157,"Cities","North-West"
19158,"Cities","North-West"
19159,"Cities","North-West"
19160,"Cities","North-West"
19161,"Cities","North-West"
19162,"Cities","North-West"
19163,"Cities","North-West"
19164,"Cities","North-West"
19165,"Cities","North-West"
19166,"Cities","North-West"
19167,"Cities","North-West"
19168,"Cities","North-West"
19169,"Cities","North-West"
19170,"Cities","North-West"
19171,"Cities","North-West"
19172,"Cities","North-West"
19173,"Cities","North-West"
19174,"Cities","North-West"
19175,"Cities","North-West"
19176,"Cities","North-West"
19177,"Cities","North-West"
19178,"Cities","North-West"
19179,"Cities","North-West"
19180,"Cities","North-West"
19181,"Cities","North-West"
19182,"Cities","North-West"
19183,"Cities","North-West"
19184,"Cities","North-West"
19185,"Cities","North-West"
19186,"Cities","North-West"
19187,"Cities","North-West"
19188,"Cities","North-West"
19189,"Cities","North-West"
19190,"Cities","North-West"
19191,"Cities","North-West"
19192,"Cities","North-West"
19193,"Cities","North-West"
19194,"Cities","North-West"
19195,"Cities","North-West"
19196,"Cities","North-West"
19197,"Cities","North-West"
19198,"Cities","North-West"
19199,"Cities","North-West"
20100,"Cities","North-West"
20101,"Cities","North-West"
20102,"Cities","North-West"
20103,"Cities","North-West"
20104,"Cities","North-West"
20105,"Cities","North-West"
20106,"Cities","North-West"
20107,"Cities","North-West"
20108,"Cities","North-West"
20109,"Cities","North-West"
20110,"Cities","North-West"
20111,"Cities","North-West"
20112,"Cities","North-West"
20113,"Cities","North-West"
20114,"Cities","North-West"
20115,"Cities","North-West"
20116,"Cities","North-West"
20117,"Cities","North-West"
20118,"Cities","North-West"
20119,"Cities","North-West"
20120,"Cities","North-West"
20121,"Cities","North-West"
20122,"Cities","North-West"
20123,"Cities","North-West"
20124,"Cities","North-West"
20125,"Cities","North-West"
20126,"Cities","North-West"
20127,"Cities","North-West"
20128,"Cities","North-West"
20129,"Cities","North-West"
20130,"Cities","North-West"
20131,"Cities","North-West"
20132,"Cities","North-West"
20133,"Cities","North-West"
20134,"Cities","North-West"
20135,"Cities","North-West"
20136,"Cities","North-West"
20137,"Cities","North-West"
20138,"Cities","North-West"
20139,"Cities","North-West"
20140,"Cities","North-West"
20141,"Cities","North-West"
20142,"Cities","North-West"
20143,"Cities","North-West"
20144,"Cities","North-West"
20145,"Cities","North-West"
20146,"Cities","North-West"
20147,"Cities","North-West"
20148,"Cities","North-West"
20149,"Cities","North-West"
20150,"Cities","North-West"
20151,"Cities","North-West"
20152,"Cities","North-West"
20153,"Cities","North-West"
20154,"Cities","North-West"
20155,"Cities","North-West"
20156,"Cities","North-West"
20157,"Cities","North-West"
20158,"Cities","North-West"
20159,"Cities","North-West"
20160,"Cities","North-West"
20161,"Cities","North-West"
20162,"Cities","North-West"
20163,"Cities","North-West"
20164,"Cities","North-West"
20165,"Cities","North-West"
20166,"Cities","North-West"
20167,"Cities","North-West"
20168,"Cities","North-West"
20169,"Cities","North-West"
20170,"Cities","North-West"
20171,"Cities","North-West"
20172,"Cities","North-West"
20173,"Cities","North-West"
20174,"Cities","North-West"
20175,"Cities","North-West"
20176,"Cities","North-West"
20177,"Cities","North-West"
20178,"Cities","North-West"
20179,"Cities","North-West"
20180,"Cities","North-West"
20181,"Cities","North-West"
20182,"Cities","North-West"
20183,"Cities","North-West"
20184,"Cities","North-West"
20185,"Cities","North-West"
20186,"Cities","North-West"
20187,"Cities","North-West"
20188,"Cities","North-West"
20189,"Cities","North-West"
20190,"Cities","North-West"
20191,"Cities","North-West"
20192,"Cities","North-West"
20193,"Cities","North-West"
20194,"Cities","North-West"
20195,"Cities","North-West"
20196,"Cities","North-West"
20197,"Cities","North-West"
20198,"Cities","North-West"
20199,"Cities","North-West"
24100,"Cities","North-West"
24101,"Cities","North-West"
24102,"Cities","North-West"
24103,"Cities","North-West"
24104,"Cities","North-West"
24105,"Cities","North-West"
24106,"Cities","North-West"
24107,"Cities","North-West"
24108,"Cities","North-West"
24109,"Cities","North-West"
24110,"Cities","North-West"
24111,"Cities","North-West"
24112,"Cities","North-West"
24113,"Cities","North-West"
24114,"Cities","North-West"
24115,"Cities","North-West"
24116,"Cities","North-West"
24117,"Cities","North-West"
24118,"Cities","North-West"
24119,"Cities","North-West"
24120,"Cities","North-West"
24121,"Cities","North-West"
24122,"Cities","North-West"
24123,"Cities","North-West"
24124,"Cities","North-West"
24125,"Cities","North-West"
24126,"Cities","North-West"
24127,"Cities","North-West"
24128,"Cities","North-West"
24129,"Cities","North-West"
24130,"Cities","North-West"
24131,"Cities","North-West"
24132,"Cities","North-West"
24133,"Cities","North-West"
24134,"Cities","North-West"
24135,"Cities","North-West"
24136,"Cities","North-West"
24137,"Cities","North-West"
24138,"Cities","North-West"
24139,"Cities","North-West"
24140,"Cities","North-West"
24141,"Cities","North-West"
24142,"Cities","North-West"
24143,"Cities","North-West"
24144,"Cities","North-West"
24145,"Cities","North-West"
24146,"Cities","North-West"
24147,"Cities","North-West"
24148,"Cities","North-West"
24149,"Cities","North-West"
24150,"Cities","North-West"
24151,"Cities","North-West"
24152,"Cities","North-West"
24153,"Cities","North-West"
24154,"Cities","North-West"
24155,"Cities","North-West"
24156,"Cities","North-West"
24157,"Cities","North-West"
24158,"Cities","North-West"
24159,"Cities","North-West"
24160,"Cities","North-West"
24161,"Cities","North-West"
24162,"Cities","North-West"
24163,"Cities","North-West"
24164,"Cities","North-West"
24165,"Cities","North-West"
24166,"Cities","North-West"
24167,"Cities","North-West"
24168,"Cities","North-West"
24169,"Cities","North-West"
24170,"Cities","North-West"
24171,"Cities","North-West"
24172,"Cities","North-West"
24173,"Cities","North-West"
24174,"Cities","North-West"
24175,"Cities","North-West"
24176,"Cities","North-West"
24177,"Cities","North-West"
24178,"Cities","North-West"
24179,"Cities","North-West"
24180,"Cities","North-West"
24181,"Cities","North-West"
24182,"Cities","North-West"
24183,"Cities","North-West"
24184,"Cities","North-West"
24185,"Cities","North-West"
24186,"Cities","North-West"
24187,"Cities","North-West"
24188,"Cities","North-West"
24189,"Cities","North-West"
24190,"Cities","North-West"
24191,"Cities","North-West"
24192,"Cities","North-West"
24193,"Cities","North-West"
24194,"Cities","North-West"
24195,"Cities","North-West"
24196,"Cities","North-West"
24197,"Cities","North-West"
24198,"Cities","North-West"
24199,"Cities","North-West"
25100,"Cities","North-West"
25101,"Cities","North-West"
25102,"Cities","North-West"
25103,"Cities","North-West"
25104,"Cities","North-West"
25105,"Cities","North-West"
25106,"Cities","North-West"
25107,"Cities","North-West"
25108,"Cities","North-West"
25109,"Cities","North-West"
25110,"Cities","North-West"
25111,"Cities","North-West"
25112,"Cities","North-West"
25113,"Cities","North-West"
25114,"Cities","North-West"
25115,"Cities","North-West"
25116,"Cities","North-West"
25117,"Cities","North-West"
25118,"Cities","North-West"
25119,"Cities","North-West"
25120,"Cities","North-West"
25121,"Cities","North-West"
25122,"Cities","North-West"
25123,"Cities","North-West"
25124,"Cities","North-West"
25125,"Cities","North-West"
25126,"Cities","North-West"
25127,"Cities","North-West"
25128,"Cities","North-West"
25129,"Cities","North-West"
25130,"Cities","North-West"
25131,"Cities","North-West"
25132,"Cities","North-West"
25133,"Cities","North-West"
25134,"Cities","North-West"
25135,"Cities","North-West"
25136,"Cities","North-West"
25137,"Cities","North-West"
25138,"Cities","North-West"
25139,"Cities","North-West"
25140,"Cities","North-West"
25141,"Cities","North-West"
25142,"Cities","North-West"
25143,"Cities","North-West"
25144,"Cities","North-West"
25145,"Cities","North-West"
25146,"Cities","North-West"
25147,"Cities","North-West"
25148,"Cities","North-West"
25149,"Cities","North-West"
25150,"Cities","North-West"
25151,"Cities","North-West"
25152,"Cities","North-West"
25153,"Cities","North-West"
25154,"Cities","North-West"
25155,"Cities","North-West"
25156,"Cities","North-West"
25157,"Cities","North-West"
25158,"Cities","North-West"
25159,"Cities","North-West"
25160,"Cities","North-West"
25161,"Cities","North-West"
25162,"Cities","North-West"
25163,"Cities","North-West"
25164,"Cities","North-West"
25165,"Cities","North-West"
25166,"Cities","North-West"
25167,"Cities","North-West"
25168,"Cities","North-West"
25169,"Cities","North-West"
25170,"Cities","North-West"
25171,"Cities","North-West"
25172,"Cities","North-West"
25173,"Cities","North-West"
25174,"Cities","North-West"
25175,"Cities","North-West"
25176,"Cities","North-West"
25177,"Cities","North-West"
25178,"Cities","North-West"
25179,"Cities","North-West"
25180,"Cities","North-West"
25181,"Cities","North-West"
25182,"Cities","North-West"
25183,"Cities","North-West"
25184,"Cities","North-West"
25185,"Cities","North-West"
25186,"Cities","North-West"
25187,"Cities","North-West"
25188,"Cities","North-West"
25189,"Cities","North-West"
25190,"Cities","North-West"
25191,"Cities","North-West"
25192,"Cities","North-West"
25193,"Cities","North-West"
25194,"Cities","North-West"
25195,"Cities","North-West"
25196,"Cities","North-West"
25197,"Cities","North-West"
25198,"Cities","North-West"
25199,"Cities","North-West"
30100,"Cities","North-East"
30101,"Cities","North-East"
30102,"Cities","North-East"
30103,"Cities","North-East"
30104,"Cities","North-East"
30105,"Cities","North-East"
30106,"Cities","North-East"
30107,"Cities","North-East"
30108,"Cities","North-East"
30109,"Cities","North-East"
30110,"Cities","North-East"
30111,"Cities","North-East"
30112,"Cities","North-East"
30113,"Cities","North-East"
30114,"Cities","North-East"
30115,"Cities","North-East"
30116,"Cities","North-East"
30117,"Cities","North-East"
30118,"Cities","North-East"
30119,"Cities","North-East"
30120,"Cities","North-East"
30121,"Cities","North-East"
30122,"Cities","North-East"
30123,"Cities","North-East"
30124,"Cities","North-East"
30125,"Cities","North-East"
30126,"Cities","North-East"
30127,"Cities","North-East"
30128,"Cities","North-East"
30129,"Cities","North-East"
30130,"Cities","North-East"
30131,"Cities","North-East"
30132,"Cities","North-East"
30133,"Cities","North-East"
30134,"Cities","North-East"
30135,"Cities","North-East"
30136,"Cities","North-East"
30137,"Cities","North-East"
30138,"Cities","North-East"
30139,"Cities","North-East"
30140,"Cities","North-East"
30141,"Cities","North-East"
30142,"Cities","North-East"
30143,"Cities","North-East"
30144,"Cities","North-East"
30145,"Cities","North-East"
30146,"Cities","North-East"
30147,"Cities","North-East"
30148,"Cities","North-East"
30149,"Cities","North-East"
30150,"Cities","North-East"
30151,"Cities","North-East"
30152,"Cities","North-East"
30153,"Cities","North-East"
30154,"Cities","North-East"
30155,"Cities","North-East"
30156,"Cities","North-East"
30157,"Cities","North-East"
30158,"Cities","North-East"
30159,"Cities","North-East"
30160,"Cities","North-East"
30161,"Cities","North-East"
30162,"Cities","North-East"
30163,"Cities","North-East"
30164,"Cities","North-East"
30165,"Cities","North-East"
30166,"Cities","North-East"
30167,"Cities","North-East"
30168,"Cities","North-East"
30169,"Cities","North-East"
30170,"Cities","North-East"
30171,"Cities","North-East"
30172,"Cities","North-East"
30173,"Cities","North-East"
30174,"Cities","North-East"
30175,"Cities","North-East"
30176,"Cities","North-East"
30177,"Cities","North-East"
30178,"Cities","North-East"
30179,"Cities","North-East"
30180,"Cities","North-East"
30181,"Cities","North-East"
30182,"Cities","North-East"
30183,"Cities","North-East"
30184,"Cities","North-East"
30185,"Cities","North-East"
30186,"Cities","North-East"
30187,"Cities","North-East"
30188,"Cities","North-East"
30189,"Cities","North-East"
30190,"Cities","North-East"
30191,"Cities","North-East"
30192,"Cities","North-East"
30193,"Cities","North-East"
30194,"Cities","North-East"
30195,"Cities","North-East"
30196,"Cities","North-East"
30197,"Cities","North-East"
30198,"Cities","North-East"
30199,"Cities","North-East"
34100,"Cities","North-East"
34101,"Cities","North-East"
34102,"Cities","North-East"
34103,"Cities","North-East"
34104,"Cities","North-East"
34105,"Cities","North-East"
34106,"Cities","North-East"
34107,"Cities","North-East"
34108,"Cities","North-East"
34109,"Cities","North-East"
34110,"Cities","North-East"
34111,"Cities","North-East"
34112,"Cities","North-East"
34113,"Cities","North-East"
34114,"Cities","North-East"
34115,"Cities","North-East"
34116,"Cities","North-East"
34117,"Cities","North-East"
34118,"Cities","North-East"
34119,"Cities","North-East"
34120,"Cities","North-East"
34121,"Cities","North-East"
34122,"Cities","North-East"
34123,"Cities","North-East"
34124,"Cities","North-East"
34125,"Cities","North-East"
34126,"Cities","North-East"
34127,"Cities","North-East"
34128,"Cities","North-East"
34129,"Cities","North-East"
34130,"Cities","North-East"
34131,"Cities","North-East"
34132,"Cities","North-East"
34133,"Cities","North-East"
34134,"Cities","North-East"
34135,"Cities","North-East"
34136,"Cities","North-East"
34137,"Cities","North-East"
34138,"Cities","North-East"
34139,"Cities","North-East"
34140,"Cities","North-East"
34141,"Cities","North-East"
34142,"Cities","North-East"
34143,"Cities","North-East"
34144,"Cities","North-East"
34145,"Cities","North-East"
34146,"Cities","North-East"
34147,"Cities","North-East"
34148,"Cities","North-East"
34149,"Cities","North-East"
34150,"Cities","North-East"
34151,"Cities","North-East"
34152,"Cities","North-East"
34153,"Cities","North-East"
34154,"Cities","North-East"
34155,"Cities","North-East"
34156,"Cities","North-East"
34157,"Cities","North-East"
34158,"Cities","North-East"
34159,"Cities","North-East"
34160,"Cities","North-East"
34161,"Cities","North-East"
34162,"Cities","North-East"
34163,"Cities","North-East"
34164,"Cities","North-East"
34165,"Cities","North-East"
34166,"Cities","North-East"
34167,"Cities","North-East"
34168,"Cities","North-East"
34169,"Cities","North-East"
34171,"Cities","North-East"
34172,"Cities","North-East"
34173,"Cities","North-East"
34174,"Cities","North-East"
34175,"Cities","North-East"
34176,"Cities","North-East"
34177,"Cities","North-East"
34178,"Cities","North-East"
34179,"Cities","North-East"
34180,"Cities","North-East"
34181,"Cities","North-East"
